
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.51      0.08      0.53      0.39      0.64      4.51      1.42
cov_eigen_values_1[1]      0.08      0.01      0.08      0.07      0.10     38.75      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     50.94      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    119.18      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    118.36      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     86.87      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    122.43      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     88.67      1.01
cov_eigen_values_2[0]      0.56      0.06      0.56      0.48      0.66     14.65      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     89.56      1.02
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     69.07      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    151.74      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05    163.93      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    123.49      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    115.94      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04    157.96      1.00
cov_eigen_values_3[0]      0.32      0.03      0.32      0.28      0.36     92.58      1.02
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     76.52      0.99
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    134.64      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    109.90      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     93.08      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06    279.22      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07    135.09      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    125.21      1.00
cov_eigen_values_4[0]      0.22      0.04      0.21      0.17      0.28     13.01      0.99
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     58.02      1.08
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07    137.22      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05    146.38      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    122.85      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     73.12      1.00
