
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.39      0.06      0.37      0.32      0.51      2.95      1.71
cov_eigen_values_1[1]      0.09      0.01      0.09      0.08      0.11     78.45      1.04
cov_eigen_values_1[2]      0.03      0.00      0.03      0.03      0.04     59.24      1.02
cov_eigen_values_1[3]      0.02      0.00      0.02      0.02      0.02     14.87      1.08
cov_eigen_values_1[4]      0.06      0.01      0.06      0.05      0.07     58.06      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00     -0.00      0.01      1.11      2.91
cov_eigen_values_1[6]      0.06      0.00      0.06      0.05      0.07     58.88      1.01
cov_eigen_values_1[7]      0.03      0.00      0.03      0.02      0.03    162.01      1.00
cov_eigen_values_2[0]      0.52      0.02      0.52      0.48      0.54     12.26      1.18
cov_eigen_values_2[1]      0.08      0.01      0.08      0.05      0.10    119.28      1.02
cov_eigen_values_2[2]      0.10      0.02      0.11      0.07      0.12      1.23      2.14
cov_eigen_values_2[3]      0.07      0.01      0.06      0.05      0.09      1.83      1.45
cov_eigen_values_2[4]      0.08      0.03      0.09      0.03      0.12      1.11      2.88
cov_eigen_values_2[5]      0.04      0.01      0.04      0.03      0.06      3.79      1.17
cov_eigen_values_2[6]      0.05      0.01      0.05      0.04      0.08      1.42      1.75
cov_eigen_values_2[7]      0.08      0.01      0.08      0.06      0.09     53.86      1.02
cov_eigen_values_3[0]      0.38      0.05      0.34      0.31      0.44      1.03      5.62
cov_eigen_values_3[1]      0.25      0.01      0.25      0.23      0.27      6.91      1.19
cov_eigen_values_3[2]      0.03      0.00      0.03      0.03      0.03      9.47      1.18
cov_eigen_values_3[3]      0.03      0.00      0.03      0.03      0.04      1.40      1.86
cov_eigen_values_3[4]      0.19      0.01      0.19      0.18      0.21     84.93      1.01
cov_eigen_values_3[5]      0.10      0.01      0.10      0.10      0.11     28.23      1.06
cov_eigen_values_3[6]      0.14      0.01      0.14      0.12      0.14     63.86      1.01
cov_eigen_values_3[7]      0.12      0.01      0.12      0.11      0.13     14.95      1.22
cov_eigen_values_4[0]      0.63      0.02      0.63      0.60      0.66     56.60      1.05
cov_eigen_values_4[1]      0.07      0.01      0.07      0.06      0.07     18.44      1.09
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.06      3.16      1.20
cov_eigen_values_4[3]      0.05      0.01      0.05      0.04      0.06      4.88      1.28
cov_eigen_values_4[4]      0.04      0.00      0.04      0.03      0.04      4.67      1.26
cov_eigen_values_4[5]      0.04      0.00      0.04      0.03      0.04     13.60      1.19
cov_eigen_values_4[6]     -0.00      0.01     -0.00     -0.01      0.01      2.60      1.36
cov_eigen_values_4[7]     -0.00      0.01     -0.01     -0.02      0.02      1.02      7.20
cov_eigen_values_5[0]      0.43      0.03      0.43      0.41      0.45     87.98      1.02
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.07     11.66      1.23
cov_eigen_values_5[2]      0.08      0.01      0.08      0.06      0.09     51.02      1.00
cov_eigen_values_5[3]      0.23      0.01      0.23      0.22      0.25     20.59      1.10
cov_eigen_values_5[4]      0.09      0.01      0.09      0.07      0.10     17.64      1.21
cov_eigen_values_5[5]      0.12      0.01      0.12      0.10      0.13     28.50      1.07
cov_eigen_values_5[6]      0.08      0.01      0.08      0.06      0.09     29.82      1.00
cov_eigen_values_5[7]      0.05      0.01      0.05      0.04      0.06      5.04      1.30
cov_eigen_values_6[0]      0.08      0.04      0.06      0.04      0.15      4.94      1.63
cov_eigen_values_6[1]      0.12      0.02      0.12      0.10      0.14    140.97      1.01
cov_eigen_values_6[2]      0.10      0.02      0.09      0.07      0.13      8.65      1.29
