
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.07      0.44      0.31      0.54     20.38      1.00
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.11     27.10      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     12.28      1.09
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     25.49      1.01
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.04     25.18      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    172.98      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     32.15      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02     66.60      0.99
cov_eigen_values_2[0]      0.52      0.06      0.53      0.42      0.60     13.85      1.02
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     26.31      1.00
cov_eigen_values_2[2]      0.07      0.01      0.06      0.05      0.09     27.91      0.99
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     21.04      1.12
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     37.21      1.03
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     56.05      1.07
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01     71.00      0.99
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01    127.38      1.01
cov_eigen_values_3[0]      0.32      0.03      0.32      0.27      0.36     26.88      1.00
cov_eigen_values_3[1]      0.15      0.01      0.15      0.13      0.16      9.47      1.10
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    136.45      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     78.84      1.04
cov_eigen_values_3[4]      0.07      0.00      0.07      0.07      0.08     23.09      1.07
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     21.27      1.00
cov_eigen_values_3[6]      0.06      0.00      0.06      0.06      0.07     49.94      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     45.17      1.00
cov_eigen_values_4[0]      0.65      0.06      0.66      0.54      0.73      3.85      1.19
cov_eigen_values_4[1]      0.07      0.01      0.07      0.06      0.09     27.00      1.01
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     25.97      1.00
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06     27.01      1.01
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     38.66      1.00
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04     41.54      0.99
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    178.38      1.00
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     92.96      1.00
cov_eigen_values_5[0]      0.22      0.03      0.22      0.19      0.26     28.98      1.01
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.08     41.68      1.00
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.07     14.48      1.13
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    148.51      0.99
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02    199.53      1.01
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     79.23      1.00
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     41.23      1.00
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.04     28.40      0.99
cov_eigen_values_6[0]      0.13      0.01      0.12      0.11      0.15     20.18      1.24
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05      9.53      1.12
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.04     48.90      1.03
