
                   mean       std    median      5.0%     95.0%     n_eff     r_hat
mean_data1[0]     -2.11      0.00     -2.11     -2.11     -2.11    218.22      0.99
mean_data1[1]     -0.52      0.00     -0.52     -0.52     -0.52    166.22      0.99
mean_data1[2]      0.04      0.00      0.04      0.04      0.04    362.33      1.00
mean_data1[3]     -0.02      0.00     -0.02     -0.02     -0.02    183.49      1.00
mean_data1[4]      0.01      0.00      0.01      0.01      0.01    190.73      1.00
mean_data1[5]     -0.00      0.00     -0.00     -0.00     -0.00    169.59      0.99
mean_data1[6]     -0.01      0.00     -0.01     -0.01     -0.01    240.65      1.02
mean_data1[7]     -0.01      0.00     -0.01     -0.01     -0.01    197.18      0.99
mean_data2[0]      4.01      0.00      4.01      4.01      4.01    182.79      0.99
mean_data2[1]     -2.71      0.00     -2.71     -2.71     -2.71    198.17      0.99
mean_data2[2]     -0.05      0.00     -0.05     -0.05     -0.05    175.67      0.99
mean_data2[3]      0.07      0.00      0.07      0.07      0.07    210.44      0.99
mean_data2[4]     -0.02      0.00     -0.02     -0.02     -0.02    285.73      0.99
mean_data2[5]     -0.00      0.00     -0.00     -0.00     -0.00    142.29      0.99
mean_data2[6]     -0.01      0.00     -0.01     -0.01     -0.01    219.69      1.00
mean_data2[7]     -0.01      0.00     -0.01     -0.01     -0.01    229.69      1.00
mean_data3[0]      1.82      0.00      1.82      1.82      1.82    190.71      1.00
mean_data3[1]      3.61      0.00      3.61      3.61      3.61    163.98      0.99
mean_data3[2]     -0.05      0.00     -0.05     -0.05     -0.05    142.44      1.00
mean_data3[3]     -0.01      0.00     -0.01     -0.01     -0.01    152.44      0.99
mean_data3[4]     -0.00      0.00     -0.00     -0.00     -0.00    118.11      0.99
mean_data3[5]      0.00      0.00      0.00      0.00      0.00    161.59      1.00
mean_data3[6]      0.03      0.00      0.03      0.03      0.03    208.65      0.99
mean_data3[7]      0.02      0.00      0.02      0.02      0.02    162.35      1.02
         mu_1      0.03      0.00      0.03      0.03      0.03      5.06      1.03
         mu_2     -0.01      0.00     -0.01     -0.01     -0.01      4.07      1.17

Number of divergences: 0
