
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.06      0.44      0.38      0.58     12.70      1.07
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.10     23.60      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.05     41.17      1.12
cov_eigen_values_1[3]      0.04      0.00      0.04      0.03      0.05     53.82      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.04     23.71      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    121.93      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     35.34      1.05
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02     47.87      1.00
cov_eigen_values_2[0]      0.54      0.09      0.53      0.41      0.68     12.47      0.99
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.10     17.97      1.06
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.09     20.84      0.99
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     26.05      1.09
cov_eigen_values_2[4]      0.04      0.00      0.04      0.03      0.05     15.00      1.01
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00    117.01      0.99
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02     63.63      0.99
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     89.26      1.00
cov_eigen_values_3[0]      0.32      0.02      0.32      0.29      0.35     21.71      1.09
cov_eigen_values_3[1]      0.14      0.01      0.15      0.13      0.16     37.04      1.02
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    128.07      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    190.64      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     25.32      1.08
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     48.13      1.02
cov_eigen_values_3[6]      0.06      0.00      0.06      0.05      0.07     37.83      0.99
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     24.66      1.00
cov_eigen_values_4[0]      0.67      0.07      0.66      0.57      0.76     14.58      1.02
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     43.44      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     35.74      1.07
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06     60.64      1.02
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     48.35      0.99
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04     44.59      1.06
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    266.08      1.00
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     51.88      1.02
cov_eigen_values_5[0]      0.23      0.02      0.23      0.20      0.27     17.93      1.16
cov_eigen_values_5[1]      0.07      0.01      0.07      0.06      0.08     16.77      1.11
cov_eigen_values_5[2]      0.05      0.01      0.05      0.04      0.06     58.82      0.99
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    113.43      0.99
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02    103.83      0.99
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     38.58      1.01
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     34.77      1.01
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05     51.39      1.02
cov_eigen_values_6[0]      0.14      0.01      0.14      0.12      0.15     35.93      1.05
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     28.64      1.08
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03     68.67      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     88.03      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    155.68      0.99
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    121.91      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    192.68      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    122.30      0.99
       mean_data_1[0]      3.78      0.10      3.80      3.63      3.93      6.52      1.32
       mean_data_1[1]      0.44      0.01      0.44      0.42      0.46      6.38      1.30
       mean_data_1[2]     -0.40      0.02     -0.41     -0.43     -0.36      9.89      1.19
       mean_data_1[3]      0.15      0.01      0.15      0.13      0.16     17.93      1.05
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.02     25.19      1.00
       mean_data_1[5]      0.02      0.01      0.02      0.01      0.03     26.28      1.01
       mean_data_1[6]      0.10      0.01      0.10      0.09      0.11     16.93      1.05
       mean_data_1[7]      0.01      0.01      0.01     -0.01      0.02     25.80      0.99
       mean_data_2[0]     -0.62      0.11     -0.66     -0.75     -0.44     12.38      1.02
       mean_data_2[1]      1.49      0.01      1.49      1.47      1.50     14.18      1.06
       mean_data_2[2]      1.00      0.02      1.01      0.96      1.03     12.99      1.01
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.00     20.24      1.00
