
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.10      0.40      0.33      0.62      6.40      0.99
cov_eigen_values_1[1]      0.09      0.02      0.08      0.06      0.11     69.20      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07    161.05      0.99
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.05     97.05      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     94.58      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    192.21      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    111.83      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    115.11      1.01
cov_eigen_values_2[0]      0.57      0.07      0.57      0.45      0.65     17.67      1.01
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08    133.57      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08    212.73      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    131.00      1.02
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    148.91      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     63.44      1.01
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     74.68      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     55.14      1.01
cov_eigen_values_3[0]      0.33      0.03      0.33      0.29      0.39     38.78      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16    189.25      0.99
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    137.76      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    135.63      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    172.43      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06     59.11      1.01
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07    113.52      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    118.08      1.00
cov_eigen_values_4[0]      0.22      0.05      0.21      0.15      0.29     44.00      1.03
