
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.03      0.42      0.38      0.47     13.91      1.12
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     71.43      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     95.74      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.04     76.13      1.01
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03    159.67      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     52.78      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    136.72      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     97.55      1.02
cov_eigen_values_2[0]      0.55      0.03      0.55      0.50      0.59     10.26      1.18
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08    125.24      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     84.16      1.03
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    252.08      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05    156.40      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     55.15      1.03
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    118.40      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04    137.06      1.01
cov_eigen_values_3[0]      0.32      0.02      0.32      0.29      0.35     48.91      0.99
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     93.52      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00     79.24      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     80.81      1.08
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    222.23      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06    256.25      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07    205.20      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06    485.56      0.99
cov_eigen_values_4[0]      0.20      0.02      0.20      0.17      0.23     27.26      0.99
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10     85.93      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07    201.50      0.99
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04    180.98      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    196.36      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     49.99      1.02
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     56.82      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    168.80      0.99
cov_eigen_values_5[0]      0.52      0.03      0.52      0.48      0.57     24.21      1.00
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.10    116.39      0.99
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08    123.20      1.03
cov_eigen_values_5[3]      0.04      0.01      0.04      0.02      0.05    100.00      1.00
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.03    131.64      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     56.98      1.03
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    126.35      1.00
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    113.04      0.99
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.16     41.10      0.99
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05    190.03      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    133.56      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     70.63      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    181.55      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     60.02      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    104.58      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    133.91      1.02
       mean_data_1[0]      3.72      0.01      3.72      3.71      3.73     86.77      0.99
       mean_data_1[1]      0.46      0.00      0.46      0.46      0.47    132.87      0.99
       mean_data_1[2]     -0.38      0.01     -0.38     -0.39     -0.37    114.50      1.00
       mean_data_1[3]      0.13      0.01      0.13      0.13      0.14    135.88      0.99
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02    116.35      1.00
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07    168.22      0.99
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07    335.86      1.00
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01    134.44      1.00
       mean_data_2[0]      1.05      0.01      1.05      1.04      1.07    139.27      1.01
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56    112.24      1.00
