
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.05      0.43      0.36      0.53      8.32      1.00
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.12     22.87      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     61.39      1.02
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.06     45.72      1.03
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     81.81      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    102.51      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    142.55      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     77.67      1.04
cov_eigen_values_2[0]      0.54      0.04      0.54      0.48      0.60      9.09      1.28
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     79.97      1.00
cov_eigen_values_2[2]      0.07      0.01      0.06      0.05      0.07    119.27      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    168.38      1.01
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05    179.96      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     64.19      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.01      0.02    115.94      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04    161.58      0.99
cov_eigen_values_3[0]      0.33      0.03      0.32      0.28      0.39     15.21      1.01
cov_eigen_values_3[1]      0.14      0.01      0.13      0.12      0.16     28.82      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    181.22      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    138.75      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    244.35      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    265.29      0.99
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07    242.16      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    128.92      1.00
cov_eigen_values_4[0]      0.21      0.03      0.21      0.16      0.25     10.89      1.26
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.11    272.36      0.99
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     77.02      0.99
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     76.83      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    120.09      1.02
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    113.85      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     99.79      1.01
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     60.84      0.99
cov_eigen_values_5[0]      0.60      0.07      0.60      0.50      0.74     10.11      1.02
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09     31.53      1.02
cov_eigen_values_5[2]      0.07      0.02      0.07      0.04      0.10     19.90      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     84.25      1.00
cov_eigen_values_5[4]      0.03      0.00      0.02      0.02      0.03    113.30      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01     89.71      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    126.73      1.02
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    245.93      1.00
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.15     19.31      1.07
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05    205.26      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    204.71      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     91.93      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    114.50      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     86.78      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    121.00      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    117.84      1.00
       mean_data_1[0]      3.72      0.01      3.72      3.71      3.74     49.59      1.03
       mean_data_1[1]      0.46      0.00      0.46      0.45      0.47    102.52      1.02
       mean_data_1[2]     -0.38      0.01     -0.38     -0.40     -0.37     68.81      1.04
       mean_data_1[3]      0.13      0.01      0.13      0.12      0.14     66.56      1.00
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02     43.05      1.00
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     66.28      1.04
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07    138.61      1.01
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     70.06      1.00
       mean_data_2[0]      1.05      0.01      1.05      1.04      1.07    100.91      1.03
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56     85.03      1.00
       mean_data_2[2]     -0.53      0.01     -0.53     -0.53     -0.52    142.58      1.00
       mean_data_2[3]      0.00      0.01      0.00     -0.01      0.01    126.80      1.00
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06    123.41      1.00
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     77.71      1.00
       mean_data_2[6]     -0.02      0.00     -0.02     -0.03     -0.01    165.80      0.99
       mean_data_2[7]      0.01      0.00      0.01      0.00      0.02    165.40      0.99
       mean_data_3[0]     -3.92      0.01     -3.92     -3.93     -3.91     63.31      1.00
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43    120.91      0.99
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10     78.06      1.00
       mean_data_3[3]      0.02      0.01      0.02      0.01      0.04     37.29      1.02
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.04    107.95      0.99
       mean_data_3[5]     -0.00      0.00     -0.00     -0.01      0.00    160.21      1.00
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02    145.80      1.00
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     63.14      1.01
       mean_data_4[0]     -2.69      0.01     -2.69     -2.70     -2.67    102.12      1.00
       mean_data_4[1]     -0.03      0.00     -0.03     -0.03     -0.02    120.55      1.03
       mean_data_4[2]     -0.20      0.01     -0.21     -0.21     -0.20    153.36      0.99
       mean_data_4[3]     -0.09      0.00     -0.09     -0.09     -0.08    109.38      0.99
       mean_data_4[4]     -0.11      0.01     -0.11     -0.11     -0.09     84.28      1.04
       mean_data_4[5]     -0.01      0.00     -0.01     -0.01      0.00    115.91      1.01
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03     -0.01     74.96      1.03
       mean_data_4[7]     -0.01      0.01     -0.01     -0.03     -0.00     67.40      0.99
       mean_data_5[0]     -0.73      0.01     -0.73     -0.75     -0.72     49.56      0.99
       mean_data_5[1]      1.44      0.00      1.44      1.44      1.45    133.68      0.99
