
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.04      0.43      0.37      0.51     25.12      1.19
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     27.60      1.07
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06    114.49      0.99
cov_eigen_values_1[3]      0.04      0.01      0.03      0.03      0.05    187.54      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    113.25      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     48.33      1.07
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     96.78      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    125.71      1.00
cov_eigen_values_2[0]      0.61      0.09      0.60      0.48      0.75     21.37      1.06
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09    144.37      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08    217.55      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    190.67      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    135.73      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    101.98      1.02
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     65.81      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    136.20      1.00
cov_eigen_values_3[0]      0.32      0.03      0.32      0.28      0.37     58.93      1.09
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     96.62      1.03
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    124.40      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    216.57      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    282.88      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06    312.32      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07    167.86      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06    151.94      0.99
cov_eigen_values_4[0]      0.20      0.03      0.20      0.16      0.24     34.92      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.11    113.12      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07    127.43      1.01
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04    320.95      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    149.29      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    132.95      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     71.08      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    112.06      1.04
cov_eigen_values_5[0]      0.56      0.08      0.55      0.44      0.69     10.29      1.10
cov_eigen_values_5[1]      0.08      0.02      0.08      0.05      0.12     37.47      1.08
cov_eigen_values_5[2]      0.06      0.01      0.06      0.04      0.09     85.39      1.06
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05    124.97      0.99
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.04    116.92      0.99
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    126.90      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     35.99      1.08
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    161.96      1.00
cov_eigen_values_6[0]      0.14      0.02      0.14      0.11      0.17     38.45      1.02
