
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.03      0.44      0.37      0.48      4.11      2.05
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     16.67      1.03
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06     20.52      1.02
cov_eigen_values_1[3]      0.04      0.01      0.03      0.03      0.05     22.09      1.06
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     66.33      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     70.75      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     98.37      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    114.40      0.99
cov_eigen_values_2[0]      0.57      0.03      0.57      0.52      0.62      6.20      1.21
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     22.04      1.05
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08      9.72      1.27
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     41.93      1.02
cov_eigen_values_2[4]      0.05      0.00      0.05      0.04      0.06     43.31      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    113.42      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.01      0.02    197.71      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     96.34      1.00
cov_eigen_values_3[0]      0.30      0.02      0.30      0.28      0.34      8.75      1.43
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     39.00      1.02
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00     89.47      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    432.20      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     31.96      1.04
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06     37.68      0.99
cov_eigen_values_3[6]      0.07      0.01      0.06      0.05      0.08     39.21      0.99
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     70.35      1.03
cov_eigen_values_4[0]      0.20      0.02      0.20      0.17      0.23     13.90      1.03
cov_eigen_values_4[1]      0.09      0.01      0.08      0.07      0.10     19.96      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.08     16.58      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.04     66.64      1.00
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03     48.27      1.04
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     87.72      1.02
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    196.92      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    136.49      1.01
cov_eigen_values_5[0]      0.55      0.08      0.51      0.46      0.70      3.63      1.87
cov_eigen_values_5[1]      0.08      0.02      0.07      0.05      0.11      4.94      1.40
cov_eigen_values_5[2]      0.06      0.01      0.06      0.04      0.08     28.59      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     12.60      1.06
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     64.48      1.05
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     29.02      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     51.47      1.02
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    153.10      1.00
cov_eigen_values_6[0]      0.16      0.01      0.16      0.14      0.19     14.75      1.06
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     50.16      1.01
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     81.41      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    224.18      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    158.32      1.01
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    126.19      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    103.22      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    141.89      1.00
       mean_data_1[0]      3.75      0.05      3.76      3.67      3.80      3.34      2.43
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.47     23.16      1.00
       mean_data_1[2]     -0.38      0.02     -0.38     -0.42     -0.35      4.04      1.87
       mean_data_1[3]      0.14      0.01      0.13      0.12      0.16      5.17      1.49
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.02     15.28      1.07
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     41.10      1.06
       mean_data_1[6]      0.07      0.01      0.07      0.06      0.07     32.31      1.06
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.00     40.78      1.01
       mean_data_2[0]      1.08      0.05      1.08      0.98      1.16      3.54      1.85
       mean_data_2[1]      0.56      0.01      0.56      0.54      0.56     18.36      1.03
       mean_data_2[2]     -0.52      0.01     -0.52     -0.54     -0.50      9.72      1.50
