
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.06      0.42      0.33      0.51     20.79      1.03
cov_eigen_values_1[1]      0.09      0.02      0.08      0.06      0.11     25.35      1.11
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.07     38.26      1.00
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.05     35.26      1.01
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03    167.41      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     98.34      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    127.33      1.04
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     59.70      1.01
cov_eigen_values_2[0]      0.60      0.06      0.59      0.51      0.71     11.28      1.27
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     26.05      1.01
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     38.78      1.03
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    174.72      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     65.87      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    101.11      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    105.58      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    153.86      1.00
cov_eigen_values_3[0]      0.33      0.03      0.33      0.28      0.37     14.72      0.99
cov_eigen_values_3[1]      0.14      0.01      0.14      0.11      0.16     44.20      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    128.05      1.03
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    136.28      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     72.13      1.02
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    212.03      1.00
cov_eigen_values_3[6]      0.07      0.01      0.07      0.06      0.08    237.57      0.99
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06    233.99      1.00
cov_eigen_values_4[0]      0.21      0.03      0.21      0.16      0.27     11.02      1.16
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     66.98      0.99
cov_eigen_values_4[2]      0.05      0.01      0.05      0.05      0.07    131.30      1.01
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.05    153.82      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    216.87      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     92.27      1.02
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    139.38      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     95.23      1.00
cov_eigen_values_5[0]      0.58      0.08      0.58      0.45      0.71      5.75      1.42
cov_eigen_values_5[1]      0.07      0.02      0.07      0.05      0.10     16.00      1.07
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.09     88.15      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     95.46      0.99
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03    191.60      0.99
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    182.05      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     59.54      1.00
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    145.98      0.99
cov_eigen_values_6[0]      0.13      0.02      0.13      0.11      0.16     55.93      1.01
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04    375.14      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    152.66      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    161.30      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02     90.62      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     96.95      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    145.43      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     66.23      0.99
       mean_data_1[0]      3.72      0.01      3.72      3.70      3.74     58.17      1.00
       mean_data_1[1]      0.46      0.00      0.46      0.46      0.47    105.46      1.00
       mean_data_1[2]     -0.38      0.01     -0.38     -0.39     -0.37    119.09      1.01
       mean_data_1[3]      0.13      0.01      0.13      0.13      0.14    124.56      0.99
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02    104.29      1.00
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07    147.19      1.03
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07    129.66      1.02
       mean_data_1[7]     -0.02      0.01     -0.02     -0.02     -0.01     96.38      1.01
       mean_data_2[0]      1.05      0.01      1.05      1.04      1.06     72.68      1.04
       mean_data_2[1]      0.55      0.00      0.56      0.55      0.56     80.28      1.00
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52    125.20      1.00
       mean_data_2[3]      0.00      0.01      0.00     -0.01      0.01    102.11      1.00
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06    112.19      0.99
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     63.90      1.01
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01    105.30      0.99
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02    169.11      0.99
       mean_data_3[0]     -3.92      0.01     -3.92     -3.93     -3.91     83.15      1.03
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43    144.58      1.04
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10    141.17      0.99
       mean_data_3[3]      0.02      0.01      0.02      0.01      0.04     92.56      1.00
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.04     71.31      1.00
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.00    188.21      1.00
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02    187.28      0.99
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01    166.29      0.99
       mean_data_4[0]     -2.69      0.01     -2.69     -2.70     -2.67     39.99      0.99
