
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.04      0.42      0.35      0.47      5.40      0.99
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.12      7.91      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     13.05      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     15.07      1.05
cov_eigen_values_1[4]      0.02      0.01      0.02      0.02      0.03     40.94      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     62.58      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    143.06      1.01
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    270.84      1.00
cov_eigen_values_2[0]      0.59      0.06      0.59      0.49      0.68      3.41      1.92
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     41.65      1.07
cov_eigen_values_2[2]      0.07      0.02      0.07      0.05      0.09     11.92      1.13
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     37.57      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     38.75      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     62.58      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    200.38      1.01
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    100.32      0.99
cov_eigen_values_3[0]      0.31      0.02      0.31      0.27      0.34     14.59      1.19
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     27.76      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    126.06      1.03
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    263.97      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     53.96      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     98.14      1.03
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     51.43      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     81.15      0.99
cov_eigen_values_4[0]      0.19      0.02      0.19      0.16      0.22      7.64      1.23
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10     12.06      1.22
cov_eigen_values_4[2]      0.05      0.01      0.05      0.04      0.07     49.45      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     22.19      1.10
cov_eigen_values_4[4]      0.03      0.01      0.02      0.02      0.03     34.00      1.02
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     75.00      1.01
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    268.49      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    162.59      1.00
cov_eigen_values_5[0]      0.57      0.05      0.57      0.50      0.65      6.20      1.01
cov_eigen_values_5[1]      0.07      0.01      0.07      0.06      0.09     21.07      1.00
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.07     30.70      1.03
cov_eigen_values_5[3]      0.04      0.01      0.04      0.02      0.05     15.12      1.09
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     48.48      1.02
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    161.52      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     67.38      1.03
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    179.57      0.99
cov_eigen_values_6[0]      0.14      0.02      0.14      0.11      0.18      9.40      1.00
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.04     33.42      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     93.49      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    360.38      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02    202.04      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     74.65      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     56.89      1.02
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    143.21      1.00
       mean_data_1[0]      3.68      0.04      3.67      3.62      3.75      3.90      1.47
       mean_data_1[1]      0.47      0.01      0.47      0.46      0.48     23.68      1.08
       mean_data_1[2]     -0.40      0.01     -0.40     -0.42     -0.38      9.60      1.12
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.16     17.11      1.01
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.01     15.46      1.00
       mean_data_1[5]     -0.09      0.01     -0.09     -0.10     -0.07     44.56      0.99
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07     29.05      1.10
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.00     30.41      1.00
       mean_data_2[0]      0.92      0.09      0.91      0.79      1.05      2.54      2.68
       mean_data_2[1]      0.55      0.01      0.55      0.54      0.56     16.55      1.00
       mean_data_2[2]     -0.54      0.01     -0.54     -0.56     -0.52      4.45      1.67
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.01      5.36      1.75
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.07     17.75      1.00
       mean_data_2[5]      0.03      0.01      0.03      0.01      0.05      7.00      1.64
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.00     15.97      1.03
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     46.10      0.99
       mean_data_3[0]     -3.92      0.01     -3.92     -3.94     -3.90      9.89      1.23
       mean_data_3[1]     -0.44      0.01     -0.44     -0.46     -0.43     15.09      1.15
       mean_data_3[2]      0.09      0.01      0.09      0.09      0.10     35.58      1.01
       mean_data_3[3]      0.01      0.02      0.01     -0.02      0.04     10.17      1.02
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.05      9.72      1.13
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.00     45.72      0.99
       mean_data_3[6]      0.01      0.01      0.01     -0.00      0.02     26.14      1.00
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     41.78      1.01
       mean_data_4[0]     -2.72      0.02     -2.72     -2.74     -2.68      9.68      1.00
       mean_data_4[1]     -0.03      0.01     -0.04     -0.04     -0.02     10.26      1.00
       mean_data_4[2]     -0.20      0.01     -0.20     -0.21     -0.19     20.06      1.00
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.08     26.92      0.99
       mean_data_4[4]     -0.10      0.01     -0.10     -0.11     -0.08      9.20      1.14
       mean_data_4[5]     -0.00      0.01     -0.00     -0.01      0.00     10.04      1.09
       mean_data_4[6]     -0.02      0.01     -0.02     -0.04     -0.01      8.83      1.24
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02      0.00     18.13      1.06
       mean_data_5[0]     -0.70      0.05     -0.72     -0.76     -0.62      2.93      1.88
       mean_data_5[1]      1.44      0.01      1.44      1.43      1.45      9.91      1.14
       mean_data_5[2]      1.06      0.01      1.06      1.04      1.08      4.07      1.57
       mean_data_5[3]     -0.01      0.01     -0.01     -0.03     -0.01     12.85      1.01
       mean_data_5[4]      0.01      0.01      0.01     -0.01      0.03     15.81      1.10
       mean_data_5[5]     -0.01      0.01     -0.01     -0.03      0.01     11.27      1.06
       mean_data_5[6]     -0.01      0.01     -0.01     -0.03      0.01     13.07      1.00
       mean_data_5[7]      0.01      0.02      0.02     -0.02      0.04      9.97      1.02
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     70.49      1.05
       mean_data_6[1]     -0.65      0.01     -0.65     -0.67     -0.64     25.53      1.00
       mean_data_6[2]      0.29      0.01      0.29      0.28      0.30     23.63      1.03
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.03     25.04      1.02
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    128.51      1.00
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.02     45.65      1.01
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02     -0.00     34.08      0.99
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.00    161.16      1.00
                 mu_1      3.06      0.04      3.06      2.99      3.13      4.48      1.09
                 mu_2      2.36      0.05      2.38      2.27      2.44      3.09      1.87
                 mu_3      1.29      0.02      1.29      1.25      1.33      8.01      1.29
                 mu_4      0.25      0.05      0.25      0.17      0.32     13.74      1.01

Number of divergences: 0
