
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.53      0.07      0.53      0.41      0.63      6.08      1.41
cov_eigen_values_1[1]      0.09      0.02      0.08      0.06      0.12     14.55      1.01
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     30.49      1.00
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.04     68.86      0.99
cov_eigen_values_1[4]      0.02      0.01      0.02      0.02      0.03     80.06      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    102.33      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    147.92      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    163.66      1.00
cov_eigen_values_2[0]      0.59      0.06      0.57      0.50      0.70      5.50      1.43
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     52.64      1.03
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     31.55      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     37.18      1.08
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     88.72      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     88.98      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    208.03      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    159.72      0.99
cov_eigen_values_3[0]      0.33      0.03      0.33      0.28      0.37     10.12      1.00
cov_eigen_values_3[1]      0.14      0.01      0.13      0.12      0.15     32.05      1.02
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    153.71      1.01
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    132.24      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     69.68      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06    140.98      0.99
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     94.79      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06    110.01      0.99
cov_eigen_values_4[0]      0.22      0.03      0.22      0.17      0.25      7.73      1.26
cov_eigen_values_4[1]      0.09      0.01      0.08      0.06      0.11     22.00      1.03
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.08     34.33      1.01
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     31.18      1.01
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    109.61      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     58.89      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    512.81      0.99
