
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.46      0.06      0.47      0.35      0.55     45.56      1.06
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.10     89.20      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06    196.39      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    124.08      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03    114.74      1.02
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    146.17      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03    159.80      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02    118.19      0.99
cov_eigen_values_2[0]      0.56      0.10      0.55      0.39      0.70     66.61      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.09    119.50      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.09     99.31      0.99
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05    204.98      0.99
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05    101.52      1.01
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     73.97      1.01
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02     46.21      1.01
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     75.23      1.01
cov_eigen_values_3[0]      0.34      0.03      0.34      0.30      0.38     85.37      1.00
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.17    137.22      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     98.01      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    116.97      0.99
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.09    262.86      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     98.42      0.99
cov_eigen_values_3[6]      0.07      0.01      0.07      0.06      0.08    722.13      0.99
cov_eigen_values_3[7]      0.07      0.01      0.06      0.06      0.07     79.93      1.03
cov_eigen_values_4[0]      0.67      0.07      0.66      0.58      0.78     84.90      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.09    148.08      1.01
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07    326.98      0.99
cov_eigen_values_4[3]      0.06      0.00      0.05      0.05      0.06    368.88      0.99
cov_eigen_values_4[4]      0.05      0.00      0.05      0.04      0.05    130.89      1.00
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04    138.31      0.99
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     81.33      1.00
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     69.54      0.99
cov_eigen_values_5[0]      0.19      0.02      0.19      0.16      0.21    150.22      0.99
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.07    114.26      0.99
cov_eigen_values_5[2]      0.05      0.01      0.05      0.04      0.06    210.52      0.99
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    223.24      0.99
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02    144.01      1.00
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     78.42      0.99
cov_eigen_values_5[6]      0.05      0.00      0.05      0.04      0.05    235.39      0.99
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05    185.25      0.99
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.15    111.96      0.99
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05    134.19      0.99
cov_eigen_values_6[2]      0.03      0.00      0.03      0.02      0.04    134.09      1.03
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02    164.17      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     89.91      1.00
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    151.05      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    138.22      1.01
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    131.74      0.99
       mean_data_1[0]      3.78      0.09      3.78      3.63      3.92     36.91      1.00
       mean_data_1[1]      0.43      0.01      0.43      0.41      0.45     44.85      0.99
       mean_data_1[2]     -0.41      0.02     -0.41     -0.44     -0.38     50.19      1.01
       mean_data_1[3]      0.15      0.01      0.15      0.13      0.17    115.57      1.00
       mean_data_1[4]     -0.04      0.01     -0.04     -0.05     -0.02    113.41      1.00
       mean_data_1[5]      0.02      0.01      0.02      0.00      0.03    165.07      1.03
       mean_data_1[6]      0.10      0.01      0.10      0.09      0.11     94.46      1.00
       mean_data_1[7]      0.00      0.01      0.00     -0.00      0.01    149.91      0.99
       mean_data_2[0]     -0.69      0.10     -0.69     -0.85     -0.53     68.36      1.00
       mean_data_2[1]      1.48      0.01      1.48      1.47      1.50     74.24      1.01
       mean_data_2[2]      1.02      0.02      1.02      0.98      1.04     74.09      1.00
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.00    157.73      1.00
       mean_data_2[4]      0.00      0.02      0.00     -0.03      0.03     65.43      1.00
       mean_data_2[5]      0.00      0.02      0.00     -0.02      0.02    118.40      1.05
       mean_data_2[6]     -0.01      0.01     -0.01     -0.02      0.00     62.71      1.04
       mean_data_2[7]     -0.00      0.01     -0.00     -0.02      0.01    132.66      1.02
       mean_data_3[0]     -3.89      0.02     -3.89     -3.92     -3.85     31.37      1.09
       mean_data_3[1]     -0.43      0.01     -0.43     -0.45     -0.41     59.26      1.07
       mean_data_3[2]      0.10      0.01      0.10      0.08      0.11     35.31      1.06
       mean_data_3[3]      0.02      0.03      0.02     -0.02      0.06     68.85      1.03
       mean_data_3[4]      0.02      0.01      0.02      0.00      0.04    134.36      1.02
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01    228.73      1.00
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02    150.14      1.00
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01    159.69      1.00
       mean_data_4[0]      1.10      0.10      1.10      0.94      1.23     83.57      1.01
       mean_data_4[1]      0.54      0.01      0.54      0.53      0.55    453.15      0.99
       mean_data_4[2]     -0.54      0.01     -0.54     -0.56     -0.53    106.40      1.00
       mean_data_4[3]      0.00      0.01      0.00     -0.01      0.02     97.34      1.00
       mean_data_4[4]      0.05      0.01      0.05      0.04      0.06    179.90      0.99
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.00    241.01      0.99
       mean_data_4[6]     -0.04      0.01     -0.05     -0.06     -0.03    137.24      1.00
       mean_data_4[7]      0.01      0.01      0.01     -0.00      0.01    134.96      1.00
       mean_data_5[0]     -2.66      0.03     -2.66     -2.70     -2.62    139.08      1.00
