
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.47      0.05      0.48      0.38      0.54     19.20      1.04
cov_eigen_values_1[1]      0.09      0.01      0.09      0.08      0.12      7.01      1.15
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     18.41      1.07
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     20.63      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03     39.17      1.05
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    217.60      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     37.86      1.05
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     97.29      1.04
cov_eigen_values_2[0]      0.61      0.18      0.52      0.43      0.92      4.05      1.43
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     20.28      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.09      5.81      1.49
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     17.33      1.00
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     39.99      1.03
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00    120.05      1.00
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02     87.08      1.03
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     93.01      1.12
cov_eigen_values_3[0]      0.33      0.02      0.34      0.29      0.36     12.82      0.99
cov_eigen_values_3[1]      0.15      0.01      0.16      0.13      0.17     11.10      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00      7.01      1.20
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     34.52      1.05
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08      8.17      1.06
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     36.04      1.04
cov_eigen_values_3[6]      0.06      0.00      0.06      0.06      0.07     21.61      1.05
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.07      8.77      1.19
cov_eigen_values_4[0]      0.67      0.05      0.68      0.58      0.73     19.97      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.08     24.23      1.06
cov_eigen_values_4[2]      0.06      0.00      0.06      0.05      0.07     34.84      1.01
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06     15.81      1.03
cov_eigen_values_4[4]      0.05      0.00      0.04      0.04      0.05     17.47      1.06
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04     56.16      0.99
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     71.86      1.02
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     96.35      1.00
cov_eigen_values_5[0]      0.21      0.04      0.21      0.15      0.27      7.64      0.99
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.08     19.43      1.00
cov_eigen_values_5[2]      0.05      0.00      0.05      0.04      0.06     58.93      1.01
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    145.37      1.02
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02     84.81      1.00
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     48.53      1.03
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     36.83      1.02
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.04     36.47      0.99
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.16      5.51      1.34
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     24.52      1.01
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.04     33.91      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     67.95      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    104.26      1.00
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    130.85      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    144.36      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    206.23      1.00
       mean_data_1[0]      3.80      0.08      3.79      3.69      3.94     12.42      1.20
       mean_data_1[1]      0.43      0.01      0.43      0.42      0.46      7.92      1.31
       mean_data_1[2]     -0.40      0.01     -0.40     -0.42     -0.38     21.87      1.01
       mean_data_1[3]      0.15      0.01      0.15      0.13      0.16      7.65      1.23
       mean_data_1[4]     -0.04      0.01     -0.04     -0.06     -0.02      5.21      1.76
       mean_data_1[5]      0.02      0.01      0.02      0.01      0.03     31.16      1.01
       mean_data_1[6]      0.10      0.01      0.10      0.09      0.11      9.06      1.10
       mean_data_1[7]      0.01      0.01      0.01     -0.00      0.02     21.40      1.05
       mean_data_2[0]     -0.69      0.06     -0.68     -0.78     -0.62      9.98      1.03
       mean_data_2[1]      1.48      0.01      1.48      1.47      1.49     19.87      0.99
       mean_data_2[2]      1.02      0.01      1.02      1.00      1.04     10.67      1.02
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.00     15.04      1.13
       mean_data_2[4]     -0.00      0.01     -0.00     -0.03      0.01     17.73      1.03
       mean_data_2[5]     -0.00      0.01      0.00     -0.02      0.03      8.68      1.23
       mean_data_2[6]     -0.01      0.00     -0.01     -0.01     -0.00     12.45      1.02
       mean_data_2[7]      0.00      0.01      0.00     -0.02      0.02     14.25      1.06
       mean_data_3[0]     -3.92      0.01     -3.92     -3.94     -3.90     16.98      1.00
       mean_data_3[1]     -0.45      0.01     -0.45     -0.46     -0.44     22.51      1.03
       mean_data_3[2]      0.11      0.01      0.11      0.10      0.12      9.53      1.07
       mean_data_3[3]      0.04      0.02      0.04      0.01      0.07      7.03      1.12
       mean_data_3[4]      0.02      0.01      0.02      0.01      0.04     18.47      1.02
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01      6.36      1.42
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.01     48.46      1.00
       mean_data_3[7]      0.00      0.00      0.00     -0.00      0.01     26.15      1.02
       mean_data_4[0]      1.12      0.09      1.13      1.00      1.26      5.23      1.24
       mean_data_4[1]      0.54      0.00      0.54      0.53      0.55     30.93      0.99
       mean_data_4[2]     -0.55      0.01     -0.55     -0.56     -0.53     13.03      1.00
       mean_data_4[3]      0.01      0.01      0.01     -0.00      0.02     15.31      1.02
       mean_data_4[4]      0.05      0.01      0.05      0.03      0.06     34.94      1.04
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.00     23.58      1.01
       mean_data_4[6]     -0.04      0.01     -0.04     -0.05     -0.04     16.20      1.00
       mean_data_4[7]      0.00      0.01      0.00     -0.00      0.01     13.84      1.23
       mean_data_5[0]     -2.68      0.03     -2.69     -2.73     -2.63      4.71      1.29
       mean_data_5[1]     -0.03      0.01     -0.03     -0.04     -0.01      5.11      1.28
       mean_data_5[2]     -0.21      0.01     -0.21     -0.22     -0.19      6.81      1.19
       mean_data_5[3]     -0.10      0.01     -0.10     -0.11     -0.09     39.48      1.01
       mean_data_5[4]     -0.10      0.01     -0.10     -0.11     -0.09     23.16      1.04
       mean_data_5[5]      0.01      0.01      0.01     -0.00      0.03      5.46      1.30
       mean_data_5[6]     -0.01      0.00     -0.01     -0.01     -0.00     28.99      1.01
       mean_data_5[7]     -0.02      0.01     -0.02     -0.03     -0.01     33.14      1.00
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.88     23.10      1.07
       mean_data_6[1]     -0.65      0.02     -0.65     -0.67     -0.62      9.06      1.02
       mean_data_6[2]      0.31      0.01      0.31      0.29      0.33      7.87      1.05
       mean_data_6[3]     -0.04      0.01     -0.04     -0.06     -0.03      8.70      1.01
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     15.76      1.03
       mean_data_6[5]     -0.00      0.00     -0.00     -0.01      0.01     18.13      1.05
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02      0.00      9.81      1.02
       mean_data_6[7]     -0.00      0.00     -0.00     -0.01      0.01     14.30      1.01
                 mu_1      3.54      0.07      3.56      3.45      3.60      7.62      1.10
                 mu_2      2.84      0.01      2.83      2.82      2.86     17.02      1.10
                 mu_3      1.68      0.16      1.74      1.48      1.75      8.43      1.13
                 mu_4     -0.01      0.08      0.01     -0.10      0.07      7.17      1.16

Number of divergences: 139
