
                   mean       std    median      5.0%     95.0%     n_eff     r_hat
mean_data1[0]      3.81      0.01      3.81      3.79      3.82    184.84      1.00
mean_data1[1]      0.43      0.01      0.43      0.41      0.45    248.48      0.99
mean_data1[2]     -0.40      0.01     -0.40     -0.42     -0.38    151.09      0.99
mean_data1[3]      0.15      0.01      0.15      0.13      0.16    279.72      0.99
mean_data1[4]     -0.03      0.01     -0.03     -0.05     -0.01    344.51      1.00
mean_data1[5]      0.02      0.01      0.02     -0.00      0.03    186.28      1.00
mean_data1[6]      0.11      0.01      0.11      0.09      0.13    109.33      1.00
mean_data1[7]      0.01      0.01      0.01     -0.01      0.02    192.64      0.99
mean_data2[0]     -0.68      0.01     -0.68     -0.70     -0.67    290.60      1.00
mean_data2[1]      1.48      0.01      1.48      1.46      1.50    181.27      0.99
mean_data2[2]      1.02      0.01      1.02      1.00      1.03    155.89      0.99
mean_data2[3]     -0.01      0.01     -0.01     -0.02      0.00    250.60      1.00
mean_data2[4]      0.00      0.01     -0.00     -0.01      0.01    175.17      1.00
mean_data2[5]      0.00      0.01      0.00     -0.01      0.01    181.30      0.99
mean_data2[6]     -0.00      0.01     -0.00     -0.02      0.02    181.78      0.99
mean_data2[7]     -0.00      0.01     -0.00     -0.02      0.01    170.88      1.00
mean_data3[0]     -3.91      0.01     -3.92     -3.93     -3.90    302.19      1.00
mean_data3[1]     -0.46      0.01     -0.46     -0.47     -0.45    173.86      1.00
mean_data3[2]      0.08      0.01      0.08      0.06      0.09    243.30      0.99
mean_data3[3]     -0.02      0.01     -0.02     -0.05     -0.00    265.90      1.00
mean_data3[4]     -0.01      0.01     -0.01     -0.02      0.00    241.73      0.99
mean_data3[5]      0.01      0.01      0.01     -0.00      0.02    253.42      1.00
mean_data3[6]     -0.01      0.01     -0.01     -0.02      0.00    535.62      1.00
mean_data3[7]     -0.01      0.01     -0.01     -0.02      0.01    395.67      0.99
mean_data4[0]      1.10      0.01      1.10      1.08      1.11    210.30      0.99
mean_data4[1]      0.56      0.01      0.56      0.55      0.57    226.33      1.00
mean_data4[2]     -0.57      0.01     -0.57     -0.58     -0.56     97.78      0.99
mean_data4[3]     -0.00      0.01     -0.00     -0.01      0.01    302.65      0.99
mean_data4[4]      0.05      0.01      0.05      0.04      0.07    183.64      0.99
mean_data4[5]     -0.01      0.01     -0.01     -0.02      0.01    514.62      1.00
mean_data4[6]     -0.03      0.01     -0.03     -0.05     -0.02    131.58      1.00
mean_data4[7]      0.01      0.01      0.00     -0.01      0.02    123.93      1.00
mean_data5[0]     -2.70      0.01     -2.70     -2.71     -2.68    219.01      1.00
mean_data5[1]     -0.03      0.01     -0.03     -0.05     -0.02    259.93      1.00
mean_data5[2]     -0.20      0.01     -0.20     -0.22     -0.19    264.32      1.00
mean_data5[3]     -0.10      0.01     -0.10     -0.12     -0.08    456.18      1.00
mean_data5[4]     -0.10      0.01     -0.10     -0.11     -0.08    190.38      0.99
mean_data5[5]      0.01      0.01      0.01     -0.01      0.03    250.80      1.00
mean_data5[6]     -0.01      0.01     -0.01     -0.03      0.01    274.72      0.99
mean_data5[7]     -0.02      0.01     -0.02     -0.03      0.00    127.78      0.99
mean_data6[0]      6.87      0.01      6.87      6.85      6.89    155.40      1.00
mean_data6[1]     -0.64      0.01     -0.64     -0.66     -0.63    224.52      0.99
mean_data6[2]      0.30      0.01      0.30      0.29      0.32    371.95      1.00
mean_data6[3]     -0.04      0.01     -0.04     -0.06     -0.03    332.76      1.00
mean_data6[4]     -0.00      0.01     -0.00     -0.02      0.01    367.65      0.99
mean_data6[5]     -0.00      0.01     -0.00     -0.02      0.01    462.01      0.99
mean_data6[6]     -0.01      0.01     -0.01     -0.03      0.00    162.19      1.01
mean_data6[7]     -0.00      0.01     -0.00     -0.02      0.01    465.75      1.00
         mu_1      3.05      0.07      3.06      2.93      3.15     46.36      1.03
         mu_2      2.32      0.02      2.33      2.29      2.34     28.52      1.04
         mu_3      1.14      0.05      1.14      1.06      1.22     20.91      1.13
         mu_4     -0.08      0.06     -0.08     -0.16     -0.00     10.73      1.02

Number of divergences: 0
