
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.03      0.00      0.03      0.02      0.03    474.33      1.00
cov_eigen_values_1[1]      0.05      0.01      0.05      0.04      0.06    426.70      1.01
cov_eigen_values_1[2]      0.11      0.01      0.11      0.09      0.12    268.73      1.01
cov_eigen_values_2[0]      1.05      0.24      1.03      0.64      1.39    480.01      1.00
cov_eigen_values_2[1]      0.40      0.21      0.36      0.09      0.72     86.10      1.06
cov_eigen_values_2[2]      0.41      0.21      0.37      0.07      0.74    145.29      1.02
cov_eigen_values_3[0]      0.65      0.04      0.65      0.58      0.71    262.56      1.02
cov_eigen_values_3[1]      0.08      0.00      0.08      0.07      0.08    834.81      0.99
cov_eigen_values_3[2]      0.05      0.00      0.05      0.04      0.05    598.91      0.99
cov_eigen_values_4[0]      0.24      0.03      0.23      0.19      0.28    459.61      1.01
cov_eigen_values_4[1]      0.06      0.01      0.06      0.05      0.07    430.69      1.00
cov_eigen_values_4[2]      0.04      0.01      0.04      0.03      0.05    520.39      0.99
cov_eigen_values_5[0]      0.96      0.10      0.95      0.81      1.13    607.30      1.01
cov_eigen_values_5[1]      0.27      0.03      0.27      0.23      0.32    420.22      1.01
cov_eigen_values_5[2]      0.11      0.01      0.11      0.09      0.13    320.79      1.00
cov_eigen_values_6[0]      0.04      0.01      0.04      0.03      0.06    350.87      1.00
cov_eigen_values_6[1]      0.47      0.07      0.46      0.37      0.57    396.52      1.00
cov_eigen_values_6[2]      0.26      0.04      0.25      0.19      0.31    460.69      1.00
       mean_data_1[0]      6.87      0.00      6.87      6.86      6.88    533.45      1.00
       mean_data_1[1]     -0.65      0.01     -0.65     -0.66     -0.63    608.23      1.00
       mean_data_1[2]      0.31      0.01      0.31      0.29      0.33    671.47      1.00
       mean_data_2[0]      0.63      2.45      0.87     -3.67      4.44     82.12      1.02
       mean_data_2[1]     -0.56      1.25     -0.59     -2.34      1.63     41.22      1.12
       mean_data_2[2]     -0.15      1.22     -0.00     -2.42      1.55     60.97      1.09
       mean_data_3[0]     -3.54      0.05     -3.54     -3.61     -3.46    350.07      1.02
       mean_data_3[1]     -0.32      0.02     -0.32     -0.35     -0.28    343.37      1.02
       mean_data_3[2]      0.01      0.02      0.01     -0.02      0.04    346.97      1.02
       mean_data_4[0]      0.66      0.04      0.66      0.61      0.74    515.37      1.00
       mean_data_4[1]      0.54      0.02      0.54      0.52      0.56    507.59      1.00
       mean_data_4[2]     -0.59      0.01     -0.59     -0.61     -0.57    522.71      0.99
       mean_data_5[0]      2.97      0.14      2.97      2.78      3.26    604.37      1.00
       mean_data_5[1]      0.48      0.03      0.47      0.42      0.53    390.80      1.01
       mean_data_5[2]     -0.43      0.04     -0.43     -0.49     -0.36    384.01      1.02
       mean_data_6[0]     -0.68      0.08     -0.68     -0.80     -0.54    439.42      1.00
       mean_data_6[1]      1.48      0.04      1.49      1.40      1.54    530.08      1.00
       mean_data_6[2]      1.01      0.06      1.01      0.92      1.11    521.81      1.00
                 mu_1      3.16      0.02      3.16      3.14      3.19    189.01      1.02
                 mu_2      2.91      0.02      2.91      2.88      2.95    260.43      1.00
                 mu_3      1.19      0.03      1.20      1.15      1.23    160.83      1.04
                 mu_4     -0.09      0.05     -0.09     -0.16     -0.02    348.62      1.01

Number of divergences: 3
