
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.02      0.00      0.02      0.02      0.03    108.70      1.01
cov_eigen_values_1[1]      0.05      0.01      0.05      0.05      0.06    169.11      0.99
cov_eigen_values_1[2]      0.11      0.01      0.10      0.08      0.12    295.86      0.99
cov_eigen_values_2[0]      1.05      0.22      1.04      0.69      1.37    345.88      1.01
cov_eigen_values_2[1]      0.41      0.18      0.40      0.07      0.67     43.72      1.03
cov_eigen_values_2[2]      0.32      0.18      0.30      0.05      0.58     67.53      1.01
cov_eigen_values_3[0]      0.65      0.04      0.65      0.60      0.71    281.56      0.99
cov_eigen_values_3[1]      0.08      0.01      0.08      0.07      0.09    305.85      1.00
cov_eigen_values_3[2]      0.05      0.00      0.05      0.04      0.05    173.35      1.01
cov_eigen_values_4[0]      0.23      0.03      0.23      0.19      0.28    185.24      1.00
cov_eigen_values_4[1]      0.06      0.01      0.06      0.05      0.07    149.55      1.00
cov_eigen_values_4[2]      0.04      0.01      0.04      0.03      0.05    280.96      1.01
cov_eigen_values_5[0]      0.97      0.08      0.97      0.83      1.08    177.62      0.99
cov_eigen_values_5[1]      0.27      0.03      0.27      0.23      0.32    194.22      0.99
cov_eigen_values_5[2]      0.11      0.01      0.11      0.09      0.13    261.94      0.99
cov_eigen_values_6[0]      0.04      0.01      0.04      0.03      0.05    135.32      1.00
cov_eigen_values_6[1]      0.47      0.07      0.46      0.36      0.57    113.01      1.01
cov_eigen_values_6[2]      0.25      0.04      0.25      0.21      0.33    116.24      1.00
       mean_data_1[0]      6.87      0.00      6.87      6.86      6.88    153.49      1.00
       mean_data_1[1]     -0.65      0.01     -0.65     -0.66     -0.64    162.04      0.99
       mean_data_1[2]      0.31      0.01      0.31      0.28      0.33    172.58      1.00
       mean_data_2[0]      1.28      1.72      1.44     -2.16      3.65     13.79      1.36
       mean_data_2[1]     -0.66      0.71     -0.59     -1.99      0.33     14.15      1.17
       mean_data_2[2]      0.20      0.66      0.25     -1.01      1.05      3.17      1.25
       mean_data_3[0]     -3.54      0.05     -3.54     -3.61     -3.44    205.30      0.99
       mean_data_3[1]     -0.32      0.02     -0.32     -0.35     -0.27    203.82      0.99
       mean_data_3[2]      0.01      0.02      0.01     -0.02      0.05    220.71      0.99
       mean_data_4[0]      0.66      0.03      0.66      0.61      0.71    151.21      1.00
       mean_data_4[1]      0.54      0.01      0.54      0.52      0.56    166.04      1.00
       mean_data_4[2]     -0.59      0.01     -0.59     -0.60     -0.57    162.85      1.00
       mean_data_5[0]      2.96      0.14      2.95      2.76      3.21    256.48      1.00
       mean_data_5[1]      0.48      0.03      0.48      0.43      0.53    243.54      0.99
       mean_data_5[2]     -0.43      0.04     -0.43     -0.48     -0.37    220.46      1.00
       mean_data_6[0]     -0.67      0.09     -0.67     -0.80     -0.53    266.28      1.01
       mean_data_6[1]      1.48      0.04      1.49      1.42      1.56    306.81      1.00
       mean_data_6[2]      1.01      0.06      1.00      0.90      1.09    298.28      1.00
                 mu_1      3.16      0.02      3.16      3.13      3.18    151.36      1.01
                 mu_2      2.92      0.02      2.91      2.89      2.95     93.97      1.02
                 mu_3      1.19      0.03      1.19      1.13      1.23     92.48      1.03
                 mu_4     -0.08      0.05     -0.08     -0.14     -0.00    128.35      1.00

Number of divergences: 0
