
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.05      0.41      0.36      0.52     12.62      1.16
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.12     31.28      1.06
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     43.35      1.03
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    105.91      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    174.02      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     70.43      1.02
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    104.52      1.01
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     63.81      0.99
cov_eigen_values_2[0]      0.57      0.07      0.56      0.45      0.70      4.76      1.42
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08    103.58      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     71.54      1.02
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    113.55      0.99
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    213.20      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    128.28      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     60.55      1.02
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    280.35      1.01
cov_eigen_values_3[0]      0.32      0.04      0.31      0.28      0.39     12.90      1.02
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     60.73      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    412.81      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    105.97      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    183.33      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06    131.03      0.99
cov_eigen_values_3[6]      0.07      0.01      0.06      0.05      0.08    114.85      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06    160.61      0.99
cov_eigen_values_4[0]      0.21      0.03      0.21      0.17      0.26     13.84      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10     55.72      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     81.06      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05    221.95      0.99
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03    215.76      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    136.11      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    143.10      1.02
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    124.89      1.00
cov_eigen_values_5[0]      0.51      0.07      0.50      0.42      0.63      8.46      1.00
cov_eigen_values_5[1]      0.08      0.01      0.08      0.05      0.10     36.25      1.00
cov_eigen_values_5[2]      0.07      0.02      0.07      0.04      0.09     25.57      1.08
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     84.98      1.00
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.04     36.63      0.99
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    138.77      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     48.73      1.04
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    158.28      0.99
cov_eigen_values_6[0]      0.14      0.02      0.14      0.11      0.16     41.48      1.00
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05    321.03      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    157.89      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    110.76      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02    134.58      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    112.91      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     67.78      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    144.80      0.99
       mean_data_1[0]      3.77      0.07      3.77      3.68      3.92      7.85      0.99
       mean_data_1[1]      0.46      0.01      0.46      0.43      0.47      9.48      1.03
       mean_data_1[2]     -0.38      0.02     -0.38     -0.41     -0.36     13.71      1.03
       mean_data_1[3]      0.13      0.01      0.13      0.11      0.15     31.68      1.04
       mean_data_1[4]     -0.04      0.01     -0.03     -0.05     -0.01     32.67      1.02
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     45.83      1.00
       mean_data_1[6]      0.07      0.01      0.07      0.06      0.08     12.23      1.00
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     56.39      0.99
       mean_data_2[0]      1.10      0.06      1.09      1.04      1.24      6.51      1.19
