
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.41      0.03      0.41      0.36      0.45      6.23      1.03
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.11     13.67      1.02
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     14.66      1.13
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.05     15.95      1.01
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03     33.39      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     88.91      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    109.93      1.05
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    208.77      1.00
cov_eigen_values_2[0]      0.51      0.03      0.51      0.46      0.55      6.42      1.02
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09      7.31      1.42
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.09     10.79      1.41
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     42.15      0.99
cov_eigen_values_2[4]      0.05      0.00      0.05      0.04      0.05     38.83      1.03
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    126.94      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    147.74      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     53.25      1.00
cov_eigen_values_3[0]      0.35      0.03      0.36      0.29      0.39      3.29      1.72
cov_eigen_values_3[1]      0.14      0.02      0.14      0.12      0.17      4.52      1.44
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    116.22      1.01
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    246.50      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.09     16.42      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     45.70      1.03
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     28.79      0.99
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     33.99      0.99
cov_eigen_values_4[0]      0.19      0.02      0.20      0.16      0.22      8.05      1.09
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     17.86      0.99
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07      9.02      1.36
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04     42.53      1.01
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     70.01      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    103.41      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     58.85      1.04
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    314.79      0.99
cov_eigen_values_5[0]      0.49      0.03      0.50      0.45      0.54      3.42      1.84
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09     14.32      1.00
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     12.47      1.23
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     32.61      1.00
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     33.88      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    112.53      1.02
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    168.84      0.99
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    133.20      1.00
cov_eigen_values_6[0]      0.14      0.01      0.14      0.12      0.16     13.00      1.02
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     32.62      1.01
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     60.06      1.04
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    122.29      1.02
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    258.81      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     99.76      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    162.01      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    114.81      1.00
       mean_data_1[0]      3.72      0.01      3.72      3.71      3.73     12.81      1.12
       mean_data_1[1]      0.46      0.00      0.46      0.45      0.47     25.75      1.08
       mean_data_1[2]     -0.39      0.01     -0.39     -0.40     -0.38     27.98      1.05
       mean_data_1[3]      0.14      0.01      0.14      0.13      0.15     13.65      1.33
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02     20.19      1.24
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     36.15      1.05
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07     38.88      1.02
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     26.72      1.21
       mean_data_2[0]      1.05      0.01      1.05      1.03      1.07      7.55      1.12
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56     12.37      1.07
       mean_data_2[2]     -0.52      0.01     -0.52     -0.53     -0.51     29.67      1.00
       mean_data_2[3]      0.00      0.01      0.00     -0.00      0.01     37.95      1.00
       mean_data_2[4]      0.04      0.01      0.04      0.04      0.05     16.90      1.03
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     16.26      1.02
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     32.17      1.00
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     50.40      1.00
       mean_data_3[0]     -3.92      0.01     -3.92     -3.93     -3.91     17.63      1.06
       mean_data_3[1]     -0.44      0.00     -0.44     -0.45     -0.44     20.83      0.99
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10     44.48      1.01
       mean_data_3[3]      0.02      0.01      0.02      0.00      0.04      9.24      1.18
       mean_data_3[4]      0.03      0.01      0.02      0.02      0.04     23.41      1.18
       mean_data_3[5]     -0.00      0.00     -0.00     -0.01      0.00     43.61      1.01
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02     26.42      1.14
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     21.61      0.99
       mean_data_4[0]     -2.69      0.01     -2.69     -2.70     -2.67     18.21      1.00
       mean_data_4[1]     -0.02      0.00     -0.03     -0.03     -0.02     28.97      0.99
       mean_data_4[2]     -0.21      0.00     -0.21     -0.21     -0.20     29.39      1.04
       mean_data_4[3]     -0.08      0.00     -0.08     -0.09     -0.08     17.14      1.00
       mean_data_4[4]     -0.11      0.01     -0.11     -0.12     -0.09     12.82      1.00
       mean_data_4[5]     -0.00      0.00     -0.00     -0.01      0.00     37.13      1.05
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03     -0.01     23.21      1.00
       mean_data_4[7]     -0.02      0.01     -0.02     -0.03      0.00     13.98      1.02
       mean_data_5[0]     -0.73      0.01     -0.73     -0.75     -0.72     34.72      0.99
       mean_data_5[1]      1.44      0.00      1.44      1.44      1.45     18.09      1.07
       mean_data_5[2]      1.07      0.01      1.07      1.06      1.08     22.66      1.06
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02     -0.00     14.47      1.00
       mean_data_5[4]      0.00      0.01      0.00     -0.00      0.01     25.11      0.99
       mean_data_5[5]      0.00      0.01      0.00     -0.01      0.01     12.60      1.02
       mean_data_5[6]     -0.01      0.00     -0.01     -0.02     -0.00     18.45      0.99
       mean_data_5[7]     -0.00      0.01     -0.00     -0.02      0.01     13.64      1.03
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     18.31      1.01
       mean_data_6[1]     -0.65      0.00     -0.65     -0.66     -0.64     48.54      0.99
       mean_data_6[2]      0.29      0.01      0.29      0.28      0.30     15.89      1.01
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.03     27.72      1.00
       mean_data_6[4]     -0.00      0.00     -0.00     -0.00      0.00     86.32      1.00
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.01     71.78      0.99
       mean_data_6[6]     -0.01      0.00     -0.01     -0.01     -0.00     45.02      0.99
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    102.15      1.00
                 mu_1      3.34      0.05      3.32      3.26      3.41      3.26      1.82
                 mu_2      2.43      0.03      2.43      2.38      2.47      5.31      1.08
                 mu_3      1.23      0.05      1.23      1.14      1.31      6.52      1.43
                 mu_4     -0.12      0.03     -0.13     -0.16     -0.05      5.70      1.12

Number of divergences: 0
