
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.07      0.43      0.33      0.54     38.41      1.02
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.10     36.52      1.01
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06    257.36      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    207.03      1.00
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03    205.21      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     75.95      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03    202.38      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     76.37      1.00
cov_eigen_values_2[0]      0.54      0.07      0.53      0.44      0.66     13.38      0.99
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.09    114.05      0.99
cov_eigen_values_2[2]      0.06      0.01      0.06      0.05      0.07    167.25      0.99
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05    237.65      1.00
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     99.62      1.00
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     28.33      1.04
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01    121.33      1.01
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     68.03      1.01
cov_eigen_values_3[0]      0.34      0.02      0.34      0.30      0.37     39.64      0.99
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.17    170.83      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    211.64      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    157.97      1.01
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.08    587.85      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06    169.86      1.02
cov_eigen_values_3[6]      0.07      0.01      0.07      0.06      0.08   1253.68      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.06      0.07  -1573.10      0.99
cov_eigen_values_4[0]      0.67      0.07      0.66      0.56      0.79     35.76      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09    155.17      1.02
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07    223.21      1.00
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06    323.88      1.00
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05    365.75      0.99
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04    317.91      1.00
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    149.90      0.99
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02    163.59      1.00
cov_eigen_values_5[0]      0.19      0.02      0.19      0.16      0.23     89.34      1.07
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.08    153.47      1.00
cov_eigen_values_5[2]      0.05      0.01      0.05      0.04      0.06    562.19      0.99
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    104.41      1.00
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02    124.75      1.00
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03    168.53      1.01
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05    195.53      1.00
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05    316.01      0.99
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.15    106.96      0.99
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05    263.74      0.99
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03    148.62      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02    150.67      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     75.95      1.01
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    193.13      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     47.37      1.02
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    161.64      1.00
