
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.50      0.04      0.51      0.43      0.55      2.73      2.40
cov_eigen_values_1[1]      0.10      0.03      0.09      0.06      0.14      5.33      1.23
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     50.20      1.01
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     49.04      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03     91.08      1.03
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    156.65      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     68.86      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02    172.25      0.99
cov_eigen_values_2[0]      0.49      0.03      0.50      0.43      0.53      3.12      1.92
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.08     12.28      1.01
cov_eigen_values_2[2]      0.07      0.01      0.06      0.05      0.08     13.00      1.02
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     17.85      1.05
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     49.38      0.99
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     95.47      1.01
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02    120.99      1.02
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01    101.63      0.99
cov_eigen_values_3[0]      0.34      0.02      0.34      0.31      0.37      7.39      1.03
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.17     20.12      1.22
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    127.09      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    186.15      0.99
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.09     58.72      1.01
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     56.52      1.09
cov_eigen_values_3[6]      0.07      0.01      0.07      0.06      0.08     59.31      1.03
cov_eigen_values_3[7]      0.06      0.00      0.06      0.06      0.07    107.00      1.03
cov_eigen_values_4[0]      0.64      0.04      0.64      0.57      0.70      3.26      2.14
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     42.84      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     90.49      1.01
cov_eigen_values_4[3]      0.06      0.01      0.06      0.05      0.07     40.52      1.00
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     60.57      0.99
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04    210.11      1.01
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    102.93      0.99
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02    492.12      0.99
cov_eigen_values_5[0]      0.20      0.02      0.19      0.16      0.22      6.39      1.11
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.08     25.81      1.10
cov_eigen_values_5[2]      0.06      0.01      0.06      0.04      0.06     31.69      1.07
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    118.73      0.99
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01     65.17      0.99
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03    126.11      1.00
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     46.26      1.01
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05     34.57      0.99
cov_eigen_values_6[0]      0.13      0.01      0.14      0.12      0.15     12.03      1.04
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     48.13      1.03
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03    145.35      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02    121.07      1.01
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     74.13      1.01
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    187.27      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     99.80      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    139.46      1.01
       mean_data_1[0]      3.74      0.03      3.74      3.71      3.79      3.43      1.76
       mean_data_1[1]      0.45      0.01      0.44      0.44      0.46      5.72      1.46
       mean_data_1[2]     -0.40      0.01     -0.40     -0.42     -0.39      5.70      0.99
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.16      6.05      1.02
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.01     22.28      0.99
       mean_data_1[5]      0.01      0.01      0.01     -0.00      0.03     34.17      1.00
       mean_data_1[6]      0.10      0.00      0.10      0.09      0.11      9.77      1.24
       mean_data_1[7]      0.00      0.01      0.00     -0.01      0.01     34.40      1.01
       mean_data_2[0]     -0.64      0.02     -0.65     -0.67     -0.60      3.46      1.78
       mean_data_2[1]      1.48      0.01      1.48      1.47      1.49     22.60      1.02
       mean_data_2[2]      1.00      0.01      1.00      0.99      1.02      7.47      1.74
       mean_data_2[3]     -0.00      0.01     -0.01     -0.01      0.01     24.19      1.00
       mean_data_2[4]      0.00      0.01      0.00     -0.01      0.02      7.61      1.69
       mean_data_2[5]     -0.00      0.01     -0.00     -0.02      0.02     14.18      1.13
       mean_data_2[6]     -0.00      0.00     -0.00     -0.01     -0.00     26.88      1.00
       mean_data_2[7]     -0.00      0.01     -0.00     -0.02      0.01     14.97      1.20
       mean_data_3[0]     -3.90      0.02     -3.90     -3.93     -3.87      5.33      1.48
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43      6.94      1.36
       mean_data_3[2]      0.10      0.01      0.10      0.09      0.11     12.47      1.13
       mean_data_3[3]      0.03      0.01      0.03      0.01      0.04     15.33      1.04
       mean_data_3[4]      0.03      0.02      0.03     -0.00      0.05      5.93      1.38
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01     25.91      1.00
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.01     13.13      1.11
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     52.21      1.01
       mean_data_4[0]      1.11      0.02      1.11      1.07      1.14      3.03      2.13
       mean_data_4[1]      0.54      0.00      0.54      0.53      0.55     15.44      1.00
       mean_data_4[2]     -0.54      0.01     -0.55     -0.56     -0.53     13.72      1.17
       mean_data_4[3]      0.01      0.01      0.01     -0.00      0.01     23.69      1.24
       mean_data_4[4]      0.05      0.01      0.05      0.03      0.06     33.34      1.01
       mean_data_4[5]     -0.01      0.01     -0.01     -0.03      0.00     18.58      1.19
       mean_data_4[6]     -0.04      0.01     -0.04     -0.05     -0.03     21.08      1.15
       mean_data_4[7]      0.01      0.00      0.01     -0.00      0.01     35.57      1.18
       mean_data_5[0]     -2.66      0.02     -2.67     -2.69     -2.64      6.66      1.18
       mean_data_5[1]     -0.02      0.01     -0.02     -0.03     -0.01     11.31      1.11
       mean_data_5[2]     -0.21      0.01     -0.21     -0.22     -0.20     11.97      1.06
       mean_data_5[3]     -0.10      0.01     -0.10     -0.11     -0.09     14.95      1.05
       mean_data_5[4]     -0.10      0.01     -0.10     -0.11     -0.09     26.53      1.02
       mean_data_5[5]      0.01      0.01      0.01      0.00      0.03     20.09      1.00
       mean_data_5[6]     -0.01      0.00     -0.01     -0.01     -0.00     51.61      1.00
       mean_data_5[7]     -0.02      0.01     -0.02     -0.03     -0.01     29.02      1.00
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.88     60.39      1.03
       mean_data_6[1]     -0.64      0.01     -0.64     -0.66     -0.62      5.65      1.24
       mean_data_6[2]      0.31      0.01      0.32      0.30      0.33      5.86      1.25
       mean_data_6[3]     -0.05      0.01     -0.05     -0.05     -0.04      6.41      1.24
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     80.74      1.01
       mean_data_6[5]     -0.00      0.00     -0.00     -0.01      0.00    106.19      1.00
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02     -0.00      6.62      1.18
       mean_data_6[7]     -0.00      0.00     -0.00     -0.00      0.00     67.18      1.01
                 mu_1      3.41      0.00      3.41      3.41      3.41     83.96      0.99
                 mu_2      2.77      0.01      2.77      2.77      2.77     14.93      1.07
                 mu_3      1.58      0.01      1.59      1.58      1.59     14.82      1.07
                 mu_4      0.24      0.03      0.25      0.25      0.25     15.11      1.06

Number of divergences: 0
