
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.03      0.00      0.03      0.02      0.03   5314.15      1.00
cov_eigen_values_1[1]      0.05      0.01      0.05      0.04      0.06   4773.48      1.00
cov_eigen_values_1[2]      0.11      0.01      0.11      0.09      0.12   4878.76      1.00
cov_eigen_values_2[0]      1.59      0.46      1.55      0.83      2.30   3086.77      1.00
cov_eigen_values_2[1]      0.88      0.46      0.83      0.17      1.59   2229.14      1.00
cov_eigen_values_2[2]      0.53      0.81      0.67     -1.00      1.68     17.58      1.30
cov_eigen_values_3[0]      0.66      0.04      0.65      0.59      0.72   5016.79      1.00
cov_eigen_values_3[1]      0.08      0.00      0.08      0.07      0.09   6074.27      1.00
cov_eigen_values_3[2]      0.05      0.00      0.05      0.04      0.05   7219.47      1.00
cov_eigen_values_4[0]      0.24      0.03      0.23      0.19      0.28   3613.01      1.00
cov_eigen_values_4[1]      0.06      0.01      0.06      0.05      0.08   4500.46      1.00
cov_eigen_values_4[2]      0.04      0.01      0.04      0.04      0.05   4348.24      1.00
cov_eigen_values_5[0]      0.99      0.10      0.99      0.82      1.15   4043.82      1.00
cov_eigen_values_5[1]      0.27      0.03      0.27      0.23      0.32   3656.71      1.00
cov_eigen_values_5[2]      0.11      0.01      0.11      0.09      0.13   4746.87      1.00
cov_eigen_values_6[0]      0.04      0.01      0.04      0.03      0.05   3531.30      1.00
cov_eigen_values_6[1]      0.49      0.07      0.48      0.36      0.60   3676.81      1.00
cov_eigen_values_6[2]      0.26      0.04      0.25      0.20      0.32   3792.68      1.00
       mean_data_1[0]      6.87      0.00      6.87      6.86      6.88   5740.40      1.00
       mean_data_1[1]     -0.65      0.01     -0.65     -0.66     -0.63   3814.80      1.00
       mean_data_1[2]      0.31      0.01      0.31      0.29      0.33   3775.11      1.00
       mean_data_2[0]      1.39      5.14      1.24     -6.98      9.65   3180.40      1.00
       mean_data_2[1]     -0.70      2.71     -0.65     -5.07      3.65   2422.62      1.00
       mean_data_2[2]      0.23      2.67      0.28     -4.10      4.63   2706.20      1.00
       mean_data_3[0]     -3.54      0.05     -3.54     -3.62     -3.46   1735.71      1.00
       mean_data_3[1]     -0.32      0.02     -0.32     -0.35     -0.28   1754.48      1.00
       mean_data_3[2]      0.01      0.02      0.01     -0.02      0.04   1755.04      1.00
       mean_data_4[0]      0.66      0.04      0.66      0.60      0.72   2355.75      1.00
       mean_data_4[1]      0.54      0.01      0.54      0.52      0.56   2383.50      1.00
       mean_data_4[2]     -0.59      0.01     -0.59     -0.60     -0.57   2551.64      1.00
       mean_data_5[0]      2.98      0.14      2.98      2.74      3.21   2894.35      1.00
       mean_data_5[1]      0.48      0.03      0.48      0.42      0.53   3029.59      1.00
       mean_data_5[2]     -0.43      0.04     -0.43     -0.50     -0.36   2195.20      1.00
       mean_data_6[0]     -0.68      0.09     -0.68     -0.81     -0.54   2710.18      1.00
       mean_data_6[1]      1.48      0.04      1.48      1.41      1.55   2116.50      1.00
       mean_data_6[2]      1.02      0.06      1.02      0.91      1.12   1954.88      1.00
                 mu_1      3.16      0.02      3.16      3.13      3.19   3386.52      1.00
                 mu_2      2.92      0.02      2.91      2.88      2.95   3940.52      1.00
                 mu_3      1.19      0.03      1.20      1.15      1.23   2102.58      1.00
                 mu_4     -0.08      0.05     -0.08     -0.16     -0.01   2176.17      1.00

Number of divergences: 486
