
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.46      0.06      0.47      0.35      0.53      3.85      1.54
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.10     35.05      1.05
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     19.53      1.01
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     21.38      1.00
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03     42.39      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    139.78      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     52.59      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    125.12      1.00
cov_eigen_values_2[0]      0.53      0.10      0.52      0.40      0.68     13.35      1.02
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.08     17.02      1.06
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.09     14.82      1.17
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     29.19      1.01
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     20.18      1.00
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00    123.73      1.00
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01     80.41      1.01
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     84.84      1.01
cov_eigen_values_3[0]      0.33      0.03      0.33      0.30      0.37     19.54      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.13      0.16     15.04      1.18
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    169.24      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     79.52      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     24.84      1.11
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     54.92      1.00
cov_eigen_values_3[6]      0.06      0.00      0.06      0.06      0.07     34.76      1.04
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.07     45.26      0.99
cov_eigen_values_4[0]      0.70      0.08      0.68      0.59      0.84     13.87      1.10
cov_eigen_values_4[1]      0.07      0.01      0.07      0.07      0.09     34.59      0.99
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     26.87      1.12
cov_eigen_values_4[3]      0.06      0.00      0.06      0.05      0.06     28.38      1.04
cov_eigen_values_4[4]      0.05      0.00      0.05      0.04      0.05     28.26      1.00
cov_eigen_values_4[5]      0.04      0.00      0.04      0.03      0.04     48.10      1.05
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    121.60      1.00
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02    102.78      1.01
cov_eigen_values_5[0]      0.24      0.02      0.24      0.20      0.27     18.74      1.00
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.08     25.24      1.03
cov_eigen_values_5[2]      0.05      0.00      0.05      0.04      0.06     54.39      1.05
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    149.02      0.99
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.02    127.69      1.01
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     41.20      0.99
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     42.60      0.99
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05     33.91      1.10
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.16     61.65      1.00
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     56.18      1.01
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03     35.25      1.01
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     73.47      1.02
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    121.19      1.00
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01     73.05      1.01
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    118.63      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    208.52      1.00
       mean_data_1[0]      3.87      0.05      3.87      3.80      3.94      5.10      1.00
       mean_data_1[1]      0.42      0.01      0.42      0.41      0.44     13.76      1.03
       mean_data_1[2]     -0.39      0.01     -0.39     -0.41     -0.37      9.70      0.99
       mean_data_1[3]      0.15      0.01      0.15      0.13      0.16     20.44      1.01
       mean_data_1[4]     -0.04      0.01     -0.04     -0.06     -0.03     18.02      1.01
       mean_data_1[5]      0.02      0.01      0.02      0.01      0.04     16.78      1.09
       mean_data_1[6]      0.10      0.00      0.11      0.10      0.11     21.04      0.99
       mean_data_1[7]      0.01      0.00      0.01      0.00      0.02     24.67      0.99
       mean_data_2[0]     -0.68      0.06     -0.68     -0.77     -0.58      5.75      1.54
       mean_data_2[1]      1.48      0.01      1.48      1.46      1.49     16.64      1.11
       mean_data_2[2]      1.01      0.01      1.01      0.99      1.03      6.58      1.43
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.00      8.47      1.15
       mean_data_2[4]     -0.00      0.01      0.00     -0.02      0.01      9.58      1.07
       mean_data_2[5]      0.00      0.01      0.00     -0.01      0.02     40.72      1.03
       mean_data_2[6]     -0.01      0.00     -0.01     -0.01     -0.00     15.47      1.15
       mean_data_2[7]      0.00      0.01      0.00     -0.02      0.02     14.23      0.99
       mean_data_3[0]     -3.92      0.01     -3.92     -3.94     -3.90     11.74      0.99
       mean_data_3[1]     -0.45      0.01     -0.45     -0.46     -0.44     17.56      0.99
       mean_data_3[2]      0.11      0.01      0.11      0.10      0.12     13.07      1.01
       mean_data_3[3]      0.03      0.02      0.03      0.00      0.06     14.83      1.09
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.05     13.86      1.29
       mean_data_3[5]      0.00      0.01      0.00     -0.01      0.01     41.40      1.01
       mean_data_3[6]      0.01      0.00      0.01      0.01      0.01     34.72      1.13
       mean_data_3[7]      0.00      0.01      0.00     -0.00      0.01     42.02      1.06
       mean_data_4[0]      1.07      0.08      1.07      0.95      1.21     12.10      1.03
       mean_data_4[1]      0.54      0.00      0.54      0.53      0.55     45.47      1.01
       mean_data_4[2]     -0.55      0.01     -0.55     -0.56     -0.53      8.99      1.05
       mean_data_4[3]      0.00      0.01     -0.00     -0.02      0.02     13.66      1.01
       mean_data_4[4]      0.05      0.01      0.05      0.04      0.06     29.68      1.00
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.00     20.33      1.16
       mean_data_4[6]     -0.04      0.01     -0.04     -0.05     -0.03     11.03      1.07
       mean_data_4[7]      0.01      0.01      0.01     -0.00      0.02     26.27      1.05
       mean_data_5[0]     -2.71      0.03     -2.70     -2.76     -2.68     18.00      0.99
       mean_data_5[1]     -0.03      0.01     -0.04     -0.05     -0.02     22.69      0.99
