
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.00      0.43      0.43      0.43      7.32      1.17
cov_eigen_values_1[1]      0.08      0.00      0.08      0.08      0.08      9.10      1.12
cov_eigen_values_1[2]      0.06      0.00      0.06      0.06      0.06      5.36      1.26
cov_eigen_values_1[3]      0.03      0.00      0.03      0.03      0.03     11.71      1.07
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.02      5.95      1.21
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     34.33      1.02
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.02     28.36      1.00
cov_eigen_values_1[7]      0.02      0.00      0.02      0.02      0.02     38.37      1.01
cov_eigen_values_2[0]      0.52      0.00      0.52      0.52      0.52      5.26      1.25
cov_eigen_values_2[1]      0.07      0.00      0.07      0.07      0.07     20.28      1.09
cov_eigen_values_2[2]      0.06      0.00      0.06      0.06      0.06      8.41      1.14
cov_eigen_values_2[3]      0.04      0.00      0.04      0.04      0.04     11.55      1.06
cov_eigen_values_2[4]      0.03      0.00      0.03      0.03      0.03     13.58      1.10
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     15.25      1.07
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01     29.03      1.00
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     12.33      1.07
cov_eigen_values_3[0]      0.33      0.00      0.33      0.33      0.33     13.44      1.08
cov_eigen_values_3[1]      0.15      0.00      0.15      0.15      0.15     13.12      1.07
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     17.04      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02      6.97      1.18
cov_eigen_values_3[4]      0.08      0.00      0.08      0.08      0.08     20.31      1.05
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.05      8.44      1.15
cov_eigen_values_3[6]      0.07      0.00      0.07      0.07      0.07     27.04      1.07
cov_eigen_values_3[7]      0.07      0.00      0.07      0.07      0.07     22.13      0.99
cov_eigen_values_4[0]      0.66      0.00      0.66      0.66      0.66      9.99      1.11
cov_eigen_values_4[1]      0.08      0.00      0.08      0.08      0.08     12.02      1.13
cov_eigen_values_4[2]      0.06      0.00      0.06      0.06      0.06     21.22      1.01
cov_eigen_values_4[3]      0.06      0.00      0.06      0.06      0.06     17.13      1.01
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.04      6.99      1.19
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.03      6.00      1.21
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     16.11      1.06
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     23.21      1.00
cov_eigen_values_5[0]      0.22      0.00      0.22      0.22      0.22      8.25      1.16
cov_eigen_values_5[1]      0.07      0.00      0.07      0.07      0.07      5.96      1.22
cov_eigen_values_5[2]      0.05      0.00      0.05      0.05      0.05      9.78      1.11
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00     39.47      1.03
