,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,88267083,1e-05
1,20.0,0.0,-12.09118596472814,88267083,1e-05
2,30.0,0.0,-1.0,88267083,1e-05
3,0.0,0.0,-39.0,70319982,1e-05
4,20.0,0.0,-40.295192819926875,70319982,1e-05
5,40.0,0.0,-15.999999999999993,70319982,1e-05
6,0.0,0.0,-61.0,17715674,1e-05
7,20.0,0.0,-52.44087848188338,17715674,1e-05
8,60.0,0.0,-27.0,17715674,1e-05
9,0.0,0.0,-72.0,9430968,1e-05
10,30.0,0.0,-55.5,9430968,1e-05
11,60.0,0.0,-39.0,9430968,1e-05
12,20.0,0.0,-76.16788390731877,15286022,1e-05
13,60.0,0.0,-52.0,15286022,1e-05
14,70.0,0.0,-77.0,94417360,1e-05
15,80.0,0.0,-71.0,94417360,1e-05
