
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.46      0.05      0.46      0.38      0.53      3.10      2.04
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     17.66      1.04
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     13.90      1.07
cov_eigen_values_1[3]      0.03      0.01      0.03      0.03      0.05     41.72      1.01
cov_eigen_values_1[4]      0.02      0.01      0.02      0.02      0.03     15.58      1.06
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     81.81      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     79.93      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    111.53      1.01
cov_eigen_values_2[0]      0.56      0.08      0.54      0.43      0.69     11.99      0.99
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.08     17.92      1.09
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08      9.77      1.01
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     17.54      1.18
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     27.58      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    187.10      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    128.70      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04     68.83      1.02
cov_eigen_values_3[0]      0.33      0.03      0.33      0.28      0.37      6.63      1.04
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     15.37      1.10
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    100.80      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    232.38      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     28.16      1.07
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     40.85      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.08     18.68      1.06
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     33.23      1.00
cov_eigen_values_4[0]      0.19      0.03      0.18      0.15      0.24      7.22      1.48
cov_eigen_values_4[1]      0.09      0.01      0.09      0.07      0.11     10.05      1.34
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     20.57      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     52.79      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    116.58      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     96.24      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    110.54      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    138.12      0.99
cov_eigen_values_5[0]      0.61      0.04      0.60      0.52      0.65      5.00      1.59
cov_eigen_values_5[1]      0.08      0.01      0.08      0.07      0.10     16.16      1.03
cov_eigen_values_5[2]      0.08      0.01      0.08      0.06      0.10     11.96      1.21
cov_eigen_values_5[3]      0.04      0.01      0.04      0.02      0.05     28.37      1.04
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     26.70      1.07
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     55.03      1.02
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    122.30      1.00
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00     49.54      1.00
cov_eigen_values_6[0]      0.14      0.02      0.14      0.12      0.17      5.69      1.01
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     23.96      1.20
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    144.10      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    184.13      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    163.81      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    135.83      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     59.15      1.07
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     79.50      0.99
       mean_data_1[0]      3.71      0.09      3.72      3.58      3.84      2.64      2.39
       mean_data_1[1]      0.47      0.02      0.46      0.45      0.49      2.88      2.37
       mean_data_1[2]     -0.37      0.01     -0.38     -0.39     -0.35      6.23      1.24
       mean_data_1[3]      0.13      0.01      0.13      0.11      0.14     15.35      1.02
       mean_data_1[4]     -0.02      0.01     -0.02     -0.04     -0.01      5.51      1.49
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     46.92      0.99
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07      4.88      1.56
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     24.23      1.01
       mean_data_2[0]      1.09      0.09      1.08      0.93      1.24      6.36      1.25
       mean_data_2[1]      0.56      0.01      0.55      0.54      0.57      7.23      1.41
       mean_data_2[2]     -0.52      0.01     -0.52     -0.54     -0.51     16.77      1.05
       mean_data_2[3]      0.01      0.01      0.00     -0.01      0.02      5.78      1.49
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06     15.02      1.04
       mean_data_2[5]      0.04      0.01      0.05      0.02      0.06      7.64      1.56
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     13.38      0.99
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     17.55      1.16
       mean_data_3[0]     -3.93      0.01     -3.92     -3.95     -3.90     10.48      1.20
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43     15.00      1.10
       mean_data_3[2]      0.10      0.01      0.10      0.09      0.11     19.94      1.05
       mean_data_3[3]      0.02      0.02      0.02     -0.01      0.05     15.04      1.00
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.05      9.80      1.27
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01     34.15      1.02
       mean_data_3[6]      0.01      0.01      0.01      0.00      0.02     26.20      1.09
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     27.64      1.00
       mean_data_4[0]     -2.70      0.02     -2.70     -2.73     -2.68      9.12      1.14
       mean_data_4[1]     -0.03      0.01     -0.03     -0.04     -0.02     11.24      1.06
       mean_data_4[2]     -0.20      0.01     -0.20     -0.21     -0.19     33.92      1.06
       mean_data_4[3]     -0.09      0.00     -0.09     -0.09     -0.08     35.38      1.04
       mean_data_4[4]     -0.11      0.01     -0.11     -0.12     -0.09     12.14      1.00
       mean_data_4[5]     -0.00      0.01     -0.00     -0.01      0.01      9.02      1.04
       mean_data_4[6]     -0.01      0.01     -0.01     -0.03      0.00      9.41      1.01
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02      0.00     25.54      0.99
       mean_data_5[0]     -0.68      0.09     -0.70     -0.78     -0.55      2.51      2.60
       mean_data_5[1]      1.45      0.01      1.45      1.44      1.46      3.26      2.04
       mean_data_5[2]      1.06      0.02      1.07      1.04      1.08      2.84      2.07
       mean_data_5[3]     -0.01      0.01     -0.01     -0.01      0.00     29.42      1.00
       mean_data_5[4]     -0.00      0.02     -0.01     -0.03      0.03      3.19      1.94
       mean_data_5[5]      0.02      0.01      0.02     -0.00      0.04      8.72      1.24
       mean_data_5[6]      0.01      0.01      0.01     -0.01      0.02     11.44      1.09
       mean_data_5[7]     -0.01      0.01     -0.01     -0.03      0.01     14.42      1.00
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     44.70      1.03
       mean_data_6[1]     -0.65      0.01     -0.65     -0.68     -0.64      8.80      1.00
       mean_data_6[2]      0.29      0.01      0.29      0.27      0.31     11.45      0.99
       mean_data_6[3]     -0.04      0.01     -0.04     -0.05     -0.03      9.63      0.99
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     75.39      1.01
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.02     16.74      0.99
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02     -0.00      9.85      1.00
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.00     88.98      0.99
                 mu_1      3.18      0.08      3.17      3.05      3.31      4.87      1.76
                 mu_2      2.89      0.05      2.88      2.84      2.96     66.26      1.00
                 mu_3      1.68      0.01      1.68      1.66      1.70    213.49      1.00
                 mu_4      0.23      0.11      0.23      0.09      0.40      2.73      2.80

Number of divergences: 1
