
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.29      0.12      0.33      0.05      0.40      2.73      3.32
cov_eigen_values_1[1]      0.07      0.01      0.07      0.05      0.09      4.31      1.52
cov_eigen_values_1[2]      0.11      0.01      0.11      0.09      0.13   5785.32      1.00
cov_eigen_values_2[0]      5.23      1.02      5.15      3.66      6.83    121.03      1.03
cov_eigen_values_2[1]      0.32      0.06      0.31      0.22      0.42    259.57      1.02
cov_eigen_values_2[2]      0.23      0.05      0.23      0.13      0.32      5.78      1.32
cov_eigen_values_3[0]      0.94      0.15      0.98      0.63      1.12      3.10      2.21
cov_eigen_values_3[1]      0.23      0.03      0.23      0.16      0.27      3.22      2.06
cov_eigen_values_3[2]      0.05      0.00      0.05      0.05      0.06     48.69      1.04
cov_eigen_values_4[0]      2.06      0.57      2.22      0.89      2.63      2.88      2.68
cov_eigen_values_4[1]      0.36      0.14      0.41      0.08      0.48      2.71      3.45
cov_eigen_values_4[2]      0.07      0.01      0.07      0.05      0.08      5.68      1.32
cov_eigen_values_5[0]      1.61      0.29      1.54      1.22      2.07      4.61      1.47
cov_eigen_values_5[1]      0.31      0.05      0.31      0.22      0.38      5.16      1.38
cov_eigen_values_5[2]      0.42      0.08      0.40      0.31      0.56      3.71      1.72
cov_eigen_values_6[0]      0.62      0.09      0.61      0.46      0.75     16.58      1.10
cov_eigen_values_6[1]      1.52      0.22      1.51      1.16      1.85    463.80      1.02
cov_eigen_values_6[2]      0.98      0.15      0.98      0.74      1.21     15.35      1.10
       mean_data_1[0]      6.86      0.05      6.87      6.78      6.94   4216.23      1.00
       mean_data_1[1]     -0.64      0.01     -0.64     -0.67     -0.62   5010.59      1.00
       mean_data_1[2]      0.31      0.02      0.31      0.28      0.34   5124.56      1.00
       mean_data_2[0]      0.89      2.50      0.14     -2.34      5.62      3.23      2.06
       mean_data_2[1]     -0.48      0.09     -0.47     -0.66     -0.36      3.88      1.64
       mean_data_2[2]      0.15      0.13      0.14     -0.05      0.36     14.73      1.11
       mean_data_3[0]     -3.44      0.11     -3.43     -3.63     -3.26      5.51      1.35
       mean_data_3[1]     -0.30      0.04     -0.30     -0.37     -0.23     12.20      1.14
       mean_data_3[2]     -0.00      0.04     -0.00     -0.06      0.06     21.37      1.08
       mean_data_4[0]     -1.01      1.22     -0.52     -3.49      0.02      2.62      4.52
       mean_data_4[1]      0.16      0.24      0.24     -0.32      0.41      2.91      2.62
       mean_data_4[2]     -0.31      0.16     -0.37     -0.48      0.02      2.88      2.70
       mean_data_5[0]      2.04      0.97      2.43      0.16      2.99      2.67      3.87
       mean_data_5[1]      0.53      0.07      0.54      0.42      0.65     10.00      1.16
       mean_data_5[2]     -0.35      0.07     -0.35     -0.47     -0.23   5141.29      1.00
       mean_data_6[0]      0.34      0.66      0.12     -0.32      1.72      2.85      2.75
       mean_data_6[1]      1.18      0.26      1.23      0.70      1.53      3.76      1.69
       mean_data_6[2]      0.58      0.36      0.67     -0.11      1.07      3.35      1.94
                 mu_1      3.17      0.01      3.17      3.15      3.19     28.02      1.06
                 mu_2      2.93      0.03      2.92      2.89      2.99      3.41      1.89
                 mu_3      1.35      0.18      1.26      1.22      1.72      2.55      7.03
                 mu_4      0.14      0.31     -0.00     -0.07      0.79      2.52     10.17

Number of divergences: 0
