
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.47      0.09      0.45      0.32      0.60      6.51      1.41
cov_eigen_values_1[1]      0.09      0.01      0.08      0.06      0.11     59.03      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     13.77      1.08
cov_eigen_values_1[3]      0.03      0.01      0.03      0.03      0.04    110.89      1.00
cov_eigen_values_1[4]      0.02      0.01      0.02      0.02      0.03     85.47      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     90.88      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    171.80      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    109.96      1.00
cov_eigen_values_2[0]      0.59      0.06      0.60      0.45      0.67     10.20      0.99
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     84.18      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     49.26      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.07     89.85      1.01
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    123.99      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    142.43      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    182.97      1.01
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    240.64      0.99
cov_eigen_values_3[0]      0.33      0.03      0.33      0.29      0.37     11.87      1.09
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     39.61      0.99
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    138.32      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    131.74      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.09     61.20      1.02
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    197.63      1.00
cov_eigen_values_3[6]      0.07      0.01      0.06      0.06      0.07     60.92      1.01
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    118.55      1.04
cov_eigen_values_4[0]      0.21      0.03      0.20      0.15      0.25     13.60      1.03
cov_eigen_values_4[1]      0.09      0.02      0.08      0.06      0.12     18.71      1.13
cov_eigen_values_4[2]      0.06      0.01      0.05      0.04      0.07     24.15      0.99
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05    127.89      1.02
cov_eigen_values_4[4]      0.03      0.01      0.02      0.02      0.03     83.21      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    125.31      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    219.97      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    107.50      1.01
cov_eigen_values_5[0]      0.55      0.09      0.54      0.42      0.67     23.39      1.11
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.10     23.55      1.00
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     68.01      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05    136.47      0.99
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.03     71.26      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     50.96      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     85.84      1.00
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00     92.96      1.00
cov_eigen_values_6[0]      0.14      0.02      0.13      0.11      0.16     31.95      1.01
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05    165.47      1.00
