
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.03      0.45      0.39      0.50      6.25      1.16
cov_eigen_values_1[1]      0.08      0.01      0.07      0.06      0.09     15.44      1.03
cov_eigen_values_1[2]      0.05      0.01      0.04      0.03      0.05     18.50      1.09
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.04     27.65      1.01
cov_eigen_values_1[4]      0.02      0.01      0.02      0.02      0.03     21.22      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     74.25      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     62.18      1.01
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    171.86      1.00
cov_eigen_values_2[0]      0.56      0.03      0.57      0.50      0.59      3.44      1.69
cov_eigen_values_2[1]      0.08      0.01      0.07      0.06      0.10     10.81      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08      9.38      1.27
cov_eigen_values_2[3]      0.05      0.00      0.05      0.04      0.06     40.48      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     16.90      1.06
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     68.52      1.05
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    111.51      1.02
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     41.12      1.07
cov_eigen_values_3[0]      0.30      0.02      0.30      0.27      0.33      5.60      1.04
cov_eigen_values_3[1]      0.14      0.01      0.13      0.12      0.16     10.62      1.19
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    156.04      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    159.93      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     14.61      1.04
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     81.64      1.03
cov_eigen_values_3[6]      0.06      0.00      0.06      0.06      0.07     20.97      1.12
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.07     37.62      1.08
cov_eigen_values_4[0]      0.21      0.02      0.21      0.18      0.25      4.72      1.83
cov_eigen_values_4[1]      0.09      0.01      0.08      0.07      0.11      8.28      1.06
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     20.97      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     19.19      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     93.09      1.01
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     53.05      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     93.80      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    315.37      0.99
cov_eigen_values_5[0]      0.55      0.04      0.55      0.50      0.62      2.68      2.69
cov_eigen_values_5[1]      0.09      0.02      0.08      0.06      0.13      4.68      1.54
cov_eigen_values_5[2]      0.07      0.02      0.08      0.05      0.10      4.73      1.17
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     23.87      0.99
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.03     43.99      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     73.23      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     65.63      0.99
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    187.35      0.99
cov_eigen_values_6[0]      0.13      0.02      0.13      0.11      0.17     15.08      1.08
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     36.93      1.03
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     55.09      1.04
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    126.38      1.01
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    230.53      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     94.08      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    101.35      1.03
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     91.62      1.00
       mean_data_1[0]      3.78      0.07      3.81      3.68      3.86      3.57      2.11
       mean_data_1[1]      0.45      0.01      0.45      0.44      0.46      9.33      1.30
       mean_data_1[2]     -0.38      0.02     -0.37     -0.41     -0.35      3.66      1.91
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.15      5.21      1.38
       mean_data_1[4]     -0.04      0.01     -0.04     -0.05     -0.02     14.81      1.04
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     31.27      1.00
       mean_data_1[6]      0.07      0.01      0.07      0.06      0.08     15.74      1.17
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     26.20      1.04
       mean_data_2[0]      1.08      0.03      1.07      1.04      1.13      5.51      1.43
       mean_data_2[1]      0.56      0.01      0.56      0.55      0.57     19.50      1.13
       mean_data_2[2]     -0.53      0.01     -0.52     -0.54     -0.51      8.14      1.21
       mean_data_2[3]      0.00      0.01     -0.00     -0.01      0.01     18.12      1.02
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.06     15.10      1.09
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     24.50      0.99
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     20.18      1.03
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     16.26      1.04
       mean_data_3[0]     -3.91      0.01     -3.91     -3.93     -3.89     14.17      1.16
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43     14.12      1.36
       mean_data_3[2]      0.09      0.01      0.09      0.09      0.10     21.70      1.00
       mean_data_3[3]      0.02      0.02      0.02     -0.01      0.04      9.06      1.27
       mean_data_3[4]      0.02      0.01      0.02      0.01      0.04     15.06      1.02
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.01     23.32      1.03
       mean_data_3[6]      0.01      0.01      0.01      0.00      0.02     13.64      1.18
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     12.09      1.16
       mean_data_4[0]     -2.71      0.02     -2.71     -2.75     -2.68      4.38      1.12
       mean_data_4[1]     -0.04      0.01     -0.04     -0.05     -0.02      6.03      1.07
       mean_data_4[2]     -0.20      0.01     -0.20     -0.22     -0.19      5.55      1.14
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.08      7.08      1.06
       mean_data_4[4]     -0.10      0.01     -0.10     -0.11     -0.08     11.99      1.00
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.00     10.93      1.00
       mean_data_4[6]     -0.02      0.01     -0.02     -0.04     -0.01     11.93      1.00
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02      0.01     12.63      1.07
       mean_data_5[0]     -0.70      0.06     -0.68     -0.79     -0.58      3.48      1.66
       mean_data_5[1]      1.45      0.01      1.45      1.44      1.46      5.86      1.44
       mean_data_5[2]      1.07      0.01      1.07      1.05      1.09      4.64      1.34
       mean_data_5[3]     -0.00      0.01     -0.00     -0.02      0.01     15.12      1.09
