
                         mean       std    median      5.0%     95.0%     n_eff     r_hat
     mean_data_1[0]     -2.11      0.06     -2.11     -2.20     -2.02    180.43      1.00
     mean_data_1[1]     -0.52      0.07     -0.53     -0.65     -0.42    156.18      1.00
     mean_data_1[2]      0.05      0.06      0.05     -0.05      0.13    125.04      0.99
     mean_data_1[3]     -0.02      0.08     -0.02     -0.15      0.11    310.05      1.00
     mean_data_1[4]      0.01      0.06      0.01     -0.08      0.11    339.49      0.99
     mean_data_1[5]     -0.00      0.06     -0.00     -0.11      0.11     56.92      1.03
     mean_data_1[6]     -0.01      0.06     -0.01     -0.09      0.10    113.83      1.00
     mean_data_1[7]     -0.00      0.06     -0.00     -0.12      0.09    239.96      0.99
     mean_data_2[0]      4.00      0.12      4.01      3.77      4.15    109.24      1.00
     mean_data_2[1]     -2.65      0.15     -2.66     -2.91     -2.44     95.52      1.02
     mean_data_2[2]     -0.02      0.17     -0.02     -0.26      0.31    165.84      0.99
     mean_data_2[3]      0.10      0.12      0.10     -0.10      0.27    213.23      1.00
     mean_data_2[4]      0.04      0.16      0.01     -0.23      0.28     79.85      1.00
     mean_data_2[5]     -0.01      0.16     -0.01     -0.26      0.28    167.50      0.99
     mean_data_2[6]     -0.02      0.13     -0.03     -0.23      0.19    242.47      0.99
     mean_data_2[7]      0.01      0.12     -0.00     -0.18      0.20    129.99      1.00
     mean_data_3[0]      1.78      0.11      1.77      1.64      1.99    116.95      1.01
     mean_data_3[1]      3.64      0.13      3.66      3.45      3.84     62.41      1.00
     mean_data_3[2]     -0.06      0.20     -0.05     -0.37      0.29    141.22      0.99
     mean_data_3[3]     -0.02      0.13     -0.03     -0.21      0.19    102.54      1.00
     mean_data_3[4]     -0.04      0.14     -0.03     -0.25      0.18     57.68      1.00
     mean_data_3[5]     -0.01      0.13     -0.03     -0.20      0.20    162.31      1.00
     mean_data_3[6]      0.00      0.13     -0.00     -0.22      0.21     59.63      1.00
     mean_data_3[7]      0.02      0.12      0.02     -0.17      0.21    187.56      1.02
               mu_1      0.01      0.00      0.01      0.00      0.01    143.86      0.99
               mu_2     -0.00      0.00     -0.00     -0.01      0.00     95.48      1.04
 upper_tri_cov_1[0]     -0.63      0.10     -0.63     -0.79     -0.48    345.35      0.99
 upper_tri_cov_1[1]     -0.02      0.09     -0.02     -0.20      0.12    145.10      0.99
 upper_tri_cov_1[2]     -0.00      0.09     -0.01     -0.15      0.13    129.25      0.99
 upper_tri_cov_1[3]     -0.09      0.08     -0.09     -0.23      0.03     81.47      1.00
 upper_tri_cov_1[4]      0.03      0.11      0.03     -0.11      0.22    232.06      0.99
 upper_tri_cov_1[5]     -0.04      0.10     -0.03     -0.21      0.11    202.04      0.99
 upper_tri_cov_1[6]     -0.04      0.08     -0.03     -0.18      0.07    226.00      1.00
 upper_tri_cov_1[7]      0.03      0.09      0.02     -0.12      0.16    226.97      0.99
 upper_tri_cov_1[8]     -0.62      0.10     -0.63     -0.76     -0.46    225.89      1.00
 upper_tri_cov_1[9]     -0.04      0.10     -0.03     -0.21      0.11    130.59      1.00
upper_tri_cov_1[10]      0.05      0.08      0.04     -0.05      0.19    122.32      1.00
upper_tri_cov_1[11]     -0.08      0.09     -0.08     -0.22      0.07    143.82      1.01
upper_tri_cov_1[12]     -0.02      0.12     -0.02     -0.20      0.19    110.43      1.05
upper_tri_cov_1[13]     -0.04      0.11     -0.05     -0.20      0.11    196.83      1.00
upper_tri_cov_1[14]     -0.02      0.09     -0.02     -0.17      0.12    142.68      1.00
upper_tri_cov_1[15]     -0.65      0.09     -0.65     -0.77     -0.50    342.05      0.99
upper_tri_cov_1[16]     -0.12      0.08     -0.12     -0.26     -0.01    184.98      1.00
upper_tri_cov_1[17]      0.04      0.09      0.04     -0.13      0.17    159.79      0.99
upper_tri_cov_1[18]     -0.02      0.09     -0.02     -0.16      0.12    181.23      0.99
upper_tri_cov_1[19]      0.04      0.10      0.04     -0.11      0.22    196.76      1.01
upper_tri_cov_1[20]     -0.01      0.10     -0.02     -0.15      0.18    172.04      1.00
upper_tri_cov_1[21]     -0.19      0.08     -0.18     -0.33     -0.07     57.46      1.01
upper_tri_cov_1[22]     -0.21      0.07     -0.22     -0.31     -0.11    207.63      1.00
upper_tri_cov_1[23]      0.16      0.07      0.16      0.03      0.25    220.51      0.99
upper_tri_cov_1[24]     -0.00      0.09     -0.00     -0.12      0.14    121.47      1.04
upper_tri_cov_1[25]      0.03      0.08      0.02     -0.09      0.16    105.97      1.03
upper_tri_cov_1[26]     -0.61      0.10     -0.61     -0.78     -0.48    224.02      1.00
upper_tri_cov_1[27]     -0.01      0.11     -0.01     -0.15      0.17    114.80      1.01
upper_tri_cov_1[28]      0.02      0.09      0.02     -0.11      0.20    116.26      1.02
upper_tri_cov_1[29]     -0.02      0.10     -0.03     -0.20      0.13    307.61      1.01
upper_tri_cov_1[30]     -0.61      0.10     -0.62     -0.76     -0.48    105.96      0.99
upper_tri_cov_1[31]      0.02      0.10      0.01     -0.12      0.17     96.01      1.02
upper_tri_cov_1[32]     -0.02      0.10     -0.02     -0.22      0.11     93.54      1.01
upper_tri_cov_1[33]     -0.61      0.09     -0.61     -0.76     -0.47    259.15      0.99
upper_tri_cov_1[34]      0.03      0.09      0.03     -0.09      0.17    183.27      0.99
upper_tri_cov_1[35]     -0.65      0.09     -0.65     -0.83     -0.53    122.33      1.01
 upper_tri_cov_2[0]     -0.11      0.08     -0.11     -0.24      0.02    106.39      1.01
 upper_tri_cov_2[1]      0.07      0.11      0.06     -0.10      0.24    308.39      0.99
 upper_tri_cov_2[2]      0.00      0.08      0.01     -0.12      0.14    278.09      1.00
 upper_tri_cov_2[3]     -0.09      0.08     -0.10     -0.23      0.03     82.00      1.01
 upper_tri_cov_2[4]     -0.03      0.09     -0.03     -0.15      0.14    308.30      1.00
 upper_tri_cov_2[5]     -0.01      0.10     -0.01     -0.16      0.14     30.30      1.13
 upper_tri_cov_2[6]     -0.02      0.10     -0.02     -0.20      0.12    115.27      0.99
 upper_tri_cov_2[7]     -0.05      0.09     -0.05     -0.23      0.08    163.26      1.00
 upper_tri_cov_2[8]     -0.17      0.10     -0.17     -0.36     -0.03    266.70      1.00
 upper_tri_cov_2[9]      0.06      0.10      0.07     -0.11      0.21    111.34      0.99
upper_tri_cov_2[10]      0.06      0.08      0.06     -0.08      0.18    228.67      1.00
upper_tri_cov_2[11]      0.15      0.09      0.14      0.02      0.31    152.32      1.01
upper_tri_cov_2[12]      0.01      0.09      0.01     -0.14      0.17    167.92      0.99
upper_tri_cov_2[13]     -0.02      0.10     -0.01     -0.15      0.16    185.83      1.00
upper_tri_cov_2[14]     -0.01      0.09     -0.02     -0.15      0.13    224.77      0.99
upper_tri_cov_2[15]     -0.20      0.09     -0.20     -0.37     -0.07    225.35      0.99
upper_tri_cov_2[16]     -0.00      0.09     -0.00     -0.16      0.13    126.77      0.99
upper_tri_cov_2[17]      0.04      0.09      0.04     -0.11      0.19    105.00      1.03
upper_tri_cov_2[18]      0.01      0.10      0.00     -0.14      0.16    221.59      0.99
upper_tri_cov_2[19]      0.01      0.10      0.00     -0.17      0.17    344.72      0.99
upper_tri_cov_2[20]      0.01      0.10     -0.00     -0.15      0.18    126.06      1.00
upper_tri_cov_2[21]     -0.02      0.09     -0.02     -0.18      0.12    509.14      0.99
upper_tri_cov_2[22]      0.14      0.08      0.15      0.01      0.27     84.23      1.00
upper_tri_cov_2[23]     -0.17      0.08     -0.17     -0.30     -0.03     70.64      0.99
upper_tri_cov_2[24]      0.03      0.10      0.04     -0.15      0.20    207.54      1.00
upper_tri_cov_2[25]     -0.03      0.10     -0.04     -0.16      0.17    129.16      0.99
upper_tri_cov_2[26]     -0.01      0.10     -0.02     -0.20      0.14     91.17      1.00
upper_tri_cov_2[27]      0.01      0.08      0.02     -0.14      0.12    255.00      0.99
upper_tri_cov_2[28]     -0.08      0.10     -0.08     -0.25      0.06    269.04      1.00
upper_tri_cov_2[29]      0.03      0.09      0.02     -0.10      0.18    180.48      1.02
upper_tri_cov_2[30]     -0.16      0.09     -0.16     -0.31     -0.01    173.18      0.99
upper_tri_cov_2[31]     -0.05      0.10     -0.05     -0.22      0.10    123.61      0.99
upper_tri_cov_2[32]      0.03      0.09      0.03     -0.12      0.16    521.06      0.99
upper_tri_cov_2[33]     -0.21      0.10     -0.21     -0.36     -0.02    194.04      1.00
upper_tri_cov_2[34]      0.01      0.08      0.02     -0.12      0.15    207.50      1.01
upper_tri_cov_2[35]     -0.17      0.09     -0.17     -0.33     -0.04    173.93      0.99
 upper_tri_cov_3[0]     -0.25      0.12     -0.24     -0.43     -0.06    103.31      1.00
 upper_tri_cov_3[1]     -0.02      0.10     -0.01     -0.20      0.12     85.71      1.05
 upper_tri_cov_3[2]      0.10      0.07      0.09     -0.01      0.22    146.52      0.99
 upper_tri_cov_3[3]      0.02      0.08      0.02     -0.12      0.14    111.05      0.99
 upper_tri_cov_3[4]      0.07      0.09      0.06     -0.07      0.24    154.64      1.00
 upper_tri_cov_3[5]      0.00      0.09     -0.01     -0.15      0.14    146.68      1.00
 upper_tri_cov_3[6]      0.02      0.09      0.01     -0.12      0.15    343.14      0.99
 upper_tri_cov_3[7]      0.01      0.10      0.01     -0.13      0.17    164.99      0.99
 upper_tri_cov_3[8]     -0.22      0.11     -0.24     -0.36     -0.04    163.71      1.00
 upper_tri_cov_3[9]      0.05      0.07      0.05     -0.05      0.17    114.23      0.99
upper_tri_cov_3[10]     -0.04      0.10     -0.04     -0.20      0.12    144.43      1.00
upper_tri_cov_3[11]     -0.06      0.11     -0.06     -0.21      0.13    202.19      1.00
upper_tri_cov_3[12]     -0.00      0.10     -0.00     -0.15      0.13    131.77      1.00
upper_tri_cov_3[13]      0.01      0.10      0.01     -0.14      0.16    124.42      1.00
upper_tri_cov_3[14]     -0.00      0.10      0.00     -0.16      0.13    132.24      0.99
upper_tri_cov_3[15]      0.52      0.08      0.52      0.42      0.64    143.31      1.00
upper_tri_cov_3[16]      0.06      0.07      0.06     -0.06      0.16    280.07      0.99
upper_tri_cov_3[17]     -0.04      0.08     -0.03     -0.16      0.09    283.86      1.00
upper_tri_cov_3[18]      0.00      0.07     -0.00     -0.11      0.12    172.96      1.00
upper_tri_cov_3[19]     -0.00      0.07      0.00     -0.09      0.11    185.38      0.99
upper_tri_cov_3[20]      0.01      0.07      0.01     -0.11      0.12    336.54      0.99
upper_tri_cov_3[21]     -0.22      0.10     -0.23     -0.37     -0.04    232.51      1.00
upper_tri_cov_3[22]     -0.00      0.11     -0.01     -0.18      0.17    235.47      0.99
upper_tri_cov_3[23]     -0.00      0.10      0.01     -0.15      0.15    413.51      0.99
upper_tri_cov_3[24]     -0.03      0.09     -0.04     -0.17      0.12    162.30      1.00
upper_tri_cov_3[25]      0.02      0.09      0.02     -0.13      0.18    192.56      1.00
upper_tri_cov_3[26]     -0.18      0.11     -0.17     -0.36     -0.01     94.68      0.99
upper_tri_cov_3[27]      0.02      0.11      0.03     -0.13      0.21    124.17      1.08
upper_tri_cov_3[28]      0.08      0.10      0.08     -0.08      0.22    209.06      1.00
upper_tri_cov_3[29]      0.01      0.10      0.01     -0.11      0.18    156.27      1.00
upper_tri_cov_3[30]     -0.25      0.09     -0.25     -0.42     -0.12    203.20      1.00
upper_tri_cov_3[31]      0.05      0.09      0.04     -0.08      0.24    106.62      1.00
upper_tri_cov_3[32]     -0.02      0.10     -0.03     -0.16      0.15     79.77      0.99
upper_tri_cov_3[33]     -0.20      0.10     -0.20     -0.34     -0.02    159.37      1.01
upper_tri_cov_3[34]     -0.02      0.10     -0.03     -0.17      0.11    195.92      1.00
upper_tri_cov_3[35]     -0.25      0.09     -0.25     -0.43     -0.12    106.00      1.00

Number of divergences: 4
