
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.03      0.44      0.40      0.52      4.68      1.60
cov_eigen_values_1[1]      0.09      0.01      0.09      0.08      0.11     15.02      1.05
cov_eigen_values_1[2]      0.06      0.01      0.06      0.04      0.08     10.79      1.13
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.06      8.94      1.04
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     32.40      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     60.66      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     18.13      1.08
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02     15.22      1.06
cov_eigen_values_2[0]      0.46      0.02      0.46      0.43      0.49     10.45      1.21
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.08     12.21      1.11
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     10.97      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     28.66      0.99
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     21.86      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    110.67      1.02
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    107.67      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04     45.05      1.04
cov_eigen_values_3[0]      0.33      0.03      0.33      0.30      0.37      7.29      1.01
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     15.07      1.05
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    134.70      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    185.67      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     21.27      1.07
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     29.57      1.08
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     27.25      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     42.68      1.07
cov_eigen_values_4[0]      0.20      0.02      0.20      0.17      0.25     10.60      1.10
cov_eigen_values_4[1]      0.09      0.01      0.09      0.07      0.11     10.02      1.12
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     17.21      0.99
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04     32.96      1.06
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     32.95      1.02
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    100.43      1.01
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     85.15      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    216.59      1.01
cov_eigen_values_5[0]      0.60      0.06      0.62      0.50      0.69      3.97      1.24
cov_eigen_values_5[1]      0.08      0.02      0.08      0.05      0.11      6.73      1.00
cov_eigen_values_5[2]      0.08      0.02      0.07      0.05      0.11      4.68      1.10
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     27.15      0.99
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.03     17.52      1.01
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    147.41      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    101.46      1.00
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    279.27      1.00
cov_eigen_values_6[0]      0.14      0.01      0.14      0.12      0.15     17.59      1.00
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     36.38      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    107.05      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    139.02      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    188.30      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     94.61      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    169.90      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    160.30      0.99
       mean_data_1[0]      3.66      0.01      3.66      3.63      3.68      8.65      1.10
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.48      5.09      1.44
       mean_data_1[2]     -0.41      0.01     -0.41     -0.43     -0.39      5.05      1.21
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.16      4.74      1.29
       mean_data_1[4]     -0.02      0.01     -0.02     -0.04     -0.01     11.71      1.01
       mean_data_1[5]     -0.09      0.01     -0.09     -0.10     -0.08      9.93      1.11
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07     26.32      1.05
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     22.11      1.00
       mean_data_2[0]      1.06      0.03      1.06      1.03      1.13      4.83      1.30
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56     29.50      1.03
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52     12.69      1.14
       mean_data_2[3]      0.00      0.01      0.00     -0.01      0.01     12.60      1.06
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06      9.57      1.10
       mean_data_2[5]      0.04      0.01      0.04      0.02      0.05     15.62      1.01
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     23.05      1.11
       mean_data_2[7]      0.01      0.01      0.01     -0.00      0.02     17.14      1.10
