
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.04      0.41      0.34      0.47      3.13      2.08
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.11      6.47      1.17
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     14.34      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.04     29.81      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03     35.86      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     41.34      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     67.27      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    131.97      0.99
cov_eigen_values_2[0]      0.61      0.05      0.61      0.52      0.69      3.92      1.52
cov_eigen_values_2[1]      0.08      0.01      0.08      0.06      0.09      6.96      0.99
cov_eigen_values_2[2]      0.06      0.01      0.06      0.05      0.08     12.13      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     21.33      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     13.34      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    454.51      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.01      0.02     47.70      1.02
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04     33.25      1.00
cov_eigen_values_3[0]      0.32      0.02      0.32      0.29      0.34      9.03      1.25
cov_eigen_values_3[1]      0.13      0.01      0.13      0.11      0.15      5.12      1.42
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00     97.34      1.02
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    137.27      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     16.10      1.13
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     17.46      1.10
cov_eigen_values_3[6]      0.07      0.01      0.06      0.05      0.07     18.40      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     28.51      1.00
cov_eigen_values_4[0]      0.20      0.02      0.20      0.17      0.23      5.41      1.24
cov_eigen_values_4[1]      0.08      0.01      0.09      0.05      0.10      9.73      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.08      5.83      1.21
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04     37.10      1.02
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     53.29      1.01
