
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.02      0.44      0.40      0.45      4.64      1.35
cov_eigen_values_1[1]      0.10      0.02      0.09      0.08      0.13      4.74      1.02
cov_eigen_values_1[2]      0.06      0.02      0.06      0.04      0.08      4.56      1.58
cov_eigen_values_1[3]      0.04      0.01      0.03      0.03      0.05     21.50      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     34.52      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     30.62      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     38.25      1.05
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    194.43      0.99
cov_eigen_values_2[0]      0.54      0.02      0.54      0.50      0.57      4.56      1.34
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     13.56      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     18.78      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     14.69      1.03
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05     19.51      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    153.92      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    174.06      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     33.38      0.99
cov_eigen_values_3[0]      0.35      0.01      0.35      0.33      0.36     12.76      1.08
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.17     10.83      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    229.22      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    317.51      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     19.91      1.02
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     41.92      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     21.93      1.05
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     18.33      1.04
cov_eigen_values_4[0]      0.19      0.02      0.19      0.17      0.23     15.00      1.04
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     14.30      1.00
cov_eigen_values_4[2]      0.06      0.01      0.05      0.04      0.08      8.37      1.02
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     25.56      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     47.99      1.03
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    109.24      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     99.32      1.02
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    404.52      1.01
cov_eigen_values_5[0]      0.53      0.05      0.54      0.44      0.61      2.77      2.30
cov_eigen_values_5[1]      0.08      0.01      0.08      0.05      0.10     12.63      1.15
cov_eigen_values_5[2]      0.07      0.01      0.07      0.05      0.09      7.98      1.17
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     17.57      1.07
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.04      6.78      1.04
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     89.94      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    116.14      1.01
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    175.78      1.00
cov_eigen_values_6[0]      0.13      0.02      0.13      0.11      0.16      5.55      1.28
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     12.97      1.22
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     47.22      1.02
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     89.68      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    119.98      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    122.82      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    120.93      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    124.12      1.01
       mean_data_1[0]      3.77      0.05      3.76      3.70      3.84      3.44      1.65
       mean_data_1[1]      0.46      0.01      0.46      0.44      0.47      6.98      1.28
       mean_data_1[2]     -0.38      0.01     -0.38     -0.40     -0.36      9.87      1.19
       mean_data_1[3]      0.13      0.01      0.13      0.11      0.15      8.95      1.11
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02     22.72      0.99
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.06     10.12      1.16
       mean_data_1[6]      0.07      0.00      0.07      0.06      0.07     48.87      1.08
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01      8.88      1.27
       mean_data_2[0]      1.13      0.05      1.13      1.04      1.19      3.42      1.41
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.57     26.73      0.99
       mean_data_2[2]     -0.52      0.01     -0.52     -0.54     -0.50      3.33      1.98
       mean_data_2[3]      0.01      0.01      0.01     -0.01      0.03      8.75      1.53
       mean_data_2[4]      0.04      0.01      0.04      0.03      0.06     10.82      1.19
       mean_data_2[5]      0.04      0.01      0.04      0.02      0.06      5.14      1.29
       mean_data_2[6]     -0.02      0.01     -0.03     -0.04     -0.01     11.36      1.14
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     28.60      1.00
       mean_data_3[0]     -3.94      0.01     -3.94     -3.96     -3.92      7.82      1.73
       mean_data_3[1]     -0.45      0.01     -0.45     -0.46     -0.44     12.79      1.07
       mean_data_3[2]      0.10      0.01      0.10      0.09      0.11      5.23      1.76
       mean_data_3[3]      0.04      0.02      0.04      0.01      0.07      7.35      1.59
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.05     12.38      1.00
       mean_data_3[5]     -0.00      0.00     -0.00     -0.01      0.00     12.26      1.02
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02     14.03      1.12
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     15.97      1.02
       mean_data_4[0]     -2.71      0.02     -2.71     -2.73     -2.67     11.27      1.09
       mean_data_4[1]     -0.03      0.01     -0.03     -0.05     -0.02     13.75      1.01
       mean_data_4[2]     -0.20      0.01     -0.20     -0.21     -0.18      5.83      1.02
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.08      7.03      1.01
       mean_data_4[4]     -0.10      0.01     -0.10     -0.13     -0.09      9.74      1.15
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.02      7.74      1.18
       mean_data_4[6]     -0.02      0.01     -0.02     -0.04      0.01      7.51      1.21
       mean_data_4[7]     -0.01      0.01     -0.01     -0.03      0.00      8.63      1.04
       mean_data_5[0]     -0.92      0.04     -0.91     -0.98     -0.85      4.51      1.54
       mean_data_5[1]      1.43      0.01      1.43      1.42      1.44     13.57      0.99
       mean_data_5[2]      1.11      0.01      1.11      1.09      1.13      3.33      2.00
       mean_data_5[3]     -0.02      0.01     -0.02     -0.03     -0.00     13.34      1.07
       mean_data_5[4]     -0.02      0.01     -0.02     -0.03     -0.00     16.85      1.00
       mean_data_5[5]      0.01      0.01      0.01     -0.02      0.02      5.61      1.41
       mean_data_5[6]     -0.01      0.01     -0.01     -0.04      0.01      4.14      1.70
       mean_data_5[7]     -0.00      0.02     -0.00     -0.03      0.02      4.57      1.36
       mean_data_6[0]      6.85      0.00      6.85      6.84      6.86     23.53      1.10
       mean_data_6[1]     -0.65      0.01     -0.66     -0.67     -0.63      4.03      1.29
       mean_data_6[2]      0.29      0.01      0.29      0.27      0.31      3.72      1.41
       mean_data_6[3]     -0.04      0.01     -0.04     -0.05     -0.03      3.82      1.36
       mean_data_6[4]     -0.00      0.00     -0.00     -0.00      0.00     79.76      0.99
       mean_data_6[5]      0.01      0.00      0.01     -0.00      0.01     21.37      1.01
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02      0.00      4.95      1.26
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01     63.36      1.03
                 mu_1      3.34      0.04      3.34      3.27      3.41      3.13      1.99
                 mu_2      2.37      0.02      2.37      2.34      2.40      8.72      1.27
                 mu_3      1.28      0.02      1.28      1.24      1.32      9.18      1.06
                 mu_4      0.15      0.07      0.17      0.04      0.25      2.50      2.83

Number of divergences: 0
