
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.03      0.45      0.40      0.49      6.96      1.01
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.11     10.24      1.08
cov_eigen_values_1[2]      0.06      0.02      0.06      0.04      0.09      6.18      1.34
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.04     22.40      1.05
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     78.65      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     54.64      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     97.46      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    149.23      0.99
cov_eigen_values_2[0]      0.56      0.03      0.56      0.53      0.61      4.92      1.17
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     10.53      1.29
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     26.89      1.04
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     58.94      1.01
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     32.81      1.06
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     64.33      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.01      0.02    217.97      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     70.99      1.01
cov_eigen_values_3[0]      0.31      0.02      0.30      0.27      0.34     11.69      1.08
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     15.77      1.12
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    160.24      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    135.04      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     35.76      1.04
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     67.62      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     44.80      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     20.74      1.11
cov_eigen_values_4[0]      0.19      0.03      0.19      0.15      0.24      6.18      1.14
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10     31.90      1.00
cov_eigen_values_4[2]      0.06      0.01      0.05      0.04      0.07     14.43      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.04     49.45      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    109.80      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    171.55      1.00
