
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.49      0.04      0.49      0.41      0.54      4.45      1.35
cov_eigen_values_1[1]      0.09      0.01      0.09      0.06      0.11      8.35      1.21
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     15.30      1.03
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.05     26.48      1.02
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     57.65      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     30.79      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     36.77      1.01
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    162.82      1.00
cov_eigen_values_2[0]      0.67      0.04      0.67      0.60      0.72     18.60      1.08
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     14.99      1.30
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     25.82      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     20.45      1.04
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     23.55      1.04
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    111.31      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    111.68      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     25.55      1.11
cov_eigen_values_3[0]      0.30      0.02      0.30      0.28      0.33      9.60      1.27
cov_eigen_values_3[1]      0.14      0.01      0.14      0.13      0.15     24.22      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00     90.95      1.01
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    233.23      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     23.98      1.06
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     46.62      1.10
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     29.79      1.04
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06     39.54      1.00
cov_eigen_values_4[0]      0.20      0.02      0.20      0.16      0.23     15.06      1.23
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10      7.69      1.27
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     10.22      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     36.01      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     87.06      1.01
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    117.86      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     77.07      1.01
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     95.85      0.99
cov_eigen_values_5[0]      0.55      0.02      0.55      0.52      0.59      5.64      0.99
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09      9.79      0.99
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     14.78      1.16
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     16.38      1.06
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     51.26      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     87.68      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    146.31      1.01
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    245.03      1.00
cov_eigen_values_6[0]      0.15      0.02      0.15      0.12      0.18      6.42      1.16
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     34.69      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     36.65      1.01
