
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.05      0.40      0.35      0.50     10.90      1.01
cov_eigen_values_1[1]      0.09      0.01      0.08      0.07      0.11     22.21      1.05
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     21.43      1.02
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     43.09      1.00
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03     37.17      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     56.50      1.05
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.02     40.30      1.02
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     55.78      1.02
cov_eigen_values_2[0]      0.59      0.08      0.59      0.47      0.72     26.37      1.06
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     21.70      1.02
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.10     15.77      1.00
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     14.42      1.02
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05     42.22      0.99
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     73.86      0.99
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02     31.56      1.02
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     46.11      1.00
cov_eigen_values_3[0]      0.34      0.02      0.33      0.32      0.37     23.45      1.00
cov_eigen_values_3[1]      0.16      0.01      0.16      0.15      0.17     37.76      0.99
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    146.05      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     40.53      1.00
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.09     21.49      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     19.80      1.07
cov_eigen_values_3[6]      0.07      0.00      0.07      0.06      0.07     45.82      1.00
cov_eigen_values_3[7]      0.07      0.01      0.07      0.06      0.08     20.71      1.10
cov_eigen_values_4[0]      0.67      0.06      0.64      0.60      0.79      7.12      1.13
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.09     34.86      1.12
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     24.83      1.03
cov_eigen_values_4[3]      0.06      0.01      0.06      0.05      0.07     18.64      1.04
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     22.10      0.99
cov_eigen_values_4[5]      0.04      0.00      0.03      0.03      0.04     11.03      1.22
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     63.52      1.00
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     36.99      1.00
cov_eigen_values_5[0]      0.19      0.02      0.19      0.16      0.21     34.98      1.02
cov_eigen_values_5[1]      0.06      0.01      0.07      0.05      0.07     25.12      1.07
cov_eigen_values_5[2]      0.05      0.01      0.05      0.05      0.06     44.44      1.00
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00    126.21      1.00
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01     46.32      1.04
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     31.19      1.03
cov_eigen_values_5[6]      0.05      0.01      0.04      0.04      0.05     17.65      1.00
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05     47.68      1.03
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.15     13.40      1.01
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     20.24      1.09
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.04     29.26      1.03
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     50.89      1.03
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    102.61      1.01
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    147.86      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     99.40      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    122.49      1.00
       mean_data_1[0]      3.73      0.06      3.70      3.65      3.81      3.21      1.76
       mean_data_1[1]      0.44      0.01      0.44      0.43      0.46      3.82      1.52
       mean_data_1[2]     -0.42      0.01     -0.42     -0.44     -0.39      6.89      1.15
       mean_data_1[3]      0.15      0.01      0.15      0.14      0.17     10.54      1.01
       mean_data_1[4]     -0.04      0.01     -0.04     -0.05     -0.01      7.78      1.16
       mean_data_1[5]      0.01      0.01      0.01     -0.00      0.03     14.99      1.04
       mean_data_1[6]      0.10      0.00      0.10      0.09      0.11     14.98      1.16
       mean_data_1[7]      0.00      0.01      0.00     -0.01      0.01     11.80      1.10
       mean_data_2[0]     -0.79      0.07     -0.79     -0.90     -0.70      9.75      1.37
       mean_data_2[1]      1.47      0.01      1.47      1.46      1.49     16.41      1.20
       mean_data_2[2]      1.03      0.01      1.03      1.01      1.06      7.47      1.33
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02     -0.00     21.80      1.10
       mean_data_2[4]     -0.01      0.01     -0.01     -0.03      0.01     12.08      1.24
       mean_data_2[5]     -0.00      0.01     -0.00     -0.01      0.01     28.11      1.01
       mean_data_2[6]     -0.01      0.00     -0.01     -0.02     -0.00      9.38      1.43
       mean_data_2[7]     -0.00      0.01     -0.00     -0.02      0.02     15.90      1.17
       mean_data_3[0]     -3.89      0.02     -3.89     -3.94     -3.87      8.00      1.08
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.42      7.87      1.08
       mean_data_3[2]      0.10      0.01      0.10      0.09      0.11      8.41      1.06
       mean_data_3[3]      0.03      0.03      0.02     -0.01      0.08      6.96      1.09
       mean_data_3[4]      0.02      0.01      0.02      0.01      0.04     34.95      1.01
       mean_data_3[5]      0.00      0.01      0.00     -0.01      0.01     26.11      1.04
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.01     25.03      1.00
       mean_data_3[7]      0.01      0.01      0.01     -0.01      0.02     23.93      1.00
       mean_data_4[0]      1.10      0.09      1.08      1.00      1.26      5.64      1.14
       mean_data_4[1]      0.54      0.00      0.54      0.53      0.55     31.30      1.00
       mean_data_4[2]     -0.54      0.01     -0.54     -0.56     -0.53     14.11      1.13
       mean_data_4[3]      0.00      0.01      0.00     -0.01      0.02      9.48      1.01
       mean_data_4[4]      0.05      0.01      0.05      0.04      0.06     38.00      1.00
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02     -0.00     29.66      0.99
       mean_data_4[6]     -0.04      0.01     -0.04     -0.05     -0.03     12.64      1.16
       mean_data_4[7]      0.01      0.01      0.01     -0.00      0.01     16.35      1.07
       mean_data_5[0]     -2.65      0.02     -2.65     -2.68     -2.62     13.14      1.02
       mean_data_5[1]     -0.02      0.01     -0.02     -0.03     -0.00     15.27      1.00
       mean_data_5[2]     -0.21      0.01     -0.21     -0.22     -0.20     19.01      1.07
       mean_data_5[3]     -0.10      0.01     -0.10     -0.11     -0.08     19.05      1.22
       mean_data_5[4]     -0.10      0.01     -0.10     -0.12     -0.09     18.67      1.19
       mean_data_5[5]      0.01      0.01      0.01      0.00      0.03     13.93      1.13
