
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.05      0.41      0.36      0.51      5.67      1.17
cov_eigen_values_1[1]      0.09      0.01      0.09      0.06      0.11     17.45      1.01
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.07     37.20      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     50.92      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    134.97      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    144.70      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    132.10      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    127.46      0.99
cov_eigen_values_2[0]      0.53      0.04      0.54      0.47      0.62     12.37      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     45.90      1.07
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     38.23      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     76.05      0.99
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     88.63      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    162.72      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    315.13      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    172.10      1.02
cov_eigen_values_3[0]      0.32      0.03      0.32      0.29      0.38     18.53      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     28.32      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    111.22      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    118.40      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     77.81      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    121.35      0.99
cov_eigen_values_3[6]      0.07      0.01      0.06      0.05      0.08     96.44      1.02
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     82.54      0.99
cov_eigen_values_4[0]      0.20      0.03      0.20      0.16      0.24     13.95      1.21
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10     44.85      1.00
cov_eigen_values_4[2]      0.05      0.01      0.06      0.04      0.06     87.58      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     83.47      0.99
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03     89.17      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    132.45      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    116.86      1.02
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    117.75      1.00
cov_eigen_values_5[0]      0.66      0.14      0.67      0.46      0.90      3.71      1.67
cov_eigen_values_5[1]      0.08      0.02      0.08      0.05      0.11     18.62      1.19
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     26.42      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     54.69      1.00
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.03     55.63      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02    160.72      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.01     53.49      0.99
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    133.47      0.99
cov_eigen_values_6[0]      0.14      0.02      0.14      0.12      0.18     29.72      1.03
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.04    131.47      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    317.27      0.99
