
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.06      0.44      0.34      0.51     13.96      1.01
cov_eigen_values_1[1]      0.08      0.02      0.08      0.06      0.12    146.35      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06    223.14      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    168.12      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03    101.64      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     58.32      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     52.23      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    135.74      1.00
cov_eigen_values_2[0]      0.55      0.06      0.55      0.47      0.66     24.10      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09    186.62      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08    258.39      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    258.10      0.99
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    244.37      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    115.54      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     82.88      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    142.67      1.00
cov_eigen_values_3[0]      0.33      0.03      0.33      0.29      0.39     54.30      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     89.35      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    157.64      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    331.99      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    140.54      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    141.15      0.99
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     90.40      1.03
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    176.32      0.99
cov_eigen_values_4[0]      0.20      0.03      0.20      0.17      0.25     88.60      1.03
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10    123.75      1.00
cov_eigen_values_4[2]      0.06      0.01      0.05      0.04      0.07    185.95      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     96.40      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     94.23      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    113.85      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    126.30      1.03
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    119.15      1.00
cov_eigen_values_5[0]      0.54      0.09      0.54      0.41      0.65     16.70      1.02
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09    103.66      0.99
cov_eigen_values_5[2]      0.06      0.01      0.06      0.04      0.09    242.13      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.02      0.05    193.92      1.00
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.03    116.74      0.99
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     56.09      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     76.40      0.99
cov_eigen_values_5[7]      0.00      0.00     -0.00     -0.00      0.00    109.83      1.01
cov_eigen_values_6[0]      0.14      0.02      0.13      0.11      0.17     48.21      1.06
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05    127.25      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    173.86      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    108.06      0.99
