
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.40      0.04      0.39      0.35      0.48      9.91      1.00
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     20.89      1.07
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06     41.39      1.00
cov_eigen_values_1[3]      0.04      0.01      0.03      0.03      0.04     76.97      1.00
cov_eigen_values_1[4]      0.02      0.01      0.02      0.01      0.03     57.75      1.06
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     70.92      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.03     23.50      1.08
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    224.50      1.00
cov_eigen_values_2[0]      0.55      0.02      0.54      0.53      0.58     15.13      1.04
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     33.76      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.09     19.52      1.10
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     33.68      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     70.55      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     50.72      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    201.93      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     62.41      1.03
cov_eigen_values_3[0]      0.32      0.02      0.32      0.28      0.36      5.38      1.68
cov_eigen_values_3[1]      0.14      0.01      0.14      0.13      0.17     20.17      1.07
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     92.34      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    260.18      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     17.85      1.12
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    105.94      1.01
cov_eigen_values_3[6]      0.07      0.01      0.07      0.05      0.07     47.95      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     59.59      1.00
cov_eigen_values_4[0]      0.19      0.02      0.19      0.17      0.23     14.48      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10     18.16      1.05
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     24.02      1.01
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     14.51      1.06
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    161.47      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     79.43      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    171.41      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    204.39      1.00
cov_eigen_values_5[0]      0.63      0.06      0.62      0.54      0.73      3.71      1.32
cov_eigen_values_5[1]      0.07      0.01      0.07      0.06      0.09     22.09      1.01
cov_eigen_values_5[2]      0.07      0.02      0.07      0.04      0.10     15.83      1.01
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     41.28      1.07
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.04     54.14      1.02
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    140.66      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     90.33      1.00
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    183.62      0.99
cov_eigen_values_6[0]      0.13      0.02      0.13      0.11      0.16      9.32      1.00
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     64.44      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    120.77      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    185.85      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    245.93      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    142.71      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    149.69      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    138.87      0.99
       mean_data_1[0]      3.70      0.02      3.70      3.67      3.73      5.55      1.44
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.47     12.87      1.09
       mean_data_1[2]     -0.39      0.01     -0.39     -0.41     -0.36      4.42      1.72
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.15      7.18      1.40
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.02     21.93      0.99
       mean_data_1[5]     -0.08      0.01     -0.08     -0.10     -0.07      5.77      1.48
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07     48.01      1.00
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     20.41      1.12
       mean_data_2[0]      1.02      0.03      1.02      0.96      1.07      5.98      1.35
       mean_data_2[1]      0.56      0.01      0.56      0.55      0.56     19.02      1.10
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.51     16.83      1.10
       mean_data_2[3]     -0.00      0.01     -0.00     -0.01      0.02      5.51      1.42
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.06     39.44      1.01
       mean_data_2[5]      0.04      0.01      0.04      0.02      0.06      6.16      1.15
       mean_data_2[6]     -0.02      0.01     -0.02     -0.04     -0.01     12.13      1.02
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02     40.92      0.99
       mean_data_3[0]     -3.93      0.01     -3.93     -3.95     -3.91      8.81      1.12
       mean_data_3[1]     -0.45      0.01     -0.44     -0.46     -0.44     16.49      0.99
       mean_data_3[2]      0.10      0.01      0.10      0.09      0.11     17.00      1.16
       mean_data_3[3]      0.02      0.01      0.02      0.00      0.05     20.73      0.99
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.06     25.22      0.99
       mean_data_3[5]     -0.00      0.01     -0.01     -0.01      0.00     42.74      0.99
       mean_data_3[6]      0.01      0.01      0.01     -0.00      0.02     49.08      1.07
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     35.72      1.04
       mean_data_4[0]     -2.66      0.04     -2.67     -2.71     -2.60      3.12      1.93
       mean_data_4[1]     -0.02      0.01     -0.02     -0.03      0.01      3.93      1.58
       mean_data_4[2]     -0.21      0.01     -0.21     -0.23     -0.20      3.71      2.00
       mean_data_4[3]     -0.08      0.01     -0.08     -0.09     -0.07      5.38      1.60
       mean_data_4[4]     -0.11      0.01     -0.11     -0.13     -0.10     12.99      1.01
       mean_data_4[5]     -0.01      0.01     -0.01     -0.02      0.01      7.97      1.22
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03     -0.01     14.39      1.03
       mean_data_4[7]     -0.02      0.01     -0.01     -0.04     -0.00     24.76      1.10
       mean_data_5[0]     -0.71      0.02     -0.71     -0.74     -0.67      6.40      1.06
