
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.03      0.43      0.37      0.47     10.07      1.05
cov_eigen_values_1[1]      0.08      0.01      0.08      0.07      0.10     40.91      1.04
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     37.63      1.12
cov_eigen_values_1[3]      0.04      0.01      0.03      0.02      0.04     62.15      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    134.98      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    135.08      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    114.07      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    173.04      0.99
cov_eigen_values_2[0]      0.55      0.02      0.55      0.50      0.58     11.00      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     38.69      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     84.97      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     38.50      0.99
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05    113.55      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     71.46      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    480.86      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04    119.78      1.01
cov_eigen_values_3[0]      0.33      0.02      0.32      0.30      0.37     27.71      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     45.74      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    159.89      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    215.98      1.01
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     63.69      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06    171.64      1.01
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     99.94      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06     98.47      1.00
cov_eigen_values_4[0]      0.20      0.02      0.20      0.16      0.24     20.65      1.01
cov_eigen_values_4[1]      0.09      0.01      0.09      0.06      0.10     15.71      1.00
cov_eigen_values_4[2]      0.05      0.01      0.05      0.04      0.07     58.91      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     59.43      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    252.35      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     70.05      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    171.82      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    128.56      1.01
cov_eigen_values_5[0]      0.53      0.02      0.53      0.49      0.55     13.45      1.13
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.08     46.04      1.00
cov_eigen_values_5[2]      0.07      0.01      0.06      0.05      0.08     62.76      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.02      0.05     55.33      1.00
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.04     63.24      1.01
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02    135.11      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     88.38      1.00
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    107.16      1.00
cov_eigen_values_6[0]      0.14      0.01      0.13      0.11      0.16     17.98      1.00
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     73.63      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    346.60      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    586.59      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    156.28      1.01
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    165.86      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    142.52      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     77.57      1.04
       mean_data_1[0]      3.72      0.03      3.72      3.67      3.77     16.01      1.03
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.47     19.94      1.04
       mean_data_1[2]     -0.38      0.02     -0.38     -0.41     -0.36     14.69      1.12
       mean_data_1[3]      0.13      0.01      0.13      0.12      0.16     17.59      1.12
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.02     22.49      1.04
       mean_data_1[5]     -0.08      0.01     -0.08     -0.10     -0.07     35.54      0.99
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07     45.44      1.03
       mean_data_1[7]     -0.01      0.01     -0.01     -0.03     -0.00     18.98      0.99
       mean_data_2[0]      1.05      0.04      1.05      0.99      1.11      6.21      1.13
       mean_data_2[1]      0.56      0.01      0.55      0.55      0.56     55.06      1.00
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.51     30.02      0.99
       mean_data_2[3]      0.00      0.01      0.00     -0.01      0.02     40.44      1.00
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.06     39.20      0.99
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.06     36.40      0.99
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     40.31      1.00
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.02    125.86      1.00
       mean_data_3[0]     -3.92      0.02     -3.92     -3.94     -3.88      5.33      1.42
       mean_data_3[1]     -0.44      0.01     -0.44     -0.46     -0.43      9.10      1.18
       mean_data_3[2]      0.09      0.01      0.09      0.08      0.10      6.55      1.42
       mean_data_3[3]      0.01      0.02      0.01     -0.02      0.05      7.30      1.35
       mean_data_3[4]      0.03      0.01      0.03      0.01      0.04     26.65      0.99
       mean_data_3[5]     -0.00      0.01     -0.00     -0.01      0.00     87.62      1.00
       mean_data_3[6]      0.01      0.01      0.01      0.00      0.02     35.07      1.00
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     75.61      1.01
       mean_data_4[0]     -2.70      0.02     -2.70     -2.73     -2.67     12.66      1.10
       mean_data_4[1]     -0.03      0.01     -0.03     -0.04     -0.02     12.22      1.19
       mean_data_4[2]     -0.20      0.01     -0.20     -0.21     -0.19     43.06      1.00
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.08     20.95      1.04
       mean_data_4[4]     -0.11      0.01     -0.11     -0.13     -0.09     18.86      1.23
       mean_data_4[5]     -0.00      0.01     -0.00     -0.02      0.01     22.53      1.12
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03      0.00     21.29      1.11
       mean_data_4[7]     -0.01      0.01     -0.01     -0.03      0.00     25.75      1.05
       mean_data_5[0]     -0.71      0.02     -0.71     -0.74     -0.68     10.84      1.25
       mean_data_5[1]      1.44      0.00      1.44      1.44      1.45     42.13      1.01
       mean_data_5[2]      1.06      0.01      1.06      1.06      1.08     20.55      1.09
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02     -0.00     41.45      1.00
       mean_data_5[4]      0.01      0.01      0.01     -0.01      0.02     30.09      1.01
       mean_data_5[5]     -0.00      0.01     -0.00     -0.02      0.02     21.97      1.01
       mean_data_5[6]     -0.01      0.01     -0.01     -0.02      0.01     20.18      1.01
       mean_data_5[7]      0.00      0.01      0.00     -0.01      0.02     37.18      1.01
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     76.04      1.00
       mean_data_6[1]     -0.65      0.02     -0.65     -0.68     -0.62      9.85      1.20
       mean_data_6[2]      0.29      0.01      0.29      0.27      0.31     13.15      1.13
       mean_data_6[3]     -0.04      0.01     -0.04     -0.05     -0.03     10.65      1.18
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00    143.95      1.02
       mean_data_6[5]      0.01      0.01      0.01     -0.00      0.02     16.79      1.13
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02      0.01     10.56      1.17
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    182.25      1.00
                 mu_1      3.29      0.12      3.30      3.13      3.45      2.55      3.20
                 mu_2      2.35      0.07      2.35      2.24      2.43     11.84      1.01
                 mu_3      1.22      0.04      1.22      1.15      1.29      6.57      1.29
                 mu_4      0.29      0.06      0.28      0.18      0.38     10.06      0.99

Number of divergences: 0
