
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.06      0.42      0.32      0.51     15.75      1.00
cov_eigen_values_1[1]      0.09      0.01      0.09      0.06      0.11      9.19      1.01
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06      8.21      1.19
cov_eigen_values_1[3]      0.04      0.01      0.04      0.02      0.05     16.38      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     43.46      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    134.72      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     84.70      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     51.02      1.01
cov_eigen_values_2[0]      0.56      0.07      0.57      0.46      0.67      3.14      1.92
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     11.49      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     33.36      1.03
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     34.21      1.09
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05     51.16      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    148.71      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    172.26      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     68.03      1.03
cov_eigen_values_3[0]      0.32      0.02      0.32      0.28      0.36     11.62      1.01
cov_eigen_values_3[1]      0.15      0.01      0.15      0.13      0.17     13.88      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    123.39      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    237.99      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     31.14      1.14
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     38.77      1.05
cov_eigen_values_3[6]      0.07      0.01      0.07      0.05      0.08     14.12      1.04
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     32.02      1.02
cov_eigen_values_4[0]      0.20      0.03      0.20      0.16      0.26      9.49      0.99
cov_eigen_values_4[1]      0.09      0.01      0.08      0.07      0.10     13.76      1.05
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.08     10.72      1.09
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     41.79      1.01
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     96.01      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     92.98      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    116.55      1.01
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    137.77      1.00
cov_eigen_values_5[0]      0.62      0.11      0.64      0.44      0.75      3.46      1.46
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.10     13.92      1.33
cov_eigen_values_5[2]      0.07      0.02      0.06      0.04      0.09     20.23      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     22.23      0.99
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     73.22      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     71.40      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     62.05      1.04
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    140.27      1.01
cov_eigen_values_6[0]      0.13      0.01      0.13      0.12      0.15     11.16      1.40
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     49.41      1.05
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     83.18      1.02
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    161.03      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    124.01      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     93.36      0.99
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     81.05      1.04
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     78.31      0.99
       mean_data_1[0]      3.64      0.06      3.63      3.54      3.72      8.72      1.02
       mean_data_1[1]      0.47      0.01      0.47      0.46      0.49     10.00      1.00
       mean_data_1[2]     -0.39      0.01     -0.40     -0.41     -0.38     14.16      1.00
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.15     11.06      1.00
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.01     11.24      0.99
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     13.56      0.99
       mean_data_1[6]      0.06      0.01      0.06      0.05      0.07     12.89      1.07
       mean_data_1[7]     -0.02      0.01     -0.02     -0.02     -0.00     12.02      0.99
       mean_data_2[0]      1.04      0.05      1.05      0.96      1.11      9.47      1.21
       mean_data_2[1]      0.56      0.01      0.56      0.55      0.57     11.73      1.17
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52     14.00      1.00
       mean_data_2[3]     -0.00      0.01     -0.00     -0.01      0.01     21.09      0.99
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.06     12.40      1.19
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     11.02      1.20
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     23.03      1.02
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.03     38.11      0.99
       mean_data_3[0]     -3.94      0.02     -3.94     -3.97     -3.92      7.46      1.04
       mean_data_3[1]     -0.45      0.01     -0.45     -0.46     -0.43      8.45      1.05
       mean_data_3[2]      0.10      0.01      0.11      0.09      0.12      8.53      1.06
       mean_data_3[3]      0.04      0.02      0.04     -0.00      0.07      7.18      1.17
       mean_data_3[4]      0.03      0.02      0.03      0.01      0.06      9.35      1.27
       mean_data_3[5]     -0.00      0.01     -0.01     -0.02      0.00     42.91      1.05
       mean_data_3[6]      0.01      0.01      0.01     -0.00      0.02     30.61      0.99
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     18.39      1.00
       mean_data_4[0]     -2.69      0.03     -2.68     -2.73     -2.64      4.21      1.63
       mean_data_4[1]     -0.02      0.01     -0.02     -0.04     -0.01      6.94      1.41
       mean_data_4[2]     -0.20      0.01     -0.20     -0.22     -0.18      4.03      1.61
       mean_data_4[3]     -0.09      0.01     -0.09     -0.10     -0.07      3.80      1.88
       mean_data_4[4]     -0.11      0.01     -0.11     -0.13     -0.09      9.26      1.29
       mean_data_4[5]      0.00      0.01      0.00     -0.01      0.02     12.68      1.02
       mean_data_4[6]     -0.01      0.01     -0.01     -0.03      0.00     12.44      1.01
       mean_data_4[7]     -0.01      0.01     -0.01     -0.03      0.02      6.27      1.64
       mean_data_5[0]     -0.76      0.02     -0.75     -0.80     -0.72      9.02      1.01
       mean_data_5[1]      1.44      0.00      1.44      1.43      1.45     14.14      1.14
       mean_data_5[2]      1.07      0.01      1.07      1.06      1.08     13.36      1.02
       mean_data_5[3]     -0.01      0.01     -0.01     -0.02     -0.00     33.31      1.10
       mean_data_5[4]     -0.00      0.01     -0.00     -0.02      0.01     28.23      1.01
       mean_data_5[5]      0.01      0.01      0.01     -0.01      0.02      9.09      1.17
       mean_data_5[6]     -0.00      0.01     -0.00     -0.02      0.01     10.07      1.12
       mean_data_5[7]      0.01      0.01      0.01     -0.02      0.02     16.40      1.07
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     30.54      1.01
       mean_data_6[1]     -0.65      0.02     -0.65     -0.68     -0.60      5.59      1.03
       mean_data_6[2]      0.30      0.02      0.29      0.27      0.33      5.56      1.04
       mean_data_6[3]     -0.04      0.01     -0.04     -0.06     -0.03      5.57      1.04
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     93.78      0.99
       mean_data_6[5]      0.01      0.01      0.01     -0.01      0.02     13.53      0.99
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02      0.01      5.74      1.03
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01     30.98      1.03
                 mu_1      3.22      0.10      3.21      3.09      3.40      3.40      1.79
                 mu_2      2.35      0.04      2.34      2.30      2.42      4.90      1.46
                 mu_3      1.29      0.03      1.28      1.23      1.34      6.69      0.99
                 mu_4      0.01      0.17     -0.05     -0.19      0.28      3.01      1.99

Number of divergences: 10
