
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.06      0.43      0.35      0.54     72.02      1.00
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.11    175.91      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06    308.02      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    423.05      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03    122.50      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    117.92      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03    107.90      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02     51.26      1.00
cov_eigen_values_2[0]      0.57      0.09      0.56      0.41      0.70     32.94      1.04
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.09    199.81      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08    154.01      1.00
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05    124.07      1.00
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05    157.83      1.00
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     68.24      1.00
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.02    127.52      0.99
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01    102.34      0.99
cov_eigen_values_3[0]      0.34      0.02      0.34      0.31      0.38    150.62      1.01
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.18    254.34      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     91.84      1.02
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    150.67      1.04
cov_eigen_values_3[4]      0.08      0.00      0.08      0.07      0.09    355.46      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06    153.19      1.00
cov_eigen_values_3[6]      0.07      0.00      0.07      0.06      0.08    162.94      1.00
cov_eigen_values_3[7]      0.07      0.00      0.06      0.06      0.07    287.09      1.02
cov_eigen_values_4[0]      0.68      0.07      0.67      0.56      0.77     85.79      0.99
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.09    338.90      0.99
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07    271.82      1.01
cov_eigen_values_4[3]      0.06      0.00      0.06      0.05      0.06    232.90      1.00
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05    233.47      1.00
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04    145.29      0.99
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    106.13      0.99
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     65.71      1.00
cov_eigen_values_5[0]      0.20      0.03      0.19      0.16      0.25     80.99      1.01
cov_eigen_values_5[1]      0.07      0.01      0.06      0.05      0.08    177.71      1.01
cov_eigen_values_5[2]      0.05      0.01      0.05      0.04      0.06    450.23      0.99
