
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.36      0.02      0.37      0.33      0.38      8.57      1.19
cov_eigen_values_1[1]      0.08      0.01      0.08      0.07      0.10     18.54      1.16
cov_eigen_values_1[2]      0.06      0.01      0.06      0.04      0.07     13.86      1.38
cov_eigen_values_1[3]      0.03      0.01      0.03      0.03      0.04     14.92      1.03
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     43.48      1.08
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     85.24      1.02
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     54.24      1.08
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     69.45      1.01
cov_eigen_values_2[0]      0.56      0.05      0.53      0.50      0.63      2.97      2.17
cov_eigen_values_2[1]      0.08      0.01      0.08      0.06      0.09      4.69      1.41
cov_eigen_values_2[2]      0.07      0.01      0.06      0.05      0.07     33.68      1.05
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     15.51      1.02
cov_eigen_values_2[4]      0.05      0.00      0.05      0.04      0.05     28.35      1.01
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     77.37      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     23.32      1.02
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     51.57      1.07
cov_eigen_values_3[0]      0.31      0.02      0.30      0.28      0.34      4.53      1.64
cov_eigen_values_3[1]      0.13      0.01      0.14      0.12      0.15     25.92      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    112.63      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     26.56      1.02
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     21.94      1.01
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     25.38      1.05
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     46.87      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     15.92      1.12
cov_eigen_values_4[0]      0.19      0.02      0.19      0.16      0.23      6.87      1.20
cov_eigen_values_4[1]      0.09      0.01      0.09      0.07      0.11      3.93      2.17
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     12.04      1.10
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05      5.10      1.49
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     28.22      1.06
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    102.39      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02      5.52      1.31
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     14.66      1.00
cov_eigen_values_5[0]      0.60      0.03      0.61      0.55      0.65      9.78      1.21
cov_eigen_values_5[1]      0.08      0.01      0.08      0.06      0.09      9.09      1.53
cov_eigen_values_5[2]      0.07      0.02      0.06      0.05      0.10      4.82      1.39
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     11.54      1.01
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     13.03      1.05
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     71.59      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    106.59      1.04
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    102.06      1.00
cov_eigen_values_6[0]      0.13      0.01      0.12      0.11      0.15     19.02      1.16
cov_eigen_values_6[1]      0.03      0.00      0.03      0.03      0.04     21.75      1.06
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     15.82      1.03
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     30.07      1.03
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     63.71      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.01    109.70      1.01
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     96.20      1.01
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     87.63      0.99
       mean_data_1[0]      3.70      0.01      3.70      3.69      3.72     17.51      1.00
       mean_data_1[1]      0.46      0.00      0.47      0.46      0.47      5.87      1.44
       mean_data_1[2]     -0.39      0.01     -0.39     -0.40     -0.38     14.94      1.14
       mean_data_1[3]      0.14      0.01      0.14      0.13      0.15     18.42      1.05
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.01     12.25      1.22
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     32.18      1.00
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07     21.06      1.06
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     19.11      1.07
       mean_data_2[0]      1.01      0.04      0.99      0.97      1.09      2.87      1.86
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.57     40.74      1.01
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.51      6.96      1.40
       mean_data_2[3]     -0.01      0.01     -0.01     -0.02      0.01      3.13      2.07
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.05     26.23      1.13
       mean_data_2[5]      0.03      0.01      0.03      0.02      0.05      5.61      1.39
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     26.01      1.05
