
                   mean       std    median      5.0%     95.0%     n_eff     r_hat
mean_data1[0]     -2.12      0.01     -2.12     -2.13     -2.10    282.17      0.99
mean_data1[1]     -0.52      0.01     -0.52     -0.54     -0.50    183.54      0.99
mean_data1[2]      0.04      0.01      0.04      0.03      0.05    148.37      0.99
mean_data1[3]      0.04      0.03      0.03     -0.00      0.09    179.31      0.99
mean_data1[4]     -0.01      0.01     -0.01     -0.03      0.01    153.00      0.99
mean_data1[5]      0.02      0.01      0.02      0.00      0.04    220.94      0.99
mean_data1[6]      0.01      0.02      0.01     -0.01      0.04    336.02      0.99
mean_data1[7]     -0.01      0.01     -0.01     -0.04      0.00    194.78      0.99
mean_data2[0]      4.01      0.03      4.01      3.96      4.05    198.24      1.00
mean_data2[1]     -2.70      0.03     -2.70     -2.75     -2.65    131.49      1.01
mean_data2[2]     -0.05      0.03     -0.04     -0.10     -0.00    274.80      1.01
mean_data2[3]      0.07      0.03      0.07      0.02      0.12    325.47      0.99
mean_data2[4]     -0.02      0.03     -0.02     -0.08      0.02    161.52      0.99
mean_data2[5]     -0.00      0.03     -0.00     -0.05      0.04    292.69      1.01
mean_data2[6]     -0.01      0.02     -0.01     -0.04      0.02    171.68      0.99
mean_data2[7]     -0.01      0.03     -0.01     -0.05      0.03    212.98      1.00
mean_data3[0]      1.82      0.02      1.82      1.79      1.84    139.35      1.00
mean_data3[1]      3.61      0.03      3.61      3.56      3.65    154.93      1.01
mean_data3[2]     -0.05      0.03     -0.05     -0.09      0.01    148.57      1.00
mean_data3[3]     -0.02      0.02     -0.02     -0.05      0.01    276.58      1.01
mean_data3[4]     -0.01      0.02     -0.01     -0.05      0.02    136.70      1.00
mean_data3[5]      0.01      0.01      0.00     -0.02      0.03    108.71      1.00
mean_data3[6]      0.02      0.02      0.02     -0.02      0.05    125.71      1.00
mean_data3[7]      0.00      0.02      0.01     -0.03      0.03    167.73      1.01
         mu_1      0.03      0.00      0.03      0.03      0.03    168.17      0.99
         mu_2     -0.00      0.00     -0.00     -0.00     -0.00    105.58      0.99

Number of divergences: 0
