
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.00      0.43      0.43      0.43     12.26      1.06
cov_eigen_values_1[1]      0.08      0.00      0.08      0.08      0.08      4.64      1.35
cov_eigen_values_1[2]      0.06      0.00      0.06      0.06      0.06      4.81      1.30
cov_eigen_values_1[3]      0.03      0.00      0.03      0.03      0.03      4.09      1.39
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.02      5.22      1.26
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00      4.46      1.35
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.02     24.45      1.04
cov_eigen_values_1[7]      0.02      0.00      0.02      0.02      0.02      4.45      1.36
cov_eigen_values_2[0]      0.52      0.00      0.52      0.52      0.52      4.83      1.30
cov_eigen_values_2[1]      0.07      0.00      0.07      0.07      0.07     38.03      1.02
cov_eigen_values_2[2]      0.06      0.00      0.06      0.06      0.06     14.84      1.08
cov_eigen_values_2[3]      0.04      0.00      0.04      0.04      0.04      5.00      1.27
cov_eigen_values_2[4]      0.03      0.00      0.03      0.03      0.03      6.70      1.19
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00      9.79      1.12
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01      5.17      1.29
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01      5.04      1.28
cov_eigen_values_3[0]      0.33      0.00      0.33      0.33      0.33      6.55      1.20
cov_eigen_values_3[1]      0.15      0.00      0.15      0.15      0.15     25.80      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     17.16      1.03
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02      8.34      1.14
cov_eigen_values_3[4]      0.08      0.00      0.08      0.08      0.08     18.01      1.10
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.05      4.44      1.33
cov_eigen_values_3[6]      0.07      0.00      0.07      0.07      0.07     30.05      0.99
cov_eigen_values_3[7]      0.07      0.00      0.07      0.07      0.07     20.64      1.07
cov_eigen_values_4[0]      0.66      0.00      0.66      0.66      0.66     22.51      1.09
cov_eigen_values_4[1]      0.08      0.00      0.08      0.08      0.08     37.79      1.00
cov_eigen_values_4[2]      0.06      0.00      0.06      0.06      0.06     20.62      1.00
cov_eigen_values_4[3]      0.06      0.00      0.06      0.06      0.06      6.10      1.21
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.04     59.62      0.99
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.03      5.19      1.26
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     39.51      0.99
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     24.25      1.04
cov_eigen_values_5[0]      0.22      0.00      0.22      0.22      0.22      7.34      1.20
cov_eigen_values_5[1]      0.07      0.00      0.07      0.07      0.07      5.36      1.27
cov_eigen_values_5[2]      0.05      0.00      0.05      0.05      0.05     10.14      1.11
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00      4.84      1.29
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01     12.80      1.04
cov_eigen_values_5[5]      0.02      0.00      0.02      0.02      0.02      6.45      1.24
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.04      5.42      1.24
cov_eigen_values_5[7]      0.04      0.00      0.04      0.04      0.04     18.91      1.06
cov_eigen_values_6[0]      0.12      0.00      0.12      0.12      0.12      9.07      1.17
cov_eigen_values_6[1]      0.04      0.00      0.04      0.04      0.04     11.95      1.07
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03      9.48      1.11
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02      4.72      1.31
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01      4.60      1.31
cov_eigen_values_6[5]      0.01      0.00      0.01      0.01      0.01      5.95      1.25
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     29.86      1.07
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     12.22      1.10
       mean_data_1[0]      3.81      0.00      3.81      3.81      3.81     21.19      1.00
       mean_data_1[1]      0.43      0.00      0.43      0.43      0.43     11.73      1.06
       mean_data_1[2]     -0.40      0.00     -0.40     -0.40     -0.40     21.88      1.12
       mean_data_1[3]      0.15      0.00      0.15      0.15      0.15     20.98      1.08
       mean_data_1[4]     -0.03      0.00     -0.03     -0.03     -0.03     22.08      1.00
       mean_data_1[5]      0.02      0.00      0.02      0.02      0.02      5.03      1.29
       mean_data_1[6]      0.10      0.00      0.10      0.10      0.10     41.79      1.03
       mean_data_1[7]     -0.00      0.00     -0.00     -0.00     -0.00     11.74      1.05
       mean_data_2[0]     -0.69      0.00     -0.69     -0.69     -0.69      5.88      1.22
       mean_data_2[1]      1.48      0.00      1.48      1.48      1.48      5.04      1.28
       mean_data_2[2]      1.01      0.00      1.01      1.01      1.01     20.02      1.07
       mean_data_2[3]     -0.01      0.00     -0.01     -0.01     -0.01     52.45      1.04
       mean_data_2[4]      0.01      0.00      0.01      0.01      0.01     10.95      1.07
       mean_data_2[5]      0.00      0.00      0.00      0.00      0.00      8.60      1.11
       mean_data_2[6]     -0.01      0.00     -0.01     -0.01     -0.01     21.13      1.06
       mean_data_2[7]     -0.00      0.00     -0.00     -0.00     -0.00     12.43      1.03
       mean_data_3[0]     -3.91      0.00     -3.91     -3.91     -3.91      7.70      1.15
       mean_data_3[1]     -0.44      0.00     -0.44     -0.44     -0.44     17.55      1.08
       mean_data_3[2]      0.10      0.00      0.10      0.10      0.10     10.95      1.12
       mean_data_3[3]      0.02      0.00      0.02      0.02      0.02      5.37      1.27
       mean_data_3[4]      0.03      0.00      0.03      0.03      0.03      6.46      1.20
       mean_data_3[5]      0.00      0.00      0.00      0.00      0.00     45.86      1.02
       mean_data_3[6]      0.01      0.00      0.01      0.01      0.01     14.99      1.09
       mean_data_3[7]     -0.00      0.00     -0.00     -0.00     -0.00      6.21      1.20
       mean_data_4[0]      1.10      0.00      1.10      1.10      1.10     60.82      1.01
       mean_data_4[1]      0.54      0.00      0.54      0.54      0.54      9.97      1.18
       mean_data_4[2]     -0.54      0.00     -0.54     -0.54     -0.54      6.19      1.26
       mean_data_4[3]      0.01      0.00      0.01      0.01      0.01     27.04      0.99
       mean_data_4[4]      0.03      0.00      0.03      0.03      0.03      4.73      1.32
       mean_data_4[5]     -0.02      0.00     -0.02     -0.02     -0.02      8.71      1.14
       mean_data_4[6]     -0.04      0.00     -0.04     -0.04     -0.04     15.62      1.04
       mean_data_4[7]      0.00      0.00      0.00      0.00      0.00      4.72      1.29
       mean_data_5[0]     -2.70      0.00     -2.70     -2.70     -2.70      4.53      1.35
       mean_data_5[1]     -0.03      0.00     -0.03     -0.03     -0.03      4.53      1.34
       mean_data_5[2]     -0.20      0.00     -0.20     -0.20     -0.20     14.48      1.00
       mean_data_5[3]     -0.10      0.00     -0.10     -0.10     -0.10     13.98      1.02
       mean_data_5[4]     -0.10      0.00     -0.10     -0.10     -0.10     20.86      1.01
       mean_data_5[5]      0.01      0.00      0.01      0.01      0.01      9.77      1.13
       mean_data_5[6]     -0.01      0.00     -0.01     -0.01     -0.01      5.46      1.26
       mean_data_5[7]     -0.02      0.00     -0.02     -0.02     -0.02     25.46      1.00
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.87     19.07      1.03
       mean_data_6[1]     -0.66      0.00     -0.66     -0.66     -0.66     11.69      1.04
       mean_data_6[2]      0.30      0.00      0.30      0.30      0.30      9.41      1.17
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.04     14.75      1.01
       mean_data_6[4]     -0.00      0.00     -0.00     -0.00     -0.00      6.09      1.23
       mean_data_6[5]      0.00      0.00      0.00      0.00      0.00     84.46      1.01
       mean_data_6[6]     -0.01      0.00     -0.01     -0.01     -0.01      7.02      1.21
       mean_data_6[7]     -0.00      0.00     -0.00     -0.00     -0.00     34.80      0.99
                 mu_1      3.20      0.00      3.20      3.20      3.20      7.07      1.19
                 mu_2      2.40      0.00      2.40      2.40      2.40      5.47      1.25
                 mu_3      1.33      0.00      1.33      1.33      1.33      9.02      1.13
                 mu_4     -0.01      0.00     -0.01     -0.01     -0.01      5.51      1.22

Number of divergences: 76
