
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.42      0.00      0.42      0.42      0.42      4.12      1.81
cov_eigen_values_1[1]      0.08      0.00      0.08      0.08      0.08      5.06      1.22
cov_eigen_values_1[2]      0.05      0.00      0.05      0.05      0.05      2.93      1.91
cov_eigen_values_1[3]      0.04      0.00      0.04      0.04      0.04      4.61      1.09
cov_eigen_values_1[4]      0.03      0.00      0.03      0.03      0.03      3.57      1.94
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00      3.25      2.02
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.02      5.70      1.03
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01      4.24      1.01
cov_eigen_values_2[0]      0.52      0.00      0.52      0.52      0.52     13.06      1.00
cov_eigen_values_2[1]      0.07      0.00      0.07      0.07      0.07      3.46      1.68
cov_eigen_values_2[2]      0.06      0.00      0.06      0.06      0.06      4.00      1.73
cov_eigen_values_2[3]      0.04      0.00      0.04      0.04      0.04      6.77      1.07
cov_eigen_values_2[4]      0.04      0.00      0.04      0.04      0.04      3.61      1.65
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00      6.73      1.02
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01     10.40      0.99
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01      3.33      1.83
cov_eigen_values_3[0]      0.32      0.00      0.32      0.32      0.32      9.48      1.03
cov_eigen_values_3[1]      0.14      0.00      0.14      0.14      0.14      3.75      1.63
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00      6.35      1.28
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02      3.04      1.98
cov_eigen_values_3[4]      0.07      0.00      0.07      0.07      0.07      2.73      2.43
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.05      3.79      1.22
cov_eigen_values_3[6]      0.06      0.00      0.06      0.06      0.06      9.56      0.99
cov_eigen_values_3[7]      0.06      0.00      0.06      0.06      0.06      5.85      0.99
cov_eigen_values_4[0]      0.66      0.00      0.66      0.66      0.66      3.92      1.51
cov_eigen_values_4[1]      0.07      0.00      0.07      0.07      0.07      3.36      1.84
cov_eigen_values_4[2]      0.06      0.00      0.06      0.06      0.06     13.53      1.03
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.05      2.93      1.90
