
                   mean       std    median      5.0%     95.0%     n_eff     r_hat
mean_data1[0]      6.68      0.61      6.86      6.71      7.07     23.19      1.06
mean_data1[1]     -0.62      0.08     -0.65     -0.67     -0.62     23.37      1.06
mean_data1[2]      0.28      0.10      0.30      0.27      0.34     23.14      1.06
mean_data1[3]     -0.04      0.02     -0.04     -0.06     -0.02     26.92      1.04
mean_data1[4]      0.01      0.03     -0.00     -0.02      0.01     23.62      1.06
mean_data1[5]     -0.00      0.01     -0.00     -0.01      0.01    320.42      1.00
mean_data1[6]     -0.02      0.02     -0.01     -0.02     -0.00     23.97      1.06
mean_data1[7]     -0.01      0.02     -0.00     -0.01      0.01     24.73      1.05
mean_data2[0]     -3.73      0.91     -4.06     -4.49     -1.45     13.73      1.14
mean_data2[1]     -0.54      0.08     -0.53     -0.67     -0.42      4.83      1.25
mean_data2[2]      0.10      0.18      0.17     -0.36      0.28     11.74      1.15
mean_data2[3]      0.27      0.04      0.25      0.22      0.32      1.43      1.71
mean_data2[4]      0.03      0.16      0.04     -0.23      0.38     10.56      1.18
mean_data2[5]     -0.01      0.04     -0.00     -0.07      0.04     46.23      1.10
mean_data2[6]     -0.01      0.05     -0.00     -0.09      0.07      5.88      1.20
mean_data2[7]      0.01      0.06      0.01     -0.06      0.15     15.73      1.14
mean_data3[0]     -3.39      0.15     -3.49     -3.57     -3.20      1.06      4.06
mean_data3[1]     -0.26      0.06     -0.29     -0.33     -0.19      1.09      3.26
mean_data3[2]     -0.03      0.05     -0.01     -0.10      0.02      1.09      3.21
mean_data3[3]     -0.07      0.08     -0.04     -0.20      0.02      1.50      1.70
mean_data3[4]     -0.03      0.02     -0.03     -0.06      0.00      1.30      1.93
mean_data3[5]      0.00      0.01      0.00     -0.01      0.01    111.66      1.02
mean_data3[6]      0.00      0.00      0.00     -0.00      0.01     67.37      1.01
mean_data3[7]     -0.01      0.01     -0.01     -0.02      0.01      3.25      1.17
mean_data4[0]      0.74      0.18      0.69      0.56      1.13      9.70      1.19
mean_data4[1]      0.54      0.01      0.54      0.53      0.55    173.11      1.00
mean_data4[2]     -0.58      0.02     -0.58     -0.60     -0.55     13.53      1.11
mean_data4[3]     -0.03      0.02     -0.04     -0.05     -0.00     12.81      1.15
mean_data4[4]      0.06      0.01      0.06      0.04      0.07     64.23      1.01
mean_data4[5]      0.00      0.01      0.00     -0.01      0.02    145.60      1.00
mean_data4[6]     -0.02      0.01     -0.02     -0.04     -0.01     15.45      1.09
mean_data4[7]      0.02      0.01      0.02      0.00      0.03     79.45      1.02
mean_data5[0]      2.95      0.21      2.98      2.93      3.04     72.90      1.01
mean_data5[1]      0.47      0.06      0.48      0.46      0.50     74.87      1.01
mean_data5[2]     -0.42      0.05     -0.43     -0.45     -0.42     75.91      1.01
mean_data5[3]      0.11      0.04      0.12      0.11      0.13     69.56      1.01
mean_data5[4]     -0.00      0.02     -0.01     -0.02      0.01     78.19      1.01
mean_data5[5]     -0.01      0.04     -0.01     -0.02      0.01     66.07      1.01
mean_data5[6]      0.02      0.00      0.02      0.01      0.02     89.66      1.02
mean_data5[7]     -0.00      0.01     -0.00     -0.02      0.01     99.24      1.01
mean_data6[0]     -0.68      0.01     -0.68     -0.69     -0.67    238.69      1.00
mean_data6[1]      1.48      0.03      1.48      1.45      1.51    134.86      1.00
mean_data6[2]      1.01      0.02      1.01      0.99      1.04    135.05      1.00
mean_data6[3]     -0.01      0.01     -0.01     -0.02      0.01    136.79      1.00
mean_data6[4]      0.00      0.00      0.00     -0.00      0.01    295.01      1.00
mean_data6[5]      0.00      0.01      0.00     -0.01      0.01    245.34      1.00
mean_data6[6]     -0.01      0.01     -0.01     -0.02      0.01    147.80      1.00
mean_data6[7]     -0.00      0.01     -0.00     -0.01      0.01    254.04      1.00
         mu_1      3.10      0.05      3.11      3.03      3.17     10.23      1.27
         mu_2      2.59      0.26      2.35      2.32      2.85      1.01     22.43
         mu_3      1.18      0.05      1.22      1.09      1.23      1.67      1.64
         mu_4     -0.10      0.03     -0.10     -0.15     -0.05     79.80      1.03

Number of divergences: 0
