
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.34      0.04      0.34      0.28      0.42      5.85      1.03
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.11     11.45      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     23.59      1.03
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     12.11      1.18
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     86.93      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     87.84      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     93.17      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     87.26      0.99
cov_eigen_values_2[0]      0.60      0.05      0.61      0.50      0.66      3.69      1.92
cov_eigen_values_2[1]      0.08      0.01      0.07      0.06      0.09     11.48      1.06
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     30.03      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.07     21.79      1.03
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     62.11      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    106.05      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    226.71      1.01
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    152.39      1.00
cov_eigen_values_3[0]      0.32      0.03      0.31      0.27      0.36      6.37      1.02
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     23.33      1.15
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     96.58      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    498.19      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     34.88      1.03
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     66.79      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     54.37      1.03
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     72.68      1.01
cov_eigen_values_4[0]      0.21      0.02      0.21      0.17      0.24     15.65      1.09
cov_eigen_values_4[1]      0.09      0.01      0.09      0.07      0.12      8.22      1.03
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     13.72      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     45.90      1.04
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    104.02      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00     34.88      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    252.94      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    203.50      0.99
cov_eigen_values_5[0]      0.55      0.04      0.55      0.49      0.61      6.42      1.19
cov_eigen_values_5[1]      0.08      0.01      0.08      0.06      0.10     15.08      1.19
cov_eigen_values_5[2]      0.07      0.01      0.06      0.04      0.08     39.68      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.06     14.70      1.04
cov_eigen_values_5[4]      0.03      0.01      0.03      0.02      0.03     65.82      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     63.44      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     49.79      1.01
