
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.07      0.43      0.34      0.56     15.99      1.22
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.09     23.97      1.02
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     20.76      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     29.05      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03    104.24      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     45.27      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     98.18      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    171.21      1.02
cov_eigen_values_2[0]      0.49      0.04      0.49      0.42      0.54      5.89      1.68
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     39.47      1.00
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     31.69      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     56.70      1.02
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     31.14      1.08
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    158.84      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    160.16      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     82.10      1.00
cov_eigen_values_3[0]      0.31      0.03      0.30      0.26      0.36      4.85      1.51
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.17     13.41      1.22
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     53.51      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    185.65      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     47.51      0.99
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06     78.33      1.02
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     38.61      1.00
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     70.65      1.01
cov_eigen_values_4[0]      0.20      0.02      0.19      0.17      0.24      6.07      1.37
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.11      6.37      1.06
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     30.64      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     35.51      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    144.47      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    110.81      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    374.72      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    189.29      0.99
cov_eigen_values_5[0]      0.46      0.03      0.46      0.42      0.50     14.27      1.06
