
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.02      0.44      0.41      0.47      4.97      1.35
cov_eigen_values_1[1]      0.09      0.01      0.08      0.07      0.10     17.24      1.00
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     12.98      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     14.21      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03     43.30      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     82.40      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     19.98      1.06
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    131.23      1.01
cov_eigen_values_2[0]      0.66      0.06      0.67      0.55      0.76      5.48      1.03
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     13.01      1.09
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.10      4.20      1.47
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     23.69      1.05
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     13.12      1.03
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    165.07      1.02
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02     77.22      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     30.19      1.14
cov_eigen_values_3[0]      0.31      0.01      0.31      0.29      0.34      8.99      1.04
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     18.66      1.03
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    159.95      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    218.75      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.09     20.60      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     43.68      0.99
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     27.09      1.01
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     23.64      1.10
cov_eigen_values_4[0]      0.20      0.01      0.20      0.19      0.22     15.39      1.12
cov_eigen_values_4[1]      0.09      0.02      0.09      0.07      0.12      4.17      1.32
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07      5.66      1.12
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     28.43      1.00
cov_eigen_values_4[4]      0.03      0.00      0.03      0.02      0.03     39.68      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    115.44      1.03
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     90.43      1.03
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    155.08      1.00
cov_eigen_values_5[0]      0.46      0.04      0.47      0.39      0.52      4.07      1.07
cov_eigen_values_5[1]      0.07      0.01      0.07      0.06      0.09      4.49      1.63
cov_eigen_values_5[2]      0.07      0.01      0.07      0.05      0.08     14.74      1.21
cov_eigen_values_5[3]      0.04      0.01      0.03      0.03      0.05      9.48      1.11
cov_eigen_values_5[4]      0.03      0.00      0.03      0.02      0.03     44.22      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     24.00      1.00
