
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.04      0.04      0.03      0.02      0.04     34.71      1.04
cov_eigen_values_1[1]      0.09      0.01      0.09      0.08      0.11    637.69      1.00
cov_eigen_values_1[2]      0.03      0.00      0.03      0.03      0.04    329.01      1.00
cov_eigen_values_1[3]      0.02      0.00      0.02      0.01      0.02    281.66      1.00
cov_eigen_values_1[4]      0.06      0.01      0.06      0.05      0.07    349.75      1.00
cov_eigen_values_1[5]     -0.00      0.00     -0.00     -0.00      0.00    181.31      1.00
cov_eigen_values_1[6]      0.06      0.01      0.06      0.05      0.07    279.41      1.00
cov_eigen_values_1[7]      0.03      0.00      0.03      0.02      0.03    280.85      1.01
cov_eigen_values_2[0]      0.54      0.03      0.54      0.48      0.58    331.47      0.99
cov_eigen_values_2[1]      0.09      0.03      0.08      0.04      0.13    176.04      1.00
cov_eigen_values_2[2]      0.10      0.02      0.10      0.06      0.13     97.77      1.00
cov_eigen_values_2[3]      0.09      0.02      0.09      0.06      0.12    104.35      1.04
cov_eigen_values_2[4]      0.06      0.02      0.06      0.03      0.10    389.67      1.00
cov_eigen_values_2[5]      0.06      0.02      0.05      0.03      0.08    123.11      1.02
cov_eigen_values_2[6]      0.08      0.02      0.08      0.06      0.11     87.12      1.05
cov_eigen_values_2[7]      0.10      0.02      0.10      0.07      0.13    214.94      1.01
cov_eigen_values_3[0]      0.45      0.02      0.45      0.42      0.48    392.45      0.99
cov_eigen_values_3[1]      0.27      0.01      0.27      0.25      0.30    587.65      1.00
cov_eigen_values_3[2]      0.03      0.00      0.03      0.03      0.03    310.37      1.00
cov_eigen_values_3[3]      0.03      0.00      0.03      0.03      0.03    255.64      1.00
cov_eigen_values_3[4]      0.20      0.01      0.20      0.19      0.22    332.90      0.99
cov_eigen_values_3[5]      0.10      0.01      0.10      0.10      0.11    499.43      0.99
cov_eigen_values_3[6]      0.14      0.01      0.14      0.13      0.15    341.07      1.00
cov_eigen_values_3[7]      0.12      0.01      0.12      0.11      0.13    241.52      1.02
cov_eigen_values_4[0]      0.61      0.03      0.61      0.56      0.66    273.87      1.00
cov_eigen_values_4[1]      0.07      0.01      0.07      0.06      0.08    292.60      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07    703.36      0.99
cov_eigen_values_4[3]      0.05      0.01      0.05      0.04      0.07    338.90      1.00
