
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.03      0.00      0.03      0.02      0.03     55.44      1.01
cov_eigen_values_1[1]      0.10      0.01      0.10      0.09      0.11     78.85      0.99
cov_eigen_values_1[2]      0.03      0.00      0.03      0.03      0.04     81.58      1.00
cov_eigen_values_1[3]      0.02      0.00      0.02      0.01      0.02     97.11      0.99
cov_eigen_values_1[4]      0.06      0.01      0.06      0.05      0.07     94.13      0.98
cov_eigen_values_1[5]     -0.00      0.00     -0.00     -0.00      0.00     82.32      1.02
cov_eigen_values_1[6]      0.06      0.01      0.06      0.05      0.07     75.47      0.99
cov_eigen_values_1[7]      0.03      0.00      0.03      0.02      0.03     90.32      0.99
cov_eigen_values_2[0]      0.64      0.07      0.64      0.53      0.75    148.43      0.98
cov_eigen_values_2[1]      0.20      0.07      0.18      0.10      0.33     17.71      1.16
cov_eigen_values_2[2]      0.19      0.05      0.19      0.10      0.25     48.41      1.02
cov_eigen_values_2[3]      0.19      0.06      0.19      0.11      0.28    109.13      0.99
cov_eigen_values_2[4]      0.15      0.07      0.14      0.05      0.27     24.98      1.12
cov_eigen_values_2[5]      0.12      0.05      0.12      0.06      0.19     41.43      1.02
cov_eigen_values_2[6]      0.18      0.05      0.17      0.09      0.27     72.12      0.99
cov_eigen_values_2[7]      0.22      0.05      0.22      0.14      0.30    113.90      0.99
cov_eigen_values_3[0]      0.53      0.03      0.53      0.48      0.58    721.20      0.98
cov_eigen_values_3[1]      0.31      0.02      0.31      0.28      0.33    126.93      1.01
cov_eigen_values_3[2]      0.03      0.00      0.03      0.03      0.03    126.69      0.99
cov_eigen_values_3[3]      0.03      0.00      0.03      0.03      0.03    118.12      1.01
cov_eigen_values_3[4]      0.22      0.01      0.22      0.20      0.24    208.61      0.98
cov_eigen_values_3[5]      0.11      0.01      0.11      0.09      0.11    157.60      0.99
cov_eigen_values_3[6]      0.15      0.01      0.15      0.13      0.16    289.80      0.98
cov_eigen_values_3[7]      0.12      0.01      0.12      0.11      0.13    463.34      0.98
cov_eigen_values_4[0]      0.29      0.04      0.28      0.22      0.33     72.19      1.02
cov_eigen_values_4[1]      0.07      0.01      0.06      0.05      0.08     63.41      0.99
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     73.84      1.00
cov_eigen_values_4[3]      0.05      0.01      0.05      0.05      0.06    113.58      1.01
cov_eigen_values_4[4]      0.04      0.01      0.04      0.03      0.05    201.18      0.98
cov_eigen_values_4[5]      0.04      0.00      0.04      0.03      0.04    135.29      1.00
cov_eigen_values_4[6]     -0.01      0.01     -0.01     -0.01      0.01      4.97      1.52
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.02     97.20      1.01
cov_eigen_values_5[0]      0.71      0.06      0.71      0.62      0.80     34.57      1.02
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.07    144.27      1.00
cov_eigen_values_5[2]      0.08      0.01      0.08      0.07      0.10     38.96      1.02
cov_eigen_values_5[3]      0.37      0.03      0.36      0.31      0.41    147.56      0.99
cov_eigen_values_5[4]      0.10      0.01      0.10      0.08      0.11    337.27      0.99
cov_eigen_values_5[5]      0.14      0.02      0.14      0.12      0.17     82.97      0.98
cov_eigen_values_5[6]      0.08      0.01      0.08      0.07      0.10     88.47      1.01
cov_eigen_values_5[7]      0.06      0.01      0.06      0.05      0.07    167.92      1.00
cov_eigen_values_6[0]      0.04      0.01      0.04      0.03      0.05     36.54      1.04
cov_eigen_values_6[1]      0.16      0.02      0.16      0.13      0.20     78.89      1.01
cov_eigen_values_6[2]      0.11      0.01      0.10      0.08      0.12     95.43      0.98
cov_eigen_values_6[3]      0.26      0.03      0.26      0.21      0.30    128.41      0.99
cov_eigen_values_6[4]      0.09      0.01      0.09      0.07      0.11    125.59      0.99
cov_eigen_values_6[5]      0.25      0.03      0.25      0.19      0.29    116.01      0.99
cov_eigen_values_6[6]      0.21      0.02      0.21      0.17      0.24     90.69      1.00
cov_eigen_values_6[7]      0.20      0.03      0.20      0.17      0.24     29.47      1.06
       mean_data_1[0]      6.87      0.00      6.87      6.86      6.88     90.16      1.00
       mean_data_1[1]     -0.65      0.01     -0.65     -0.66     -0.63     91.57      1.00
       mean_data_1[2]      0.31      0.01      0.31      0.29      0.32     88.71      1.00
       mean_data_1[3]     -0.04      0.01     -0.04     -0.06     -0.03     86.17      0.99
       mean_data_1[4]     -0.00      0.01     -0.00     -0.01      0.01    121.61      1.02
       mean_data_1[5]     -0.00      0.00     -0.00     -0.01      0.00     79.23      1.00
       mean_data_1[6]     -0.01      0.01     -0.01     -0.03     -0.00     80.80      0.99
       mean_data_1[7]     -0.00      0.01     -0.00     -0.01      0.01    166.95      0.99
       mean_data_2[0]      0.17      0.95      0.03     -1.09      1.69      1.57      1.87
       mean_data_2[1]     -0.45      0.64     -0.59     -1.42      0.48     19.41      1.06
       mean_data_2[2]      0.34      0.57      0.35     -0.49      1.29      5.44      1.43
       mean_data_2[3]      0.21      0.65      0.28     -0.71      1.32      2.35      1.34
       mean_data_2[4]      0.12      0.65      0.13     -1.03      1.02      3.16      1.27
       mean_data_2[5]      0.12      0.77      0.06     -0.95      1.37      3.39      1.87
       mean_data_2[6]     -0.05      0.35     -0.09     -0.60      0.48      5.29      1.18
       mean_data_2[7]      0.04      0.48      0.08     -0.81      0.69     17.11      1.24
       mean_data_3[0]     -3.54      0.03     -3.54     -3.59     -3.50    115.95      1.01
       mean_data_3[1]     -0.32      0.01     -0.32     -0.33     -0.29     94.43      1.02
       mean_data_3[2]      0.01      0.01      0.01     -0.01      0.03     98.20      1.01
       mean_data_3[3]     -0.02      0.03     -0.02     -0.08      0.03     63.95      1.02
       mean_data_3[4]     -0.01      0.02     -0.01     -0.05      0.02    104.28      1.01
       mean_data_3[5]      0.00      0.02     -0.00     -0.03      0.02     92.37      1.01
       mean_data_3[6]      0.00      0.00      0.01     -0.00      0.01    129.98      1.00
       mean_data_3[7]     -0.00      0.01     -0.00     -0.02      0.01    136.39      1.00
       mean_data_4[0]      0.66      0.05      0.66      0.59      0.74    127.99      1.01
       mean_data_4[1]      0.54      0.01      0.54      0.53      0.55    122.05      0.99
       mean_data_4[2]     -0.59      0.01     -0.59     -0.59     -0.57     96.40      1.01
       mean_data_4[3]     -0.04      0.01     -0.04     -0.05     -0.03     94.77      1.01
       mean_data_4[4]      0.06      0.01      0.06      0.05      0.07     84.40      1.00
       mean_data_4[5]     -0.00      0.01     -0.00     -0.01      0.02    114.25      1.00
       mean_data_4[6]     -0.01      0.01     -0.02     -0.03     -0.01    126.49      1.01
       mean_data_4[7]      0.02      0.01      0.02      0.01      0.03    145.05      1.00
       mean_data_5[0]      2.97      0.09      2.97      2.84      3.11    133.98      0.99
       mean_data_5[1]      0.48      0.05      0.47      0.40      0.55    125.03      0.99
       mean_data_5[2]     -0.43      0.03     -0.43     -0.48     -0.38    136.28      0.98
       mean_data_5[3]      0.12      0.02      0.12      0.09      0.15     90.11      1.00
       mean_data_5[4]     -0.01      0.01     -0.01     -0.03      0.01    222.74      0.98
       mean_data_5[5]     -0.01      0.02     -0.01     -0.03      0.01    199.28      0.99
       mean_data_5[6]      0.01      0.04      0.02     -0.04      0.08    117.23      0.98
       mean_data_5[7]     -0.01      0.01     -0.01     -0.02      0.02    139.94      0.99
       mean_data_6[0]     -0.67      0.04     -0.68     -0.74     -0.61    104.69      1.03
       mean_data_6[1]      1.48      0.03      1.48      1.44      1.54    204.38      0.99
       mean_data_6[2]      1.01      0.03      1.02      0.97      1.07    130.82      1.00
       mean_data_6[3]     -0.01      0.04     -0.00     -0.06      0.05     81.84      1.01
       mean_data_6[4]      0.01      0.03      0.00     -0.06      0.05    165.47      0.98
       mean_data_6[5]      0.01      0.04      0.01     -0.05      0.08    174.86      1.01
       mean_data_6[6]     -0.00      0.04     -0.00     -0.08      0.06     83.36      1.01
       mean_data_6[7]     -0.00      0.02      0.00     -0.03      0.04    129.69      1.00
                 mu_1      3.16      0.01      3.15      3.14      3.17      4.11      1.16
                 mu_2      2.91      0.01      2.91      2.89      2.94      4.97      1.18
                 mu_3      1.19      0.02      1.19      1.16      1.22     27.81      1.08
                 mu_4     -0.09      0.04     -0.09     -0.14     -0.01     61.31      1.04

Number of divergences: 0
