
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.89      0.05      0.89      0.80      0.97    443.27      0.99
cov_eigen_values_1[1]      0.30      0.02      0.30      0.27      0.33    347.56      1.00
cov_eigen_values_1[2]      0.24      0.02      0.24      0.21      0.26    249.58      1.00
cov_eigen_values_1[3]      0.20      0.01      0.19      0.18      0.21    354.47      0.99
cov_eigen_values_1[4]      0.06      0.00      0.06      0.05      0.06    105.96      0.99
cov_eigen_values_1[5]      0.05      0.00      0.05      0.04      0.05    207.54      1.00
cov_eigen_values_1[6]      0.01      0.00      0.01      0.01      0.01    129.06      1.00
cov_eigen_values_1[7]      0.02      0.00      0.02      0.01      0.02    175.54      1.00
cov_eigen_values_2[0]      2.31      0.23      2.30      1.92      2.61    234.77      0.99
cov_eigen_values_2[1]      0.79      0.08      0.79      0.67      0.92    172.05      1.02
cov_eigen_values_2[2]      0.54      0.05      0.53      0.46      0.62    436.95      0.99
cov_eigen_values_2[3]      0.23      0.03      0.23      0.18      0.27    409.01      0.99
cov_eigen_values_2[4]      0.19      0.02      0.18      0.15      0.21    129.32      0.99
cov_eigen_values_2[5]      0.16      0.02      0.16      0.14      0.19    182.32      1.01
cov_eigen_values_2[6]      0.05      0.01      0.05      0.04      0.06    106.36      1.02
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    129.94      0.99
cov_eigen_values_3[0]      1.31      0.13      1.32      1.07      1.50    234.80      0.99
cov_eigen_values_3[1]      0.91      0.09      0.90      0.77      1.06    737.36      0.99
cov_eigen_values_3[2]      0.75      0.09      0.75      0.63      0.88    194.08      1.00
cov_eigen_values_3[3]      0.38      0.05      0.38      0.32      0.47    241.06      1.00
cov_eigen_values_3[4]      0.28      0.03      0.28      0.24      0.33    327.13      0.99
cov_eigen_values_3[5]      0.15      0.01      0.15      0.13      0.18    304.29      1.00
cov_eigen_values_3[6]      0.07      0.01      0.07      0.06      0.08    186.81      0.99
cov_eigen_values_3[7]      0.04      0.00      0.04      0.04      0.05    124.86      0.99
       mean_data_1[0]     -2.11      0.01     -2.11     -2.13     -2.09    149.29      0.99
       mean_data_1[1]     -0.52      0.02     -0.52     -0.55     -0.49    195.48      1.00
       mean_data_1[2]      0.03      0.01      0.04      0.01      0.05     92.46      1.00
       mean_data_1[3]     -0.01      0.07     -0.01     -0.13      0.10     84.74      1.00
       mean_data_1[4]      0.00      0.03      0.00     -0.04      0.05    110.14      1.00
       mean_data_1[5]      0.00      0.02      0.00     -0.03      0.04    125.21      1.00
       mean_data_1[6]     -0.01      0.02     -0.01     -0.03      0.02    185.23      0.99
       mean_data_1[7]     -0.00      0.01     -0.01     -0.03      0.02    369.11      0.99
       mean_data_2[0]      1.81      0.05      1.81      1.74      1.89    127.21      1.01
       mean_data_2[1]      3.61      0.06      3.61      3.51      3.71    138.42      1.00
       mean_data_2[2]     -0.07      0.24     -0.10     -0.40      0.35     97.95      1.00
       mean_data_2[3]     -0.01      0.04     -0.01     -0.08      0.06    181.56      1.01
       mean_data_2[4]     -0.00      0.08     -0.00     -0.11      0.14    131.43      1.00
       mean_data_2[5]      0.00      0.03      0.00     -0.04      0.06    159.31      0.99
       mean_data_2[6]      0.03      0.06      0.02     -0.05      0.13    151.23      1.00
       mean_data_2[7]      0.02      0.03      0.02     -0.02      0.06    211.98      1.00
       mean_data_3[0]      4.01      0.10      4.02      3.83      4.15    125.71      0.99
       mean_data_3[1]     -2.72      0.06     -2.72     -2.80     -2.62     78.07      1.00
       mean_data_3[2]     -0.05      0.01     -0.05     -0.07     -0.03    124.08      1.01
       mean_data_3[3]      0.07      0.14      0.07     -0.13      0.30    110.79      1.01
       mean_data_3[4]     -0.02      0.13     -0.01     -0.23      0.17    147.67      0.99
       mean_data_3[5]     -0.00      0.07     -0.00     -0.14      0.11     78.93      1.02
       mean_data_3[6]     -0.01      0.04     -0.01     -0.07      0.06    110.12      0.99
       mean_data_3[7]     -0.00      0.07      0.00     -0.12      0.08    155.67      1.01
                 mu_1      0.02      0.00      0.02      0.01      0.02    128.94      0.99
                 mu_2      0.01      0.00      0.01      0.00      0.01    141.65      0.99

Number of divergences: 0
