
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.03      0.44      0.38      0.50      6.62      1.33
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10      7.39      1.20
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06     13.41      1.04
cov_eigen_values_1[3]      0.03      0.00      0.03      0.03      0.04     50.17      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     62.79      1.02
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     70.82      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     90.67      1.03
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    384.62      1.00
cov_eigen_values_2[0]      0.58      0.03      0.58      0.54      0.61      5.20      1.76
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     27.88      1.04
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     33.34      1.12
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     35.44      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.05     44.94      1.07
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     97.84      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    203.02      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04     68.90      0.99
cov_eigen_values_3[0]      0.31      0.02      0.31      0.28      0.34     10.01      1.04
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     27.06      1.04
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     99.99      1.02
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    209.68      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     46.62      1.01
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     47.94      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     25.61      1.06
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     40.47      0.99
cov_eigen_values_4[0]      0.19      0.01      0.19      0.18      0.22     14.87      1.03
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10     18.85      1.04
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     17.52      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     46.58      0.99
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03     72.97      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    107.22      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    195.15      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    188.16      0.99
cov_eigen_values_5[0]      0.53      0.05      0.52      0.47      0.63      3.33      2.00
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09     11.16      1.01
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     18.97      1.11
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     32.29      1.17
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.03     50.57      1.01
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     94.44      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00    123.18      1.01
cov_eigen_values_5[7]      0.00      0.00     -0.00     -0.00      0.00    156.41      1.00
cov_eigen_values_6[0]      0.14      0.02      0.14      0.11      0.17      7.16      1.41
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.05     59.02      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     36.52      1.12
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    101.17      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02    191.43      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     78.96      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    111.38      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    131.60      0.99
       mean_data_1[0]      3.72      0.01      3.72      3.70      3.74     16.29      1.02
       mean_data_1[1]      0.46      0.00      0.46      0.46      0.47     25.90      1.00
       mean_data_1[2]     -0.38      0.01     -0.38     -0.39     -0.37     17.14      1.08
       mean_data_1[3]      0.13      0.01      0.13      0.12      0.14     24.17      1.00
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.02     25.16      1.01
       mean_data_1[5]     -0.08      0.00     -0.08     -0.09     -0.08     27.38      0.99
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07     59.65      1.00
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     34.42      1.01
       mean_data_2[0]      1.05      0.01      1.05      1.03      1.06     23.16      1.13
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56     25.26      1.01
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52     15.43      1.06
       mean_data_2[3]      0.00      0.00      0.00     -0.01      0.01     45.67      1.00
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.05     16.59      1.03
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.05     33.64      1.03
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     38.23      1.00
       mean_data_2[7]      0.01      0.01      0.01      0.01      0.02     45.68      0.99
       mean_data_3[0]     -3.92      0.01     -3.92     -3.93     -3.91     33.06      1.03
       mean_data_3[1]     -0.44      0.00     -0.44     -0.45     -0.43     34.97      1.04
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10     21.58      1.21
       mean_data_3[3]      0.02      0.01      0.02      0.01      0.03     37.40      1.00
       mean_data_3[4]      0.03      0.01      0.03      0.02      0.04     42.82      1.00
       mean_data_3[5]     -0.00      0.00     -0.00     -0.01      0.00     51.28      0.99
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.02     40.66      1.03
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.01     46.33      1.00
       mean_data_4[0]     -2.69      0.01     -2.69     -2.70     -2.67     11.44      1.00
       mean_data_4[1]     -0.03      0.00     -0.03     -0.03     -0.02     31.40      1.00
       mean_data_4[2]     -0.20      0.00     -0.20     -0.21     -0.20     38.41      0.99
       mean_data_4[3]     -0.09      0.00     -0.09     -0.09     -0.08     44.00      1.00
       mean_data_4[4]     -0.11      0.01     -0.11     -0.12     -0.10     37.08      1.00
       mean_data_4[5]     -0.00      0.00     -0.00     -0.01      0.00     28.67      1.00
       mean_data_4[6]     -0.02      0.01     -0.02     -0.03     -0.01     18.87      0.99
       mean_data_4[7]     -0.01      0.01     -0.01     -0.02     -0.00     28.61      1.00
       mean_data_5[0]     -0.73      0.01     -0.73     -0.75     -0.71      9.42      1.23
       mean_data_5[1]      1.44      0.00      1.44      1.44      1.45     32.07      1.02
       mean_data_5[2]      1.07      0.00      1.07      1.06      1.08     36.79      1.05
       mean_data_5[3]     -0.01      0.00     -0.01     -0.02     -0.01     24.81      1.00
       mean_data_5[4]      0.00      0.01      0.00     -0.01      0.01     13.78      1.00
       mean_data_5[5]      0.00      0.01      0.00     -0.01      0.01     28.22      1.03
       mean_data_5[6]     -0.01      0.00     -0.01     -0.02     -0.00     29.04      1.04
       mean_data_5[7]     -0.00      0.01      0.00     -0.01      0.01     41.60      1.00
       mean_data_6[0]      6.85      0.00      6.85      6.85      6.86     49.98      0.99
       mean_data_6[1]     -0.65      0.01     -0.65     -0.66     -0.64     21.67      1.00
       mean_data_6[2]      0.29      0.01      0.29      0.28      0.30     22.39      1.01
       mean_data_6[3]     -0.04      0.00     -0.04     -0.04     -0.03     26.77      1.03
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     62.76      1.02
       mean_data_6[5]      0.01      0.00      0.01      0.00      0.01     56.06      1.00
       mean_data_6[6]     -0.01      0.00     -0.01     -0.01     -0.00     29.57      0.99
       mean_data_6[7]      0.00      0.00      0.00     -0.00      0.01    182.81      0.99
                 mu_1      3.11      0.04      3.10      3.05      3.17      6.31      1.30
                 mu_2      2.28      0.03      2.28      2.23      2.32      7.33      1.14
                 mu_3      1.34      0.05      1.32      1.28      1.42      2.57      2.37
                 mu_4      0.14      0.07      0.14      0.02      0.24      2.88      2.16

Number of divergences: 0
