,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,66350877,1e-05
1,20.0,0.0,-12.942547559250507,66350877,1e-05
2,30.0,0.0,-1.0,66350877,1e-05
3,0.0,0.0,-39.0,50445637,1e-05
4,20.0,0.0,-27.587280222146973,50445637,1e-05
5,40.0,0.0,-15.999999999999993,50445637,1e-05
6,0.0,0.0,-61.0,48884527,1e-05
7,20.0,0.0,-51.10313863343665,48884527,1e-05
8,60.0,0.0,-27.0,48884527,1e-05
9,0.0,0.0,-72.0,59602965,1e-05
10,30.0,0.0,-55.5,59602965,1e-05
11,60.0,0.0,-39.0,59602965,1e-05
12,20.0,0.0,-75.63544756506609,95980620,1e-05
13,60.0,0.0,-52.0,95980620,1e-05
14,70.0,0.0,-77.0,28689800,1e-05
15,80.0,0.0,-71.0,28689800,1e-05
