
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.43      0.03      0.43      0.38      0.47     13.20      0.99
cov_eigen_values_1[1]      0.09      0.01      0.09      0.07      0.10     69.25      0.99
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06    109.06      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05    108.29      1.00
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.04    248.68      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    131.67      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     51.45      1.04
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02     90.92      0.99
cov_eigen_values_2[0]      0.55      0.03      0.55      0.50      0.61      7.42      1.14
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.09     39.71      1.01
cov_eigen_values_2[2]      0.07      0.01      0.06      0.05      0.08     58.08      1.00
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     42.71      1.00
cov_eigen_values_2[4]      0.04      0.01      0.04      0.03      0.05    142.78      1.00
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     71.39      1.02
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01    154.56      0.99
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     84.35      1.03
cov_eigen_values_3[0]      0.34      0.02      0.34      0.31      0.37     11.87      0.99
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.18     52.87      1.02
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01    135.36      1.01
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    165.61      0.99
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.08    298.50      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06    972.14      1.00
cov_eigen_values_3[6]      0.07      0.00      0.07      0.06      0.08    213.89      1.00
cov_eigen_values_3[7]      0.07      0.00      0.06      0.06      0.07    172.59      1.00
cov_eigen_values_4[0]      0.62      0.03      0.63      0.57      0.67      7.86      1.07
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.09     99.58      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07    162.59      1.01
cov_eigen_values_4[3]      0.06      0.01      0.06      0.05      0.06    158.29      1.01
cov_eigen_values_4[4]      0.05      0.00      0.04      0.04      0.05    141.76      0.99
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04    159.68      1.00
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    156.14      1.01
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     36.51      1.06
cov_eigen_values_5[0]      0.19      0.02      0.19      0.16      0.22     49.43      0.99
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.08     40.65      1.04
cov_eigen_values_5[2]      0.05      0.01      0.05      0.05      0.07    177.27      1.00
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00     97.94      1.00
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01    123.51      1.00
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     91.15      1.01
cov_eigen_values_5[6]      0.05      0.01      0.04      0.04      0.05    124.88      1.02
cov_eigen_values_5[7]      0.04      0.00      0.04      0.03      0.05    163.83      0.99
