
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.20      0.17      0.04      0.03      0.38      1.01     21.98
cov_eigen_values_1[1]      0.09      0.01      0.09      0.08      0.10     13.36      1.08
cov_eigen_values_1[2]      0.04      0.01      0.04      0.03      0.04      1.85      1.43
cov_eigen_values_1[3]      0.02      0.00      0.02      0.01      0.02      1.81      1.48
cov_eigen_values_1[4]      0.06      0.01      0.06      0.05      0.07      9.90      1.24
cov_eigen_values_1[5]      0.00      0.00      0.00     -0.00      0.01      1.26      2.12
cov_eigen_values_1[6]      0.06      0.00      0.06      0.05      0.07     11.70      1.27
cov_eigen_values_1[7]      0.03      0.00      0.03      0.02      0.03     11.71      1.13
cov_eigen_values_2[0]      0.56      0.03      0.58      0.50      0.61      1.35      1.95
cov_eigen_values_2[1]      0.08      0.01      0.08      0.06      0.11     58.09      1.01
cov_eigen_values_2[2]      0.10      0.01      0.10      0.08      0.13     41.17      1.02
cov_eigen_values_2[3]      0.08      0.03      0.06      0.05      0.11      1.66      1.50
cov_eigen_values_2[4]      0.10      0.04      0.12      0.04      0.14      1.22      2.38
cov_eigen_values_2[5]      0.05      0.02      0.04      0.02      0.09      1.65      1.52
cov_eigen_values_2[6]      0.06      0.03      0.04      0.03      0.09      1.14      2.69
cov_eigen_values_2[7]      0.09      0.02      0.09      0.08      0.12      3.21      1.28
cov_eigen_values_3[0]      0.40      0.06      0.35      0.33      0.47      1.03      5.89
cov_eigen_values_3[1]      0.27      0.01      0.26      0.25      0.28      1.21      2.26
cov_eigen_values_3[2]      0.03      0.00      0.03      0.03      0.03      3.50      1.21
cov_eigen_values_3[3]      0.03      0.00      0.03      0.03      0.03      1.70      1.52
cov_eigen_values_3[4]      0.21      0.01      0.21      0.20      0.22      1.58      1.60
cov_eigen_values_3[5]      0.10      0.01      0.10      0.09      0.11      1.37      1.83
cov_eigen_values_3[6]      0.14      0.01      0.14      0.13      0.15     36.84      1.06
cov_eigen_values_3[7]      0.13      0.01      0.13      0.11      0.13      1.71      1.63
cov_eigen_values_4[0]      0.60      0.03      0.59      0.56      0.65     55.87      1.07
cov_eigen_values_4[1]      0.07      0.01      0.07      0.06      0.07      3.96      1.15
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     40.81      1.05
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06     33.91      1.03
