
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.38      0.01      0.37      0.37      0.38     35.73      1.05
cov_eigen_values_1[1]      0.07      0.01      0.06      0.06      0.07      9.86      1.13
cov_eigen_values_1[2]      0.05      0.00      0.05      0.05      0.05    124.49      0.99
cov_eigen_values_1[3]      0.04      0.00      0.04      0.04      0.04    219.31      0.99
cov_eigen_values_1[4]      0.03      0.00      0.03      0.03      0.03     17.79      1.08
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     39.79      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.02      8.71      1.17
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     69.24      1.01
cov_eigen_values_2[0]      0.57      0.02      0.57      0.56      0.58     12.40      1.08
cov_eigen_values_2[1]      0.08      0.00      0.08      0.07      0.08     14.67      1.09
cov_eigen_values_2[2]      0.06      0.00      0.06      0.06      0.06    386.84      0.99
cov_eigen_values_2[3]      0.04      0.00      0.04      0.04      0.04    121.25      1.00
cov_eigen_values_2[4]      0.04      0.00      0.04      0.04      0.04     14.79      1.08
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     22.26      1.10
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01     13.28      1.09
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     37.84      1.05
cov_eigen_values_3[0]      0.31      0.01      0.31      0.31      0.32     49.15      1.04
cov_eigen_values_3[1]      0.16      0.00      0.16      0.16      0.16     16.52      1.05
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     15.84      1.11
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02     14.65      1.06
cov_eigen_values_3[4]      0.07      0.00      0.07      0.07      0.08    106.37      1.03
cov_eigen_values_3[5]      0.06      0.00      0.06      0.06      0.06    123.71      1.02
cov_eigen_values_3[6]      0.07      0.00      0.07      0.07      0.07    107.96      1.03
cov_eigen_values_3[7]      0.06      0.00      0.06      0.06      0.06    142.29      1.03
cov_eigen_values_4[0]      0.64      0.01      0.64      0.63      0.64     35.10      1.03
cov_eigen_values_4[1]      0.07      0.00      0.07      0.07      0.08    110.59      1.00
cov_eigen_values_4[2]      0.06      0.00      0.06      0.06      0.06   2510.00      1.00
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.05     49.82      1.01
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     78.04      1.00
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.03     27.63      1.02
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01     36.94      1.09
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     87.71      1.01
cov_eigen_values_5[0]      0.22      0.01      0.22      0.22      0.22     16.47      1.08
cov_eigen_values_5[1]      0.06      0.00      0.06      0.06      0.07    355.32      1.00
cov_eigen_values_5[2]      0.05      0.00      0.05      0.05      0.05    113.94      1.00
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00      7.34      1.26
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01     38.04      1.04
cov_eigen_values_5[5]      0.03      0.00      0.03      0.03      0.04     11.05      1.09
cov_eigen_values_5[6]      0.05      0.00      0.05      0.04      0.05    133.40      1.02
cov_eigen_values_5[7]      0.03      0.00      0.03      0.03      0.03     19.12      1.03
cov_eigen_values_6[0]      0.13      0.00      0.13      0.13      0.13     18.78      1.05
cov_eigen_values_6[1]      0.04      0.00      0.04      0.04      0.04     50.53      1.04
cov_eigen_values_6[2]      0.03      0.00      0.03      0.03      0.03    218.81      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     15.22      1.01
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01     13.43      1.07
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.01      4.89      1.28
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     11.14      1.02
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     10.99      1.07
       mean_data_1[0]      3.81      0.00      3.81      3.80      3.81     43.96      1.02
       mean_data_1[1]      0.43      0.00      0.43      0.43      0.43     57.41      1.03
       mean_data_1[2]     -0.40      0.00     -0.40     -0.40     -0.40      8.45      1.19
       mean_data_1[3]      0.15      0.00      0.15      0.15      0.15     91.29      0.99
       mean_data_1[4]     -0.04      0.00     -0.04     -0.04     -0.04     50.39      0.99
       mean_data_1[5]      0.02      0.00      0.02      0.02      0.02     14.75      1.14
       mean_data_1[6]      0.10      0.00      0.10      0.10      0.10     76.95      1.03
       mean_data_1[7]      0.00      0.00      0.01      0.00      0.01     10.48      1.08
       mean_data_2[0]     -0.68      0.00     -0.68     -0.68     -0.68     12.89      1.13
       mean_data_2[1]      1.48      0.00      1.48      1.48      1.48      8.97      1.13
       mean_data_2[2]      1.01      0.00      1.01      1.01      1.02    154.17      1.00
       mean_data_2[3]     -0.01      0.00     -0.01     -0.01     -0.01     31.59      1.08
       mean_data_2[4]      0.00      0.00      0.00      0.00      0.00     12.41      1.06
       mean_data_2[5]      0.00      0.00      0.00      0.00      0.00     19.93      1.10
       mean_data_2[6]     -0.01      0.00     -0.01     -0.01     -0.01      9.56      1.08
       mean_data_2[7]     -0.00      0.00     -0.00     -0.00     -0.00     13.58      1.10
       mean_data_3[0]     -3.91      0.00     -3.91     -3.91     -3.91      7.03      1.19
       mean_data_3[1]     -0.44      0.00     -0.44     -0.44     -0.44      8.28      1.22
       mean_data_3[2]      0.11      0.00      0.11      0.11      0.11     12.14      1.00
       mean_data_3[3]      0.03      0.00      0.03      0.03      0.03     11.41      1.04
       mean_data_3[4]      0.03      0.00      0.03      0.03      0.03    126.62      1.01
       mean_data_3[5]     -0.00      0.00     -0.00     -0.00      0.00     45.60      1.05
       mean_data_3[6]      0.01      0.00      0.01      0.01      0.01     93.72      1.00
       mean_data_3[7]      0.01      0.00      0.01      0.01      0.01     10.00      1.07
