
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.41      0.05      0.39      0.36      0.50      3.73      1.28
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     21.72      1.01
cov_eigen_values_1[2]      0.05      0.01      0.04      0.03      0.05     24.88      1.03
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05      6.57      1.17
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.02    124.71      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     88.21      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    131.77      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    187.05      1.00
cov_eigen_values_2[0]      0.52      0.02      0.52      0.49      0.55     11.25      1.00
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     24.11      1.05
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08     18.93      1.01
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     53.92      1.00
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     17.02      1.08
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    132.29      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    159.87      1.03
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     93.25      1.00
cov_eigen_values_3[0]      0.30      0.02      0.30      0.26      0.34      5.50      1.03
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     13.42      1.28
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    156.28      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    208.32      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     33.29      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     66.99      1.00
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     46.91      1.00
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     33.21      1.05
cov_eigen_values_4[0]      0.22      0.03      0.24      0.17      0.26      3.06      1.77
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10      5.66      1.46
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07     29.40      0.99
cov_eigen_values_4[3]      0.04      0.00      0.03      0.03      0.04     39.45      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     86.29      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    149.94      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    213.77      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    182.37      0.99
cov_eigen_values_5[0]      0.52      0.05      0.51      0.45      0.60      5.00      1.18
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.09     21.48      1.11
cov_eigen_values_5[2]      0.06      0.01      0.06      0.04      0.08     10.35      0.99
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     11.16      1.10
cov_eigen_values_5[4]      0.02      0.00      0.02      0.02      0.03     52.46      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01    113.14      1.01
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     97.80      1.00
cov_eigen_values_5[7]     -0.00      0.00      0.00     -0.00      0.00    137.99      1.00
cov_eigen_values_6[0]      0.13      0.01      0.13      0.12      0.15     29.52      1.05
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     45.64      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     97.51      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    187.37      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    165.67      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     45.76      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    108.35      1.00
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    100.52      0.99
       mean_data_1[0]      3.72      0.00      3.72      3.72      3.73    124.10      1.01
       mean_data_1[1]      0.46      0.00      0.46      0.46      0.47    195.20      1.03
       mean_data_1[2]     -0.38      0.00     -0.38     -0.39     -0.38    230.23      1.01
       mean_data_1[3]      0.13      0.00      0.13      0.13      0.14    123.12      1.00
       mean_data_1[4]     -0.03      0.00     -0.03     -0.03     -0.03    137.01      1.00
       mean_data_1[5]     -0.08      0.00     -0.08     -0.09     -0.08    108.18      1.02
       mean_data_1[6]      0.06      0.00      0.06      0.06      0.07    189.86      1.00
       mean_data_1[7]     -0.02      0.00     -0.02     -0.02     -0.01    174.59      1.03
       mean_data_2[0]      1.05      0.00      1.05      1.05      1.06    146.60      0.99
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56    157.48      1.00
       mean_data_2[2]     -0.53      0.00     -0.53     -0.53     -0.52    203.27      1.01
       mean_data_2[3]      0.00      0.00      0.00     -0.00      0.01    165.43      0.99
       mean_data_2[4]      0.05      0.00      0.05      0.04      0.05    150.46      0.99
       mean_data_2[5]      0.04      0.00      0.04      0.04      0.05    200.14      1.01
       mean_data_2[6]     -0.02      0.00     -0.02     -0.03     -0.02    141.78      1.00
