
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.49      0.04      0.49      0.42      0.54      4.77      2.00
cov_eigen_values_1[1]      0.09      0.02      0.08      0.06      0.11     15.07      1.08
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.07     33.62      0.99
cov_eigen_values_1[3]      0.03      0.01      0.03      0.03      0.04     76.41      1.00
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03    111.35      1.00
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     68.01      1.08
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    173.99      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    148.87      1.00
cov_eigen_values_2[0]      0.61      0.07      0.62      0.52      0.73      2.91      2.15
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     47.44      1.03
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     41.48      1.08
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     58.48      1.03
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06     83.70      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    109.97      1.01
cov_eigen_values_2[6]      0.02      0.00      0.02      0.01      0.02    205.81      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    113.61      1.00
cov_eigen_values_3[0]      0.34      0.02      0.34      0.30      0.37     16.31      1.01
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     17.49      1.06
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    206.56      1.00
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    197.12      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     70.45      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05    103.00      1.04
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07     83.16      0.99
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.06     72.21      0.99
cov_eigen_values_4[0]      0.20      0.03      0.19      0.16      0.25     11.95      1.06
cov_eigen_values_4[1]      0.09      0.02      0.09      0.06      0.12      6.42      1.04
cov_eigen_values_4[2]      0.05      0.01      0.05      0.04      0.07     51.97      1.00
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.04     81.84      1.00
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03    112.88      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    146.63      1.00
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    127.00      1.00
