,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,38800705,1e-05
1,20.0,0.0,-3.961820828640029,38800705,1e-05
2,30.0,0.0,-1.0,38800705,1e-05
3,0.0,0.0,-39.0,34978835,1e-05
4,20.0,0.0,-25.62033093443921,34978835,1e-05
5,40.0,0.0,-15.999999999999993,34978835,1e-05
6,0.0,0.0,-61.0,47848245,1e-05
7,20.0,0.0,-51.52911290142503,47848245,1e-05
8,60.0,0.0,-27.0,47848245,1e-05
9,0.0,0.0,-72.0,73025678,1e-05
10,30.0,0.0,-55.5,73025678,1e-05
11,60.0,0.0,-39.0,73025678,1e-05
12,20.0,0.0,-69.04760256741842,14513313,1e-05
13,60.0,0.0,-52.0,14513313,1e-05
14,70.0,0.0,-77.0,89151425,1e-05
15,80.0,0.0,-71.0,89151425,1e-05
