
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.46      0.05      0.46      0.39      0.56      4.46      1.28
cov_eigen_values_1[1]      0.09      0.02      0.09      0.06      0.12      3.90      1.69
cov_eigen_values_1[2]      0.05      0.01      0.05      0.04      0.06     14.45      1.05
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     28.63      1.00
cov_eigen_values_1[4]      0.03      0.00      0.03      0.02      0.03     51.78      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00    126.78      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.02      0.03     30.95      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.02    100.00      1.01
cov_eigen_values_2[0]      0.60      0.08      0.60      0.48      0.73      9.55      1.00
cov_eigen_values_2[1]      0.08      0.01      0.08      0.05      0.10      5.18      1.28
cov_eigen_values_2[2]      0.06      0.01      0.06      0.05      0.07     11.63      1.09
cov_eigen_values_2[3]      0.04      0.01      0.04      0.03      0.05     13.66      1.06
cov_eigen_values_2[4]      0.04      0.00      0.04      0.03      0.04     52.38      0.99
cov_eigen_values_2[5]      0.00      0.00      0.00      0.00      0.00     63.55      0.99
cov_eigen_values_2[6]      0.01      0.00      0.01      0.01      0.01    180.54      1.00
cov_eigen_values_2[7]      0.01      0.00      0.01      0.01      0.01     65.69      1.00
cov_eigen_values_3[0]      0.35      0.01      0.34      0.33      0.37     19.27      1.00
cov_eigen_values_3[1]      0.16      0.01      0.16      0.14      0.17     17.62      1.06
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     71.64      1.03
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    227.04      0.99
cov_eigen_values_3[4]      0.08      0.01      0.08      0.07      0.09     24.81      1.12
cov_eigen_values_3[5]      0.05      0.00      0.05      0.05      0.06     33.20      1.10
cov_eigen_values_3[6]      0.07      0.00      0.07      0.06      0.08     32.38      1.01
cov_eigen_values_3[7]      0.07      0.00      0.07      0.06      0.07     24.54      1.00
cov_eigen_values_4[0]      0.67      0.06      0.68      0.55      0.74     10.70      1.09
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10     11.06      1.00
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     15.99      1.22
cov_eigen_values_4[3]      0.05      0.00      0.05      0.05      0.06     22.03      1.14
cov_eigen_values_4[4]      0.04      0.00      0.04      0.04      0.05     33.42      1.00
cov_eigen_values_4[5]      0.03      0.00      0.03      0.03      0.04     19.42      1.06
cov_eigen_values_4[6]      0.01      0.00      0.01      0.01      0.01    146.22      0.99
cov_eigen_values_4[7]      0.02      0.00      0.02      0.02      0.02     30.35      1.05
cov_eigen_values_5[0]      0.20      0.01      0.20      0.18      0.22      5.37      1.43
cov_eigen_values_5[1]      0.06      0.01      0.06      0.05      0.08     14.51      1.06
cov_eigen_values_5[2]      0.05      0.00      0.05      0.05      0.06     14.75      1.00
cov_eigen_values_5[3]      0.00      0.00      0.00      0.00      0.00     71.89      1.00
cov_eigen_values_5[4]      0.01      0.00      0.01      0.01      0.01    152.49      1.01
cov_eigen_values_5[5]      0.03      0.00      0.03      0.02      0.03     52.19      0.99
cov_eigen_values_5[6]      0.04      0.00      0.04      0.04      0.05     27.12      1.01
cov_eigen_values_5[7]      0.04      0.01      0.04      0.03      0.05     15.09      1.06
cov_eigen_values_6[0]      0.12      0.01      0.12      0.11      0.14     11.32      1.00
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     47.37      1.03
cov_eigen_values_6[2]      0.03      0.00      0.03      0.02      0.04     23.00      1.00
cov_eigen_values_6[3]      0.02      0.00      0.02      0.02      0.02     53.54      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    230.04      1.02
cov_eigen_values_6[5]      0.01      0.00      0.01      0.00      0.01    114.04      1.00
cov_eigen_values_6[6]     -0.00      0.00     -0.00     -0.00     -0.00     51.99      1.06
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00     80.98      1.00
       mean_data_1[0]      3.82      0.06      3.80      3.76      3.95      4.58      1.22
       mean_data_1[1]      0.43      0.01      0.43      0.41      0.44      4.64      1.20
       mean_data_1[2]     -0.40      0.01     -0.41     -0.42     -0.38      7.57      1.07
       mean_data_1[3]      0.15      0.01      0.15      0.14      0.17     10.07      1.04
       mean_data_1[4]     -0.04      0.01     -0.04     -0.05     -0.03      6.81      1.23
       mean_data_1[5]      0.01      0.01      0.01      0.00      0.03      8.17      1.07
       mean_data_1[6]      0.11      0.00      0.11      0.10      0.11      7.18      1.02
       mean_data_1[7]      0.00      0.00      0.00     -0.00      0.01     30.33      1.00
       mean_data_2[0]     -0.53      0.07     -0.55     -0.60     -0.41      4.79      1.56
       mean_data_2[1]      1.49      0.01      1.49      1.48      1.50     12.20      1.01
       mean_data_2[2]      0.98      0.02      0.99      0.95      1.00      4.85      1.45
       mean_data_2[3]     -0.00      0.00     -0.00     -0.01      0.01     12.72      1.01
       mean_data_2[4]      0.03      0.01      0.03      0.01      0.05      5.49      1.72
       mean_data_2[5]      0.01      0.01      0.01     -0.01      0.03      8.05      1.41
       mean_data_2[6]      0.00      0.00      0.00     -0.00      0.01     25.23      1.05
       mean_data_2[7]     -0.01      0.01     -0.01     -0.03     -0.00     13.17      1.00
       mean_data_3[0]     -3.90      0.01     -3.90     -3.92     -3.89     16.68      1.00
       mean_data_3[1]     -0.44      0.01     -0.44     -0.45     -0.43     13.27      1.12
       mean_data_3[2]      0.10      0.00      0.10      0.10      0.11      8.33      0.99
       mean_data_3[3]      0.03      0.02      0.03      0.00      0.07      4.68      1.25
       mean_data_3[4]      0.02      0.01      0.02      0.01      0.05      4.30      1.45
       mean_data_3[5]     -0.00      0.01      0.00     -0.02      0.01     14.31      1.20
       mean_data_3[6]      0.01      0.00      0.01      0.00      0.01      5.54      1.51
       mean_data_3[7]      0.00      0.01      0.00     -0.01      0.02     10.82      1.00
       mean_data_4[0]      1.03      0.03      1.03      0.96      1.06     13.85      1.00
       mean_data_4[1]      0.54      0.01      0.54      0.53      0.55      9.23      1.08
       mean_data_4[2]     -0.55      0.01     -0.55     -0.56     -0.53      8.23      1.04
       mean_data_4[3]      0.00      0.01      0.00     -0.01      0.01     10.00      1.02
       mean_data_4[4]      0.05      0.01      0.05      0.03      0.06     10.05      1.15
       mean_data_4[5]     -0.02      0.01     -0.02     -0.03     -0.00     12.82      1.01
       mean_data_4[6]     -0.04      0.01     -0.04     -0.05     -0.03      8.73      0.99
       mean_data_4[7]      0.01      0.01      0.01     -0.00      0.02     14.74      1.00
       mean_data_5[0]     -2.66      0.02     -2.66     -2.68     -2.64      9.96      1.09
       mean_data_5[1]     -0.02      0.01     -0.02     -0.03     -0.01      5.79      1.11
       mean_data_5[2]     -0.21      0.01     -0.21     -0.22     -0.20     21.36      1.04
       mean_data_5[3]     -0.10      0.00     -0.10     -0.11     -0.09     12.80      1.05
       mean_data_5[4]     -0.10      0.01     -0.10     -0.11     -0.09      6.13      1.02
       mean_data_5[5]      0.01      0.01      0.01      0.00      0.03      8.06      1.32
       mean_data_5[6]     -0.01      0.00     -0.01     -0.02     -0.00     13.69      1.11
       mean_data_5[7]     -0.02      0.01     -0.02     -0.03     -0.00     24.20      1.11
       mean_data_6[0]      6.87      0.00      6.87      6.87      6.87     24.52      1.05
       mean_data_6[1]     -0.64      0.01     -0.64     -0.66     -0.62      4.75      1.08
       mean_data_6[2]      0.31      0.01      0.31      0.30      0.33      4.99      1.13
       mean_data_6[3]     -0.05      0.01     -0.04     -0.06     -0.04      5.17      1.10
       mean_data_6[4]     -0.00      0.00     -0.00     -0.01      0.00     16.49      1.00
       mean_data_6[5]     -0.00      0.00     -0.00     -0.01      0.00     22.96      1.02
       mean_data_6[6]     -0.01      0.01     -0.01     -0.02     -0.00      5.29      1.06
       mean_data_6[7]     -0.00      0.00     -0.00     -0.01      0.00     14.08      1.00
                 mu_1      3.41      0.03      3.43      3.40      3.43      7.93      1.19
                 mu_2      2.75      0.04      2.77      2.73      2.77      8.43      1.18
                 mu_3      1.56      0.04      1.58      1.53      1.58     11.27      1.11
                 mu_4      0.21      0.03      0.22      0.22      0.22     14.07      1.07

Number of divergences: 0
