
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.89      0.06      0.89      0.80      0.98     13.80      1.01
cov_eigen_values_1[1]      0.29      0.02      0.29      0.26      0.32     23.56      1.13
cov_eigen_values_1[2]      0.24      0.01      0.24      0.22      0.26     34.66      1.06
cov_eigen_values_1[3]      0.20      0.01      0.20      0.18      0.22     59.15      1.00
cov_eigen_values_1[4]      0.06      0.00      0.06      0.05      0.06     43.12      1.05
cov_eigen_values_1[5]      0.05      0.00      0.05      0.04      0.05     70.52      1.02
cov_eigen_values_1[6]      0.01      0.00      0.01      0.01      0.01    171.39      0.99
cov_eigen_values_1[7]      0.02      0.00      0.02      0.01      0.02    161.93      0.99
cov_eigen_values_2[0]      1.30      0.11      1.28      1.15      1.47      9.59      1.29
cov_eigen_values_2[1]      0.93      0.09      0.94      0.77      1.06     14.72      1.17
cov_eigen_values_2[2]      0.75      0.06      0.75      0.65      0.84     35.88      1.08
cov_eigen_values_2[3]      0.39      0.04      0.38      0.33      0.45     27.98      1.00
cov_eigen_values_2[4]      0.28      0.03      0.28      0.25      0.34     25.83      0.99
cov_eigen_values_2[5]      0.15      0.02      0.15      0.13      0.18     15.47      1.03
cov_eigen_values_2[6]      0.07      0.01      0.07      0.06      0.09     23.44      1.00
cov_eigen_values_2[7]      0.04      0.00      0.04      0.04      0.05     66.68      1.01
cov_eigen_values_3[0]      2.20      0.18      2.16      1.96      2.48     14.83      1.15
cov_eigen_values_3[1]      0.82      0.07      0.81      0.69      0.91     18.28      1.04
cov_eigen_values_3[2]      0.54      0.04      0.53      0.48      0.59     42.50      1.00
cov_eigen_values_3[3]      0.24      0.02      0.23      0.20      0.27     18.11      1.12
cov_eigen_values_3[4]      0.19      0.02      0.19      0.15      0.23     14.96      0.99
cov_eigen_values_3[5]      0.16      0.02      0.15      0.14      0.19     21.87      1.13
cov_eigen_values_3[6]      0.05      0.00      0.05      0.04      0.06     64.56      1.00
cov_eigen_values_3[7]      0.03      0.00      0.03      0.03      0.04     90.09      1.01
       mean_data_1[0]     -2.11      0.01     -2.11     -2.13     -2.09     10.95      1.00
       mean_data_1[1]     -0.53      0.02     -0.53     -0.55     -0.50     10.95      1.01
       mean_data_1[2]      0.04      0.01      0.04      0.02      0.05      7.64      1.00
       mean_data_1[3]     -0.03      0.07     -0.04     -0.15      0.07      7.66      1.02
       mean_data_1[4]      0.01      0.03      0.01     -0.04      0.04      7.67      1.00
       mean_data_1[5]     -0.00      0.02     -0.00     -0.03      0.04     19.05      1.00
       mean_data_1[6]     -0.00      0.02     -0.00     -0.03      0.03     43.93      1.05
       mean_data_1[7]     -0.00      0.01     -0.00     -0.02      0.02     18.76      1.04
       mean_data_2[0]      4.02      0.06      4.02      3.93      4.10     22.44      1.04
       mean_data_2[1]     -2.73      0.05     -2.73     -2.83     -2.65     21.41      0.99
       mean_data_2[2]     -0.05      0.02     -0.05     -0.07     -0.02     27.45      1.00
       mean_data_2[3]      0.06      0.14      0.06     -0.13      0.29     18.64      1.21
       mean_data_2[4]     -0.05      0.12     -0.07     -0.20      0.15     23.99      1.00
       mean_data_2[5]     -0.01      0.08     -0.00     -0.15      0.09     20.90      1.07
       mean_data_2[6]     -0.00      0.05     -0.01     -0.10      0.06     20.11      1.02
       mean_data_2[7]     -0.02      0.05     -0.01     -0.12      0.05     18.84      1.00
       mean_data_3[0]      1.83      0.03      1.84      1.78      1.89     10.56      1.09
       mean_data_3[1]      3.58      0.03      3.58      3.53      3.62     21.11      1.04
       mean_data_3[2]     -0.06      0.21     -0.11     -0.38      0.29      8.19      1.12
       mean_data_3[3]      0.02      0.04      0.02     -0.03      0.09     15.51      1.07
       mean_data_3[4]      0.02      0.05      0.02     -0.06      0.10     16.01      0.99
       mean_data_3[5]      0.01      0.02      0.01     -0.02      0.04     16.70      1.02
       mean_data_3[6]      0.01      0.04      0.01     -0.05      0.08     13.85      1.06
       mean_data_3[7]      0.03      0.02      0.02     -0.00      0.06     41.22      1.02
                 mu_1      0.01      0.00      0.01      0.01      0.02     23.32      1.00
                 mu_2      0.00      0.00      0.00     -0.00      0.01     27.04      1.05

Number of divergences: 115
